RUN	computerdatabase.ProveOwner	proveowner	1588019438784	Prove ownership 1 user/sec	3.3.1
USER	Prove Ownership	160	END	1588019599348	1588019599415
USER	Prove Ownership	161	START	1588019600349	1588019600349
REQUEST	161		Prove Owner	1588019600350	1588019600413	OK	 
USER	Prove Ownership	161	END	1588019600349	1588019600413
USER	Prove Ownership	162	START	1588019601350	1588019601350
REQUEST	162		Prove Owner	1588019601351	1588019601413	OK	 
USER	Prove Ownership	162	END	1588019601350	1588019601416
USER	Prove Ownership	163	START	1588019602351	1588019602351
REQUEST	163		Prove Owner	1588019602352	1588019602406	OK	 
USER	Prove Ownership	163	END	1588019602351	1588019602408
USER	Prove Ownership	164	START	1588019603349	1588019603349
REQUEST	164		Prove Owner	1588019603350	1588019603401	OK	 
USER	Prove Ownership	164	END	1588019603349	1588019603402
USER	Prove Ownership	165	START	1588019604351	1588019604351
REQUEST	165		Prove Owner	1588019604352	1588019604412	OK	 
USER	Prove Ownership	165	END	1588019604351	1588019604413
USER	Prove Ownership	166	START	1588019605350	1588019605350
REQUEST	166		Prove Owner	1588019605351	1588019605397	OK	 
USER	Prove Ownership	166	END	1588019605350	1588019605397
USER	Prove Ownership	167	START	1588019606349	1588019606349
REQUEST	167		Prove Owner	1588019606350	1588019606405	OK	 
USER	Prove Ownership	167	END	1588019606349	1588019606405
USER	Prove Ownership	168	START	1588019607351	1588019607351
REQUEST	168		Prove Owner	1588019607351	1588019607403	OK	 
USER	Prove Ownership	168	END	1588019607351	1588019607403
USER	Prove Ownership	169	START	1588019608349	1588019608349
REQUEST	169		Prove Owner	1588019608350	1588019608403	OK	 
USER	Prove Ownership	169	END	1588019608349	1588019608403
USER	Prove Ownership	170	START	1588019609348	1588019609348
REQUEST	170		Prove Owner	1588019609349	1588019609398	OK	 
USER	Prove Ownership	170	END	1588019609348	1588019609399
USER	Prove Ownership	171	START	1588019610349	1588019610349
REQUEST	171		Prove Owner	1588019610350	1588019610399	OK	 
USER	Prove Ownership	171	END	1588019610349	1588019610399
USER	Prove Ownership	172	START	1588019611349	1588019611349
REQUEST	172		Prove Owner	1588019611350	1588019611405	OK	 
USER	Prove Ownership	172	END	1588019611349	1588019611405
USER	Prove Ownership	173	START	1588019612348	1588019612348
REQUEST	173		Prove Owner	1588019612349	1588019612406	OK	 
USER	Prove Ownership	173	END	1588019612348	1588019612407
USER	Prove Ownership	174	START	1588019613351	1588019613351
REQUEST	174		Prove Owner	1588019613351	1588019613402	OK	 
USER	Prove Ownership	174	END	1588019613351	1588019613403
USER	Prove Ownership	175	START	1588019614351	1588019614351
REQUEST	175		Prove Owner	1588019614352	1588019614404	OK	 
USER	Prove Ownership	175	END	1588019614351	1588019614405
USER	Prove Ownership	176	START	1588019615351	1588019615351
REQUEST	176		Prove Owner	1588019615352	1588019615402	OK	 
USER	Prove Ownership	176	END	1588019615351	1588019615403
USER	Prove Ownership	177	START	1588019616349	1588019616349
REQUEST	177		Prove Owner	1588019616350	1588019616407	OK	 
USER	Prove Ownership	177	END	1588019616349	1588019616407
USER	Prove Ownership	178	START	1588019617350	1588019617350
REQUEST	178		Prove Owner	1588019617350	1588019617399	OK	 
USER	Prove Ownership	178	END	1588019617350	1588019617399
USER	Prove Ownership	179	START	1588019618348	1588019618348
REQUEST	179		Prove Owner	1588019618349	1588019618419	OK	 
USER	Prove Ownership	179	END	1588019618348	1588019618420
USER	Prove Ownership	180	START	1588019619349	1588019619349
REQUEST	180		Prove Owner	1588019619350	1588019619396	OK	 
USER	Prove Ownership	180	END	1588019619349	1588019619396
USER	Prove Ownership	181	START	1588019620350	1588019620350
REQUEST	181		Prove Owner	1588019620351	1588019620406	OK	 
USER	Prove Ownership	181	END	1588019620350	1588019620406
USER	Prove Ownership	182	START	1588019621348	1588019621348
REQUEST	182		Prove Owner	1588019621349	1588019621395	OK	 
USER	Prove Ownership	182	END	1588019621348	1588019621395
USER	Prove Ownership	183	START	1588019622351	1588019622351
REQUEST	183		Prove Owner	1588019622352	1588019622399	OK	 
USER	Prove Ownership	183	END	1588019622351	1588019622400
USER	Prove Ownership	184	START	1588019623349	1588019623349
REQUEST	184		Prove Owner	1588019623350	1588019623404	OK	 
USER	Prove Ownership	184	END	1588019623349	1588019623404
USER	Prove Ownership	185	START	1588019624349	1588019624349
REQUEST	185		Prove Owner	1588019624349	1588019624404	OK	 
USER	Prove Ownership	185	END	1588019624349	1588019624404
USER	Prove Ownership	186	START	1588019625349	1588019625349
REQUEST	186		Prove Owner	1588019625349	1588019625399	OK	 
USER	Prove Ownership	186	END	1588019625349	1588019625399
USER	Prove Ownership	187	START	1588019626349	1588019626349
REQUEST	187		Prove Owner	1588019626350	1588019626404	OK	 
USER	Prove Ownership	187	END	1588019626349	1588019626404
USER	Prove Ownership	188	START	1588019627351	1588019627351
REQUEST	188		Prove Owner	1588019627351	1588019627399	OK	 
USER	Prove Ownership	188	END	1588019627351	1588019627400
USER	Prove Ownership	189	START	1588019628348	1588019628348
REQUEST	189		Prove Owner	1588019628349	1588019628408	OK	 
USER	Prove Ownership	189	END	1588019628348	1588019628409
USER	Prove Ownership	190	START	1588019629349	1588019629349
REQUEST	190		Prove Owner	1588019629350	1588019629401	OK	 
USER	Prove Ownership	190	END	1588019629349	1588019629401
USER	Prove Ownership	191	START	1588019630349	1588019630349
REQUEST	191		Prove Owner	1588019630350	1588019630398	OK	 
USER	Prove Ownership	191	END	1588019630349	1588019630399
USER	Prove Ownership	192	START	1588019631350	1588019631350
REQUEST	192		Prove Owner	1588019631351	1588019631406	OK	 
USER	Prove Ownership	192	END	1588019631350	1588019631406
USER	Prove Ownership	193	START	1588019632348	1588019632348
REQUEST	193		Prove Owner	1588019632350	1588019632405	OK	 
USER	Prove Ownership	193	END	1588019632348	1588019632406
USER	Prove Ownership	194	START	1588019633349	1588019633349
REQUEST	194		Prove Owner	1588019633350	1588019633397	OK	 
USER	Prove Ownership	194	END	1588019633349	1588019633398
USER	Prove Ownership	195	START	1588019634349	1588019634349
REQUEST	195		Prove Owner	1588019634349	1588019634393	OK	 
USER	Prove Ownership	195	END	1588019634349	1588019634394
USER	Prove Ownership	196	START	1588019635348	1588019635348
REQUEST	196		Prove Owner	1588019635349	1588019635399	OK	 
USER	Prove Ownership	196	END	1588019635348	1588019635400
USER	Prove Ownership	197	START	1588019636349	1588019636349
REQUEST	197		Prove Owner	1588019636349	1588019636399	OK	 
USER	Prove Ownership	197	END	1588019636349	1588019636399
USER	Prove Ownership	198	START	1588019637349	1588019637349
REQUEST	198		Prove Owner	1588019637349	1588019637397	OK	 
USER	Prove Ownership	198	END	1588019637349	1588019637398
USER	Prove Ownership	199	START	1588019638351	1588019638351
REQUEST	199		Prove Owner	1588019638352	1588019638401	OK	 
USER	Prove Ownership	199	END	1588019638351	1588019638401
USER	Prove Ownership	200	START	1588019639348	1588019639348
REQUEST	200		Prove Owner	1588019639349	1588019639402	OK	 
USER	Prove Ownership	200	END	1588019639348	1588019639403
USER	Prove Ownership	201	START	1588019640348	1588019640348
REQUEST	201		Prove Owner	1588019640349	1588019640405	OK	 
USER	Prove Ownership	201	END	1588019640348	1588019640405
USER	Prove Ownership	202	START	1588019641349	1588019641349
REQUEST	202		Prove Owner	1588019641350	1588019641397	OK	 
USER	Prove Ownership	202	END	1588019641349	1588019641397
USER	Prove Ownership	203	START	1588019642349	1588019642349
REQUEST	203		Prove Owner	1588019642350	1588019642429	OK	 
USER	Prove Ownership	203	END	1588019642349	1588019642430
USER	Prove Ownership	204	START	1588019643348	1588019643348
REQUEST	204		Prove Owner	1588019643349	1588019643399	OK	 
USER	Prove Ownership	204	END	1588019643348	1588019643400
USER	Prove Ownership	205	START	1588019644351	1588019644351
REQUEST	205		Prove Owner	1588019644352	1588019644398	OK	 
USER	Prove Ownership	205	END	1588019644351	1588019644399
USER	Prove Ownership	206	START	1588019645351	1588019645351
REQUEST	206		Prove Owner	1588019645351	1588019645400	OK	 
USER	Prove Ownership	206	END	1588019645351	1588019645401
USER	Prove Ownership	207	START	1588019646348	1588019646348
REQUEST	207		Prove Owner	1588019646349	1588019646409	OK	 
USER	Prove Ownership	207	END	1588019646348	1588019646410
USER	Prove Ownership	208	START	1588019647350	1588019647350
REQUEST	208		Prove Owner	1588019647351	1588019647399	OK	 
USER	Prove Ownership	208	END	1588019647350	1588019647400
USER	Prove Ownership	209	START	1588019648350	1588019648350
REQUEST	209		Prove Owner	1588019648351	1588019648400	OK	 
USER	Prove Ownership	209	END	1588019648350	1588019648401
USER	Prove Ownership	210	START	1588019649348	1588019649348
REQUEST	210		Prove Owner	1588019649350	1588019649425	OK	 
USER	Prove Ownership	210	END	1588019649348	1588019649426
USER	Prove Ownership	211	START	1588019650350	1588019650350
REQUEST	211		Prove Owner	1588019650350	1588019650405	OK	 
USER	Prove Ownership	211	END	1588019650350	1588019650405
USER	Prove Ownership	212	START	1588019651349	1588019651349
REQUEST	212		Prove Owner	1588019651350	1588019651405	OK	 
USER	Prove Ownership	212	END	1588019651349	1588019651405
USER	Prove Ownership	213	START	1588019652349	1588019652349
REQUEST	213		Prove Owner	1588019652351	1588019652406	OK	 
USER	Prove Ownership	213	END	1588019652349	1588019652407
USER	Prove Ownership	214	START	1588019653349	1588019653349
REQUEST	214		Prove Owner	1588019653350	1588019653409	OK	 
USER	Prove Ownership	214	END	1588019653349	1588019653409
USER	Prove Ownership	215	START	1588019654349	1588019654349
REQUEST	215		Prove Owner	1588019654350	1588019654414	OK	 
USER	Prove Ownership	215	END	1588019654349	1588019654415
USER	Prove Ownership	216	START	1588019655350	1588019655350
REQUEST	216		Prove Owner	1588019655351	1588019655407	OK	 
USER	Prove Ownership	216	END	1588019655350	1588019655408
USER	Prove Ownership	217	START	1588019656350	1588019656350
REQUEST	217		Prove Owner	1588019656351	1588019656397	OK	 
USER	Prove Ownership	217	END	1588019656350	1588019656397
USER	Prove Ownership	218	START	1588019657350	1588019657350
REQUEST	218		Prove Owner	1588019657351	1588019657397	OK	 
USER	Prove Ownership	218	END	1588019657350	1588019657398
USER	Prove Ownership	219	START	1588019658350	1588019658350
REQUEST	219		Prove Owner	1588019658351	1588019658395	OK	 
USER	Prove Ownership	219	END	1588019658350	1588019658395
USER	Prove Ownership	220	START	1588019659348	1588019659348
REQUEST	220		Prove Owner	1588019659349	1588019659415	OK	 
USER	Prove Ownership	220	END	1588019659348	1588019659416
USER	Prove Ownership	221	START	1588019660351	1588019660351
REQUEST	221		Prove Owner	1588019660352	1588019660418	OK	 
USER	Prove Ownership	221	END	1588019660351	1588019660419
USER	Prove Ownership	222	START	1588019661351	1588019661351
REQUEST	222		Prove Owner	1588019661352	1588019661407	OK	 
USER	Prove Ownership	222	END	1588019661351	1588019661407
USER	Prove Ownership	223	START	1588019662351	1588019662351
REQUEST	223		Prove Owner	1588019662352	1588019662413	OK	 
USER	Prove Ownership	223	END	1588019662351	1588019662413
USER	Prove Ownership	224	START	1588019663349	1588019663349
REQUEST	224		Prove Owner	1588019663350	1588019663403	OK	 
USER	Prove Ownership	224	END	1588019663349	1588019663404
USER	Prove Ownership	225	START	1588019664350	1588019664350
REQUEST	225		Prove Owner	1588019664351	1588019664402	OK	 
USER	Prove Ownership	225	END	1588019664350	1588019664403
USER	Prove Ownership	226	START	1588019665351	1588019665351
REQUEST	226		Prove Owner	1588019665352	1588019665406	OK	 
USER	Prove Ownership	226	END	1588019665351	1588019665406
USER	Prove Ownership	227	START	1588019666350	1588019666350
REQUEST	227		Prove Owner	1588019666351	1588019666399	OK	 
USER	Prove Ownership	227	END	1588019666350	1588019666399
USER	Prove Ownership	228	START	1588019667351	1588019667351
REQUEST	228		Prove Owner	1588019667352	1588019667409	OK	 
USER	Prove Ownership	228	END	1588019667351	1588019667409
USER	Prove Ownership	229	START	1588019668350	1588019668350
REQUEST	229		Prove Owner	1588019668351	1588019668405	OK	 
USER	Prove Ownership	229	END	1588019668350	1588019668405
USER	Prove Ownership	230	START	1588019669351	1588019669351
REQUEST	230		Prove Owner	1588019669352	1588019669408	OK	 
USER	Prove Ownership	230	END	1588019669351	1588019669408
USER	Prove Ownership	231	START	1588019670349	1588019670349
REQUEST	231		Prove Owner	1588019670349	1588019670402	OK	 
USER	Prove Ownership	231	END	1588019670349	1588019670402
USER	Prove Ownership	232	START	1588019671349	1588019671349
REQUEST	232		Prove Owner	1588019671350	1588019671418	OK	 
USER	Prove Ownership	232	END	1588019671349	1588019671418
USER	Prove Ownership	233	START	1588019672351	1588019672351
REQUEST	233		Prove Owner	1588019672352	1588019672409	OK	 
USER	Prove Ownership	233	END	1588019672351	1588019672409
USER	Prove Ownership	234	START	1588019673350	1588019673350
REQUEST	234		Prove Owner	1588019673351	1588019673402	OK	 
USER	Prove Ownership	234	END	1588019673350	1588019673403
USER	Prove Ownership	235	START	1588019674348	1588019674348
REQUEST	235		Prove Owner	1588019674349	1588019674407	OK	 
USER	Prove Ownership	235	END	1588019674348	1588019674408
USER	Prove Ownership	236	START	1588019675350	1588019675350
REQUEST	236		Prove Owner	1588019675352	1588019675402	OK	 
USER	Prove Ownership	236	END	1588019675350	1588019675402
USER	Prove Ownership	237	START	1588019676350	1588019676350
REQUEST	237		Prove Owner	1588019676351	1588019676401	OK	 
USER	Prove Ownership	237	END	1588019676350	1588019676402
USER	Prove Ownership	238	START	1588019677350	1588019677350
REQUEST	238		Prove Owner	1588019677351	1588019677404	OK	 
USER	Prove Ownership	238	END	1588019677350	1588019677404
USER	Prove Ownership	239	START	1588019678349	1588019678349
REQUEST	239		Prove Owner	1588019678350	1588019678402	OK	 
USER	Prove Ownership	239	END	1588019678349	1588019678402
USER	Prove Ownership	240	START	1588019679350	1588019679350
REQUEST	240		Prove Owner	1588019679352	1588019679408	OK	 
USER	Prove Ownership	240	END	1588019679350	1588019679409
USER	Prove Ownership	241	START	1588019680349	1588019680349
REQUEST	241		Prove Owner	1588019680350	1588019680400	OK	 
USER	Prove Ownership	241	END	1588019680349	1588019680400
USER	Prove Ownership	242	START	1588019681349	1588019681349
REQUEST	242		Prove Owner	1588019681350	1588019681400	OK	 
USER	Prove Ownership	242	END	1588019681349	1588019681401
USER	Prove Ownership	243	START	1588019682350	1588019682350
REQUEST	243		Prove Owner	1588019682351	1588019682401	OK	 
USER	Prove Ownership	243	END	1588019682350	1588019682402
USER	Prove Ownership	244	START	1588019683350	1588019683350
REQUEST	244		Prove Owner	1588019683351	1588019683399	OK	 
USER	Prove Ownership	244	END	1588019683350	1588019683399
USER	Prove Ownership	245	START	1588019684351	1588019684351
REQUEST	245		Prove Owner	1588019684351	1588019684400	OK	 
USER	Prove Ownership	245	END	1588019684351	1588019684401
USER	Prove Ownership	246	START	1588019685348	1588019685348
REQUEST	246		Prove Owner	1588019685349	1588019685396	OK	 
USER	Prove Ownership	246	END	1588019685348	1588019685397
USER	Prove Ownership	247	START	1588019686349	1588019686349
REQUEST	247		Prove Owner	1588019686350	1588019686399	OK	 
USER	Prove Ownership	247	END	1588019686349	1588019686399
USER	Prove Ownership	248	START	1588019687349	1588019687349
REQUEST	248		Prove Owner	1588019687350	1588019687401	OK	 
USER	Prove Ownership	248	END	1588019687349	1588019687401
USER	Prove Ownership	249	START	1588019688349	1588019688349
REQUEST	249		Prove Owner	1588019688350	1588019688399	OK	 
USER	Prove Ownership	249	END	1588019688349	1588019688400
USER	Prove Ownership	250	START	1588019689350	1588019689350
REQUEST	250		Prove Owner	1588019689350	1588019689417	OK	 
USER	Prove Ownership	250	END	1588019689350	1588019689418
USER	Prove Ownership	251	START	1588019690349	1588019690349
REQUEST	251		Prove Owner	1588019690351	1588019690405	OK	 
USER	Prove Ownership	251	END	1588019690349	1588019690405
USER	Prove Ownership	252	START	1588019691349	1588019691349
REQUEST	252		Prove Owner	1588019691351	1588019691413	OK	 
USER	Prove Ownership	252	END	1588019691349	1588019691414
USER	Prove Ownership	253	START	1588019692351	1588019692351
REQUEST	253		Prove Owner	1588019692352	1588019692411	OK	 
USER	Prove Ownership	253	END	1588019692351	1588019692411
USER	Prove Ownership	254	START	1588019693351	1588019693351
REQUEST	254		Prove Owner	1588019693384	1588019693445	OK	 
USER	Prove Ownership	254	END	1588019693351	1588019693445
USER	Prove Ownership	255	START	1588019694349	1588019694349
REQUEST	255		Prove Owner	1588019694350	1588019694439	OK	 
USER	Prove Ownership	255	END	1588019694349	1588019694440
USER	Prove Ownership	256	START	1588019695349	1588019695349
REQUEST	256		Prove Owner	1588019695350	1588019695424	OK	 
USER	Prove Ownership	256	END	1588019695349	1588019695424
USER	Prove Ownership	257	START	1588019696351	1588019696351
REQUEST	257		Prove Owner	1588019696352	1588019696431	OK	 
USER	Prove Ownership	257	END	1588019696351	1588019696432
USER	Prove Ownership	258	START	1588019697348	1588019697348
REQUEST	258		Prove Owner	1588019697349	1588019697429	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	258	END	1588019697348	1588019697430
USER	Prove Ownership	259	START	1588019698349	1588019698349
REQUEST	259		Prove Owner	1588019698350	1588019698448	OK	 
USER	Prove Ownership	259	END	1588019698349	1588019698449
USER	Prove Ownership	260	START	1588019699348	1588019699348
REQUEST	260		Prove Owner	1588019699349	1588019699423	OK	 
USER	Prove Ownership	260	END	1588019699348	1588019699424
USER	Prove Ownership	261	START	1588019700349	1588019700349
REQUEST	261		Prove Owner	1588019700349	1588019700414	OK	 
USER	Prove Ownership	261	END	1588019700349	1588019700415
USER	Prove Ownership	262	START	1588019701349	1588019701349
REQUEST	262		Prove Owner	1588019701350	1588019701427	OK	 
USER	Prove Ownership	262	END	1588019701349	1588019701427
USER	Prove Ownership	263	START	1588019702349	1588019702349
REQUEST	263		Prove Owner	1588019702350	1588019702428	OK	 
USER	Prove Ownership	263	END	1588019702349	1588019702428
USER	Prove Ownership	264	START	1588019703351	1588019703351
REQUEST	264		Prove Owner	1588019703352	1588019703467	OK	 
USER	Prove Ownership	264	END	1588019703351	1588019703468
USER	Prove Ownership	265	START	1588019704349	1588019704349
REQUEST	265		Prove Owner	1588019704350	1588019704404	OK	 
USER	Prove Ownership	265	END	1588019704349	1588019704404
USER	Prove Ownership	266	START	1588019705349	1588019705349
REQUEST	266		Prove Owner	1588019705350	1588019705405	OK	 
USER	Prove Ownership	266	END	1588019705349	1588019705406
USER	Prove Ownership	267	START	1588019706351	1588019706351
REQUEST	267		Prove Owner	1588019706352	1588019706407	OK	 
USER	Prove Ownership	267	END	1588019706351	1588019706407
USER	Prove Ownership	268	START	1588019707349	1588019707349
REQUEST	268		Prove Owner	1588019707349	1588019707409	OK	 
USER	Prove Ownership	268	END	1588019707349	1588019707409
USER	Prove Ownership	269	START	1588019708350	1588019708350
REQUEST	269		Prove Owner	1588019708350	1588019708400	OK	 
USER	Prove Ownership	269	END	1588019708350	1588019708400
USER	Prove Ownership	270	START	1588019709349	1588019709349
REQUEST	270		Prove Owner	1588019709350	1588019709409	OK	 
USER	Prove Ownership	270	END	1588019709349	1588019709409
USER	Prove Ownership	271	START	1588019710351	1588019710351
REQUEST	271		Prove Owner	1588019710352	1588019710402	OK	 
USER	Prove Ownership	271	END	1588019710351	1588019710402
USER	Prove Ownership	272	START	1588019711350	1588019711350
REQUEST	272		Prove Owner	1588019711350	1588019711398	OK	 
USER	Prove Ownership	272	END	1588019711350	1588019711399
USER	Prove Ownership	273	START	1588019712349	1588019712349
REQUEST	273		Prove Owner	1588019712350	1588019712406	OK	 
USER	Prove Ownership	273	END	1588019712349	1588019712407
USER	Prove Ownership	274	START	1588019713349	1588019713349
REQUEST	274		Prove Owner	1588019713350	1588019713405	OK	 
USER	Prove Ownership	274	END	1588019713349	1588019713405
USER	Prove Ownership	275	START	1588019714350	1588019714350
REQUEST	275		Prove Owner	1588019714350	1588019714414	OK	 
USER	Prove Ownership	275	END	1588019714350	1588019714415
USER	Prove Ownership	276	START	1588019715348	1588019715348
REQUEST	276		Prove Owner	1588019715349	1588019715409	OK	 
USER	Prove Ownership	276	END	1588019715348	1588019715410
USER	Prove Ownership	277	START	1588019716349	1588019716349
REQUEST	277		Prove Owner	1588019716350	1588019716396	OK	 
USER	Prove Ownership	277	END	1588019716349	1588019716396
USER	Prove Ownership	278	START	1588019717350	1588019717350
REQUEST	278		Prove Owner	1588019717351	1588019717410	OK	 
USER	Prove Ownership	278	END	1588019717350	1588019717410
USER	Prove Ownership	279	START	1588019718349	1588019718349
REQUEST	279		Prove Owner	1588019718349	1588019718405	OK	 
USER	Prove Ownership	279	END	1588019718349	1588019718406
USER	Prove Ownership	280	START	1588019719349	1588019719349
REQUEST	280		Prove Owner	1588019719349	1588019719432	OK	 
USER	Prove Ownership	280	END	1588019719349	1588019719432
USER	Prove Ownership	281	START	1588019720350	1588019720350
REQUEST	281		Prove Owner	1588019720350	1588019720395	OK	 
USER	Prove Ownership	281	END	1588019720350	1588019720396
USER	Prove Ownership	282	START	1588019721349	1588019721349
REQUEST	282		Prove Owner	1588019721349	1588019721439	OK	 
USER	Prove Ownership	282	END	1588019721349	1588019721440
USER	Prove Ownership	283	START	1588019722350	1588019722350
REQUEST	283		Prove Owner	1588019722351	1588019722413	OK	 
USER	Prove Ownership	283	END	1588019722350	1588019722413
USER	Prove Ownership	284	START	1588019723349	1588019723349
REQUEST	284		Prove Owner	1588019723349	1588019723429	OK	 
USER	Prove Ownership	284	END	1588019723349	1588019723430
USER	Prove Ownership	285	START	1588019724352	1588019724352
REQUEST	285		Prove Owner	1588019724353	1588019724411	OK	 
USER	Prove Ownership	285	END	1588019724352	1588019724411
USER	Prove Ownership	286	START	1588019725350	1588019725350
REQUEST	286		Prove Owner	1588019725351	1588019725411	OK	 
USER	Prove Ownership	286	END	1588019725350	1588019725411
USER	Prove Ownership	287	START	1588019726351	1588019726351
REQUEST	287		Prove Owner	1588019726352	1588019726406	OK	 
USER	Prove Ownership	287	END	1588019726351	1588019726406
USER	Prove Ownership	288	START	1588019727350	1588019727350
REQUEST	288		Prove Owner	1588019727351	1588019727406	OK	 
USER	Prove Ownership	288	END	1588019727350	1588019727407
USER	Prove Ownership	289	START	1588019728349	1588019728349
REQUEST	289		Prove Owner	1588019728350	1588019728432	OK	 
USER	Prove Ownership	289	END	1588019728349	1588019728432
USER	Prove Ownership	290	START	1588019729349	1588019729349
REQUEST	290		Prove Owner	1588019729349	1588019729400	OK	 
USER	Prove Ownership	290	END	1588019729349	1588019729400
USER	Prove Ownership	291	START	1588019730350	1588019730350
REQUEST	291		Prove Owner	1588019730351	1588019730399	OK	 
USER	Prove Ownership	291	END	1588019730350	1588019730400
USER	Prove Ownership	292	START	1588019731351	1588019731351
REQUEST	292		Prove Owner	1588019731352	1588019731400	OK	 
USER	Prove Ownership	292	END	1588019731351	1588019731400
USER	Prove Ownership	293	START	1588019732349	1588019732349
REQUEST	293		Prove Owner	1588019732350	1588019732409	OK	 
USER	Prove Ownership	293	END	1588019732349	1588019732410
USER	Prove Ownership	294	START	1588019733351	1588019733351
REQUEST	294		Prove Owner	1588019733352	1588019733403	OK	 
USER	Prove Ownership	294	END	1588019733351	1588019733403
USER	Prove Ownership	295	START	1588019734350	1588019734350
REQUEST	295		Prove Owner	1588019734351	1588019734403	OK	 
USER	Prove Ownership	295	END	1588019734350	1588019734403
USER	Prove Ownership	296	START	1588019735351	1588019735351
REQUEST	296		Prove Owner	1588019735352	1588019735408	OK	 
USER	Prove Ownership	296	END	1588019735351	1588019735408
USER	Prove Ownership	297	START	1588019736349	1588019736349
REQUEST	297		Prove Owner	1588019736350	1588019736398	OK	 
USER	Prove Ownership	297	END	1588019736349	1588019736399
USER	Prove Ownership	298	START	1588019737348	1588019737348
REQUEST	298		Prove Owner	1588019737349	1588019737406	OK	 
USER	Prove Ownership	298	END	1588019737348	1588019737406
USER	Prove Ownership	299	START	1588019738349	1588019738349
REQUEST	299		Prove Owner	1588019738350	1588019738403	OK	 
USER	Prove Ownership	299	END	1588019738349	1588019738404
USER	Prove Ownership	300	START	1588019739349	1588019739349
REQUEST	300		Prove Owner	1588019739350	1588019739402	OK	 
USER	Prove Ownership	300	END	1588019739349	1588019739402
