RUN	computerdatabase.ProveOwner	proveowner	1606766715503	 	3.3.1
USER	Prove Ownership	5737	END	1606767536729	1606767536791
USER	Prove Ownership	5738	START	1606767536879	1606767536879
REQUEST	5738		Prove Owner	1606767536879	1606767536935	OK	 
USER	Prove Ownership	5738	END	1606767536879	1606767536935
USER	Prove Ownership	5739	START	1606767537022	1606767537022
REQUEST	5739		Prove Owner	1606767537022	1606767537094	OK	 
USER	Prove Ownership	5739	END	1606767537022	1606767537094
USER	Prove Ownership	5740	START	1606767537162	1606767537162
REQUEST	5740		Prove Owner	1606767537162	1606767537225	OK	 
USER	Prove Ownership	5740	END	1606767537162	1606767537225
USER	Prove Ownership	5741	START	1606767537303	1606767537303
REQUEST	5741		Prove Owner	1606767537303	1606767537389	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	5741	END	1606767537303	1606767537390
USER	Prove Ownership	5742	START	1606767537449	1606767537449
REQUEST	5742		Prove Owner	1606767537449	1606767537509	OK	 
USER	Prove Ownership	5742	END	1606767537449	1606767537509
USER	Prove Ownership	5743	START	1606767537592	1606767537592
REQUEST	5743		Prove Owner	1606767537593	1606767537655	OK	 
USER	Prove Ownership	5743	END	1606767537592	1606767537656
USER	Prove Ownership	5744	START	1606767537730	1606767537730
REQUEST	5744		Prove Owner	1606767537730	1606767537788	OK	 
USER	Prove Ownership	5744	END	1606767537730	1606767537788
USER	Prove Ownership	5745	START	1606767537881	1606767537881
REQUEST	5745		Prove Owner	1606767537881	1606767537939	OK	 
USER	Prove Ownership	5745	END	1606767537881	1606767537940
USER	Prove Ownership	5746	START	1606767538021	1606767538021
REQUEST	5746		Prove Owner	1606767538021	1606767538083	OK	 
USER	Prove Ownership	5746	END	1606767538021	1606767538084
USER	Prove Ownership	5747	START	1606767538164	1606767538164
REQUEST	5747		Prove Owner	1606767538165	1606767538227	OK	 
USER	Prove Ownership	5747	END	1606767538164	1606767538227
USER	Prove Ownership	5748	START	1606767538311	1606767538311
REQUEST	5748		Prove Owner	1606767538311	1606767538406	OK	 
USER	Prove Ownership	5748	END	1606767538311	1606767538407
USER	Prove Ownership	5749	START	1606767538450	1606767538450
REQUEST	5749		Prove Owner	1606767538450	1606767538515	OK	 
USER	Prove Ownership	5749	END	1606767538450	1606767538515
USER	Prove Ownership	5750	START	1606767538589	1606767538589
REQUEST	5750		Prove Owner	1606767538590	1606767538676	OK	 
USER	Prove Ownership	5750	END	1606767538589	1606767538676
USER	Prove Ownership	5751	START	1606767538729	1606767538729
REQUEST	5751		Prove Owner	1606767538729	1606767538794	OK	 
USER	Prove Ownership	5751	END	1606767538729	1606767538794
USER	Prove Ownership	5752	START	1606767538870	1606767538870
REQUEST	5752		Prove Owner	1606767538870	1606767538920	OK	 
USER	Prove Ownership	5752	END	1606767538870	1606767538920
USER	Prove Ownership	5753	START	1606767539021	1606767539021
REQUEST	5753		Prove Owner	1606767539022	1606767539099	OK	 
USER	Prove Ownership	5753	END	1606767539021	1606767539099
USER	Prove Ownership	5754	START	1606767539160	1606767539160
REQUEST	5754		Prove Owner	1606767539160	1606767539213	OK	 
USER	Prove Ownership	5754	END	1606767539160	1606767539213
USER	Prove Ownership	5755	START	1606767539300	1606767539300
REQUEST	5755		Prove Owner	1606767539301	1606767539396	OK	 
USER	Prove Ownership	5755	END	1606767539300	1606767539396
USER	Prove Ownership	5756	START	1606767539454	1606767539454
REQUEST	5756		Prove Owner	1606767539454	1606767539507	OK	 
USER	Prove Ownership	5756	END	1606767539454	1606767539507
USER	Prove Ownership	5757	START	1606767539591	1606767539591
REQUEST	5757		Prove Owner	1606767539591	1606767539659	OK	 
USER	Prove Ownership	5757	END	1606767539591	1606767539659
USER	Prove Ownership	5758	START	1606767539733	1606767539733
REQUEST	5758		Prove Owner	1606767539733	1606767539794	OK	 
USER	Prove Ownership	5758	END	1606767539733	1606767539794
USER	Prove Ownership	5759	START	1606767539883	1606767539883
REQUEST	5759		Prove Owner	1606767539883	1606767539941	OK	 
USER	Prove Ownership	5759	END	1606767539883	1606767539941
USER	Prove Ownership	5760	START	1606767540022	1606767540022
REQUEST	5760		Prove Owner	1606767540022	1606767540083	OK	 
USER	Prove Ownership	5760	END	1606767540022	1606767540083
USER	Prove Ownership	5761	START	1606767540160	1606767540160
REQUEST	5761		Prove Owner	1606767540160	1606767540227	OK	 
USER	Prove Ownership	5761	END	1606767540160	1606767540228
USER	Prove Ownership	5762	START	1606767540311	1606767540311
REQUEST	5762		Prove Owner	1606767540312	1606767540415	OK	 
USER	Prove Ownership	5762	END	1606767540311	1606767540415
USER	Prove Ownership	5763	START	1606767540450	1606767540450
USER	Prove Ownership	5764	START	1606767540590	1606767540590
REQUEST	5763		Prove Owner	1606767540450	1606767540597	OK	 
USER	Prove Ownership	5763	END	1606767540450	1606767540597
REQUEST	5764		Prove Owner	1606767540590	1606767540715	OK	 
USER	Prove Ownership	5764	END	1606767540590	1606767540715
USER	Prove Ownership	5765	START	1606767540730	1606767540730
USER	Prove Ownership	5766	START	1606767540872	1606767540872
REQUEST	5765		Prove Owner	1606767540730	1606767540955	OK	 
USER	Prove Ownership	5765	END	1606767540730	1606767540955
USER	Prove Ownership	5767	START	1606767541019	1606767541019
REQUEST	5766		Prove Owner	1606767540872	1606767541046	OK	 
USER	Prove Ownership	5766	END	1606767540872	1606767541046
REQUEST	5767		Prove Owner	1606767541020	1606767541127	OK	 
USER	Prove Ownership	5767	END	1606767541019	1606767541127
USER	Prove Ownership	5768	START	1606767541164	1606767541164
REQUEST	5768		Prove Owner	1606767541165	1606767541218	OK	 
USER	Prove Ownership	5768	END	1606767541164	1606767541218
USER	Prove Ownership	5769	START	1606767541300	1606767541300
REQUEST	5769		Prove Owner	1606767541300	1606767541411	OK	 
USER	Prove Ownership	5769	END	1606767541300	1606767541411
USER	Prove Ownership	5770	START	1606767541452	1606767541452
REQUEST	5770		Prove Owner	1606767541453	1606767541517	OK	 
USER	Prove Ownership	5770	END	1606767541452	1606767541517
USER	Prove Ownership	5771	START	1606767541592	1606767541592
REQUEST	5771		Prove Owner	1606767541592	1606767541659	OK	 
USER	Prove Ownership	5771	END	1606767541592	1606767541659
USER	Prove Ownership	5772	START	1606767541729	1606767541729
REQUEST	5772		Prove Owner	1606767541730	1606767541794	OK	 
USER	Prove Ownership	5772	END	1606767541729	1606767541795
USER	Prove Ownership	5773	START	1606767541882	1606767541882
REQUEST	5773		Prove Owner	1606767541882	1606767541945	OK	 
USER	Prove Ownership	5773	END	1606767541882	1606767541945
USER	Prove Ownership	5774	START	1606767542022	1606767542022
REQUEST	5774		Prove Owner	1606767542022	1606767542080	OK	 
USER	Prove Ownership	5774	END	1606767542022	1606767542080
USER	Prove Ownership	5775	START	1606767542162	1606767542162
REQUEST	5775		Prove Owner	1606767542163	1606767542222	OK	 
USER	Prove Ownership	5775	END	1606767542162	1606767542222
USER	Prove Ownership	5776	START	1606767542309	1606767542309
REQUEST	5776		Prove Owner	1606767542310	1606767542406	OK	 
USER	Prove Ownership	5776	END	1606767542309	1606767542406
USER	Prove Ownership	5777	START	1606767542450	1606767542450
REQUEST	5777		Prove Owner	1606767542451	1606767542519	OK	 
USER	Prove Ownership	5777	END	1606767542450	1606767542519
USER	Prove Ownership	5778	START	1606767542590	1606767542590
REQUEST	5778		Prove Owner	1606767542590	1606767542646	OK	 
USER	Prove Ownership	5778	END	1606767542590	1606767542647
USER	Prove Ownership	5779	START	1606767542729	1606767542729
REQUEST	5779		Prove Owner	1606767542730	1606767542789	OK	 
USER	Prove Ownership	5779	END	1606767542729	1606767542790
USER	Prove Ownership	5780	START	1606767542881	1606767542881
REQUEST	5780		Prove Owner	1606767542881	1606767542975	OK	 
USER	Prove Ownership	5780	END	1606767542881	1606767542975
USER	Prove Ownership	5781	START	1606767543024	1606767543024
REQUEST	5781		Prove Owner	1606767543024	1606767543086	OK	 
USER	Prove Ownership	5781	END	1606767543024	1606767543086
USER	Prove Ownership	5782	START	1606767543160	1606767543160
REQUEST	5782		Prove Owner	1606767543160	1606767543217	OK	 
USER	Prove Ownership	5782	END	1606767543160	1606767543217
USER	Prove Ownership	5783	START	1606767543300	1606767543300
REQUEST	5783		Prove Owner	1606767543300	1606767543366	OK	 
USER	Prove Ownership	5783	END	1606767543300	1606767543366
USER	Prove Ownership	5784	START	1606767543450	1606767543450
REQUEST	5784		Prove Owner	1606767543450	1606767543502	OK	 
USER	Prove Ownership	5784	END	1606767543450	1606767543503
USER	Prove Ownership	5785	START	1606767543589	1606767543589
REQUEST	5785		Prove Owner	1606767543590	1606767543672	OK	 
USER	Prove Ownership	5785	END	1606767543589	1606767543672
USER	Prove Ownership	5786	START	1606767543731	1606767543731
REQUEST	5786		Prove Owner	1606767543731	1606767543792	OK	 
USER	Prove Ownership	5786	END	1606767543731	1606767543792
USER	Prove Ownership	5787	START	1606767543872	1606767543872
REQUEST	5787		Prove Owner	1606767543872	1606767543941	OK	 
USER	Prove Ownership	5787	END	1606767543872	1606767543941
USER	Prove Ownership	5788	START	1606767544023	1606767544023
REQUEST	5788		Prove Owner	1606767544023	1606767544074	OK	 
USER	Prove Ownership	5788	END	1606767544023	1606767544074
USER	Prove Ownership	5789	START	1606767544159	1606767544159
REQUEST	5789		Prove Owner	1606767544159	1606767544214	OK	 
USER	Prove Ownership	5789	END	1606767544159	1606767544214
USER	Prove Ownership	5790	START	1606767544300	1606767544300
REQUEST	5790		Prove Owner	1606767544300	1606767544363	OK	 
USER	Prove Ownership	5790	END	1606767544300	1606767544363
USER	Prove Ownership	5791	START	1606767544449	1606767544449
REQUEST	5791		Prove Owner	1606767544449	1606767544505	OK	 
USER	Prove Ownership	5791	END	1606767544449	1606767544505
USER	Prove Ownership	5792	START	1606767544589	1606767544589
REQUEST	5792		Prove Owner	1606767544589	1606767544636	OK	 
USER	Prove Ownership	5792	END	1606767544589	1606767544637
USER	Prove Ownership	5793	START	1606767544730	1606767544730
REQUEST	5793		Prove Owner	1606767544730	1606767544775	OK	 
USER	Prove Ownership	5793	END	1606767544730	1606767544775
USER	Prove Ownership	5794	START	1606767544879	1606767544879
REQUEST	5794		Prove Owner	1606767544880	1606767544940	OK	 
USER	Prove Ownership	5794	END	1606767544879	1606767544940
USER	Prove Ownership	5795	START	1606767545019	1606767545019
REQUEST	5795		Prove Owner	1606767545019	1606767545067	OK	 
USER	Prove Ownership	5795	END	1606767545019	1606767545067
USER	Prove Ownership	5796	START	1606767545163	1606767545163
REQUEST	5796		Prove Owner	1606767545163	1606767545213	OK	 
USER	Prove Ownership	5796	END	1606767545163	1606767545213
USER	Prove Ownership	5797	START	1606767545311	1606767545311
REQUEST	5797		Prove Owner	1606767545312	1606767545373	OK	 
USER	Prove Ownership	5797	END	1606767545311	1606767545373
USER	Prove Ownership	5798	START	1606767545440	1606767545440
REQUEST	5798		Prove Owner	1606767545440	1606767545491	OK	 
USER	Prove Ownership	5798	END	1606767545440	1606767545491
USER	Prove Ownership	5799	START	1606767545595	1606767545595
REQUEST	5799		Prove Owner	1606767545595	1606767545649	OK	 
USER	Prove Ownership	5799	END	1606767545595	1606767545649
USER	Prove Ownership	5800	START	1606767545729	1606767545729
REQUEST	5800		Prove Owner	1606767545729	1606767545782	OK	 
USER	Prove Ownership	5800	END	1606767545729	1606767545782
USER	Prove Ownership	5801	START	1606767545872	1606767545872
REQUEST	5801		Prove Owner	1606767545872	1606767545942	OK	 
USER	Prove Ownership	5801	END	1606767545872	1606767545942
USER	Prove Ownership	5802	START	1606767546020	1606767546020
REQUEST	5802		Prove Owner	1606767546020	1606767546071	OK	 
USER	Prove Ownership	5802	END	1606767546020	1606767546071
USER	Prove Ownership	5803	START	1606767546161	1606767546161
REQUEST	5803		Prove Owner	1606767546162	1606767546206	OK	 
USER	Prove Ownership	5803	END	1606767546161	1606767546206
USER	Prove Ownership	5804	START	1606767546300	1606767546300
REQUEST	5804		Prove Owner	1606767546300	1606767546370	OK	 
USER	Prove Ownership	5804	END	1606767546300	1606767546370
USER	Prove Ownership	5805	START	1606767546451	1606767546451
REQUEST	5805		Prove Owner	1606767546451	1606767546496	OK	 
USER	Prove Ownership	5805	END	1606767546451	1606767546496
USER	Prove Ownership	5806	START	1606767546589	1606767546589
REQUEST	5806		Prove Owner	1606767546589	1606767546641	OK	 
USER	Prove Ownership	5806	END	1606767546589	1606767546641
USER	Prove Ownership	5807	START	1606767546730	1606767546730
REQUEST	5807		Prove Owner	1606767546730	1606767546775	OK	 
USER	Prove Ownership	5807	END	1606767546730	1606767546775
USER	Prove Ownership	5808	START	1606767546870	1606767546870
REQUEST	5808		Prove Owner	1606767546870	1606767546946	OK	 
USER	Prove Ownership	5808	END	1606767546870	1606767546946
USER	Prove Ownership	5809	START	1606767547019	1606767547019
REQUEST	5809		Prove Owner	1606767547020	1606767547077	OK	 
USER	Prove Ownership	5809	END	1606767547019	1606767547077
USER	Prove Ownership	5810	START	1606767547160	1606767547160
REQUEST	5810		Prove Owner	1606767547160	1606767547222	OK	 
USER	Prove Ownership	5810	END	1606767547160	1606767547222
USER	Prove Ownership	5811	START	1606767547300	1606767547300
REQUEST	5811		Prove Owner	1606767547300	1606767547361	OK	 
USER	Prove Ownership	5811	END	1606767547300	1606767547361
USER	Prove Ownership	5812	START	1606767547450	1606767547450
REQUEST	5812		Prove Owner	1606767547450	1606767547500	OK	 
USER	Prove Ownership	5812	END	1606767547450	1606767547501
USER	Prove Ownership	5813	START	1606767547591	1606767547591
REQUEST	5813		Prove Owner	1606767547591	1606767547644	OK	 
USER	Prove Ownership	5813	END	1606767547591	1606767547644
USER	Prove Ownership	5814	START	1606767547730	1606767547730
REQUEST	5814		Prove Owner	1606767547731	1606767547780	OK	 
USER	Prove Ownership	5814	END	1606767547730	1606767547781
USER	Prove Ownership	5815	START	1606767547881	1606767547881
REQUEST	5815		Prove Owner	1606767547881	1606767547924	OK	 
USER	Prove Ownership	5815	END	1606767547881	1606767547924
USER	Prove Ownership	5816	START	1606767548022	1606767548022
REQUEST	5816		Prove Owner	1606767548022	1606767548071	OK	 
USER	Prove Ownership	5816	END	1606767548022	1606767548071
USER	Prove Ownership	5817	START	1606767548164	1606767548164
REQUEST	5817		Prove Owner	1606767548164	1606767548218	OK	 
USER	Prove Ownership	5817	END	1606767548164	1606767548218
USER	Prove Ownership	5818	START	1606767548300	1606767548300
REQUEST	5818		Prove Owner	1606767548301	1606767548375	OK	 
USER	Prove Ownership	5818	END	1606767548300	1606767548376
USER	Prove Ownership	5819	START	1606767548449	1606767548449
REQUEST	5819		Prove Owner	1606767548450	1606767548522	OK	 
USER	Prove Ownership	5819	END	1606767548449	1606767548522
USER	Prove Ownership	5820	START	1606767548593	1606767548593
REQUEST	5820		Prove Owner	1606767548594	1606767548680	OK	 
USER	Prove Ownership	5820	END	1606767548593	1606767548680
USER	Prove Ownership	5821	START	1606767548729	1606767548729
REQUEST	5821		Prove Owner	1606767548730	1606767548809	OK	 
USER	Prove Ownership	5821	END	1606767548729	1606767548810
USER	Prove Ownership	5822	START	1606767548881	1606767548881
REQUEST	5822		Prove Owner	1606767548882	1606767548930	OK	 
USER	Prove Ownership	5822	END	1606767548881	1606767548930
USER	Prove Ownership	5823	START	1606767549023	1606767549023
REQUEST	5823		Prove Owner	1606767549023	1606767549084	OK	 
USER	Prove Ownership	5823	END	1606767549023	1606767549085
USER	Prove Ownership	5824	START	1606767549160	1606767549160
REQUEST	5824		Prove Owner	1606767549160	1606767549218	OK	 
USER	Prove Ownership	5824	END	1606767549160	1606767549218
USER	Prove Ownership	5825	START	1606767549301	1606767549301
REQUEST	5825		Prove Owner	1606767549301	1606767549362	OK	 
USER	Prove Ownership	5825	END	1606767549301	1606767549362
USER	Prove Ownership	5826	START	1606767549449	1606767549449
REQUEST	5826		Prove Owner	1606767549449	1606767549526	OK	 
USER	Prove Ownership	5826	END	1606767549449	1606767549526
USER	Prove Ownership	5827	START	1606767549591	1606767549591
REQUEST	5827		Prove Owner	1606767549591	1606767549653	OK	 
USER	Prove Ownership	5827	END	1606767549591	1606767549654
USER	Prove Ownership	5828	START	1606767549734	1606767549734
REQUEST	5828		Prove Owner	1606767549735	1606767549795	OK	 
USER	Prove Ownership	5828	END	1606767549734	1606767549795
USER	Prove Ownership	5829	START	1606767549879	1606767549879
REQUEST	5829		Prove Owner	1606767549880	1606767549946	OK	 
USER	Prove Ownership	5829	END	1606767549879	1606767549946
USER	Prove Ownership	5830	START	1606767550022	1606767550022
REQUEST	5830		Prove Owner	1606767550022	1606767550081	OK	 
USER	Prove Ownership	5830	END	1606767550022	1606767550081
USER	Prove Ownership	5831	START	1606767550162	1606767550162
REQUEST	5831		Prove Owner	1606767550163	1606767550221	OK	 
USER	Prove Ownership	5831	END	1606767550162	1606767550221
USER	Prove Ownership	5832	START	1606767550313	1606767550313
REQUEST	5832		Prove Owner	1606767550314	1606767550388	OK	 
USER	Prove Ownership	5832	END	1606767550313	1606767550388
USER	Prove Ownership	5833	START	1606767550440	1606767550440
USER	Prove Ownership	5834	START	1606767550589	1606767550589
REQUEST	5833		Prove Owner	1606767550440	1606767550664	OK	 
USER	Prove Ownership	5833	END	1606767550440	1606767550664
USER	Prove Ownership	5835	START	1606767550729	1606767550729
REQUEST	5834		Prove Owner	1606767550589	1606767550769	OK	 
USER	Prove Ownership	5834	END	1606767550589	1606767550769
USER	Prove Ownership	5836	START	1606767550870	1606767550870
REQUEST	5835		Prove Owner	1606767550729	1606767550922	OK	 
USER	Prove Ownership	5835	END	1606767550729	1606767550922
USER	Prove Ownership	5837	START	1606767551019	1606767551019
REQUEST	5836		Prove Owner	1606767550870	1606767551114	OK	 
USER	Prove Ownership	5836	END	1606767550870	1606767551115
USER	Prove Ownership	5838	START	1606767551159	1606767551159
REQUEST	5837		Prove Owner	1606767551020	1606767551174	OK	 
USER	Prove Ownership	5837	END	1606767551019	1606767551175
REQUEST	5838		Prove Owner	1606767551160	1606767551232	OK	 
USER	Prove Ownership	5838	END	1606767551159	1606767551232
USER	Prove Ownership	5839	START	1606767551303	1606767551303
REQUEST	5839		Prove Owner	1606767551303	1606767551368	OK	 
USER	Prove Ownership	5839	END	1606767551303	1606767551368
USER	Prove Ownership	5840	START	1606767551449	1606767551449
REQUEST	5840		Prove Owner	1606767551450	1606767551564	OK	 
USER	Prove Ownership	5840	END	1606767551449	1606767551565
USER	Prove Ownership	5841	START	1606767551591	1606767551591
REQUEST	5841		Prove Owner	1606767551591	1606767551641	OK	 
USER	Prove Ownership	5841	END	1606767551591	1606767551641
USER	Prove Ownership	5842	START	1606767551733	1606767551733
REQUEST	5842		Prove Owner	1606767551733	1606767551798	OK	 
USER	Prove Ownership	5842	END	1606767551733	1606767551798
USER	Prove Ownership	5843	START	1606767551881	1606767551881
REQUEST	5843		Prove Owner	1606767551881	1606767551942	OK	 
USER	Prove Ownership	5843	END	1606767551881	1606767551942
USER	Prove Ownership	5844	START	1606767552023	1606767552023
REQUEST	5844		Prove Owner	1606767552024	1606767552082	OK	 
USER	Prove Ownership	5844	END	1606767552023	1606767552083
USER	Prove Ownership	5845	START	1606767552160	1606767552160
REQUEST	5845		Prove Owner	1606767552160	1606767552220	OK	 
USER	Prove Ownership	5845	END	1606767552160	1606767552220
USER	Prove Ownership	5846	START	1606767552311	1606767552311
REQUEST	5846		Prove Owner	1606767552312	1606767552381	OK	 
USER	Prove Ownership	5846	END	1606767552311	1606767552381
USER	Prove Ownership	5847	START	1606767552453	1606767552453
REQUEST	5847		Prove Owner	1606767552453	1606767552552	OK	 
USER	Prove Ownership	5847	END	1606767552453	1606767552553
USER	Prove Ownership	5848	START	1606767552589	1606767552589
REQUEST	5848		Prove Owner	1606767552589	1606767552668	OK	 
USER	Prove Ownership	5848	END	1606767552589	1606767552668
USER	Prove Ownership	5849	START	1606767552730	1606767552730
REQUEST	5849		Prove Owner	1606767552730	1606767552798	OK	 
USER	Prove Ownership	5849	END	1606767552730	1606767552799
USER	Prove Ownership	5850	START	1606767552871	1606767552871
REQUEST	5850		Prove Owner	1606767552871	1606767552934	OK	 
USER	Prove Ownership	5850	END	1606767552871	1606767552934
USER	Prove Ownership	5851	START	1606767553020	1606767553020
REQUEST	5851		Prove Owner	1606767553020	1606767553079	OK	 
USER	Prove Ownership	5851	END	1606767553020	1606767553080
USER	Prove Ownership	5852	START	1606767553159	1606767553159
REQUEST	5852		Prove Owner	1606767553159	1606767553214	OK	 
USER	Prove Ownership	5852	END	1606767553159	1606767553214
USER	Prove Ownership	5853	START	1606767553303	1606767553303
REQUEST	5853		Prove Owner	1606767553303	1606767553369	OK	 
USER	Prove Ownership	5853	END	1606767553303	1606767553369
USER	Prove Ownership	5854	START	1606767553449	1606767553449
REQUEST	5854		Prove Owner	1606767553449	1606767553555	OK	 
USER	Prove Ownership	5854	END	1606767553449	1606767553556
USER	Prove Ownership	5855	START	1606767553593	1606767553593
REQUEST	5855		Prove Owner	1606767553593	1606767553661	OK	 
USER	Prove Ownership	5855	END	1606767553593	1606767553661
USER	Prove Ownership	5856	START	1606767553730	1606767553730
REQUEST	5856		Prove Owner	1606767553730	1606767553791	OK	 
USER	Prove Ownership	5856	END	1606767553730	1606767553791
USER	Prove Ownership	5857	START	1606767553880	1606767553880
REQUEST	5857		Prove Owner	1606767553880	1606767553940	OK	 
USER	Prove Ownership	5857	END	1606767553880	1606767553940
USER	Prove Ownership	5858	START	1606767554020	1606767554020
REQUEST	5858		Prove Owner	1606767554020	1606767554089	OK	 
USER	Prove Ownership	5858	END	1606767554020	1606767554089
USER	Prove Ownership	5859	START	1606767554162	1606767554162
REQUEST	5859		Prove Owner	1606767554163	1606767554217	OK	 
USER	Prove Ownership	5859	END	1606767554162	1606767554217
USER	Prove Ownership	5860	START	1606767554310	1606767554310
REQUEST	5860		Prove Owner	1606767554310	1606767554387	OK	 
USER	Prove Ownership	5860	END	1606767554310	1606767554387
USER	Prove Ownership	5861	START	1606767554450	1606767554450
REQUEST	5861		Prove Owner	1606767554450	1606767554541	OK	 
USER	Prove Ownership	5861	END	1606767554450	1606767554541
USER	Prove Ownership	5862	START	1606767554591	1606767554591
REQUEST	5862		Prove Owner	1606767554592	1606767554669	OK	 
USER	Prove Ownership	5862	END	1606767554591	1606767554669
USER	Prove Ownership	5863	START	1606767554729	1606767554729
REQUEST	5863		Prove Owner	1606767554730	1606767554789	OK	 
USER	Prove Ownership	5863	END	1606767554729	1606767554789
USER	Prove Ownership	5864	START	1606767554881	1606767554881
REQUEST	5864		Prove Owner	1606767554881	1606767554944	OK	 
USER	Prove Ownership	5864	END	1606767554881	1606767554944
USER	Prove Ownership	5865	START	1606767555024	1606767555024
REQUEST	5865		Prove Owner	1606767555024	1606767555083	OK	 
USER	Prove Ownership	5865	END	1606767555024	1606767555083
USER	Prove Ownership	5866	START	1606767555161	1606767555161
REQUEST	5866		Prove Owner	1606767555161	1606767555218	OK	 
USER	Prove Ownership	5866	END	1606767555161	1606767555218
USER	Prove Ownership	5867	START	1606767555303	1606767555303
REQUEST	5867		Prove Owner	1606767555304	1606767555371	OK	 
USER	Prove Ownership	5867	END	1606767555303	1606767555371
USER	Prove Ownership	5868	START	1606767555450	1606767555450
REQUEST	5868		Prove Owner	1606767555450	1606767555503	OK	 
USER	Prove Ownership	5868	END	1606767555450	1606767555504
USER	Prove Ownership	5869	START	1606767555591	1606767555591
REQUEST	5869		Prove Owner	1606767555592	1606767555656	OK	 
USER	Prove Ownership	5869	END	1606767555591	1606767555656
USER	Prove Ownership	5870	START	1606767555730	1606767555730
REQUEST	5870		Prove Owner	1606767555730	1606767555793	OK	 
USER	Prove Ownership	5870	END	1606767555730	1606767555793
USER	Prove Ownership	5871	START	1606767555880	1606767555880
REQUEST	5871		Prove Owner	1606767555881	1606767555932	OK	 
USER	Prove Ownership	5871	END	1606767555880	1606767555932
USER	Prove Ownership	5872	START	1606767556022	1606767556022
REQUEST	5872		Prove Owner	1606767556023	1606767556088	OK	 
USER	Prove Ownership	5872	END	1606767556022	1606767556088
USER	Prove Ownership	5873	START	1606767556159	1606767556159
REQUEST	5873		Prove Owner	1606767556160	1606767556216	OK	 
USER	Prove Ownership	5873	END	1606767556159	1606767556216
USER	Prove Ownership	5874	START	1606767556300	1606767556300
REQUEST	5874		Prove Owner	1606767556300	1606767556368	OK	 
USER	Prove Ownership	5874	END	1606767556300	1606767556368
USER	Prove Ownership	5875	START	1606767556450	1606767556450
REQUEST	5875		Prove Owner	1606767556450	1606767556504	OK	 
USER	Prove Ownership	5875	END	1606767556450	1606767556504
USER	Prove Ownership	5876	START	1606767556589	1606767556589
REQUEST	5876		Prove Owner	1606767556590	1606767556640	OK	 
USER	Prove Ownership	5876	END	1606767556589	1606767556640
USER	Prove Ownership	5877	START	1606767556730	1606767556730
REQUEST	5877		Prove Owner	1606767556730	1606767556778	OK	 
USER	Prove Ownership	5877	END	1606767556730	1606767556779
USER	Prove Ownership	5878	START	1606767556883	1606767556883
REQUEST	5878		Prove Owner	1606767556883	1606767556929	OK	 
USER	Prove Ownership	5878	END	1606767556883	1606767556929
USER	Prove Ownership	5879	START	1606767557021	1606767557021
REQUEST	5879		Prove Owner	1606767557022	1606767557092	OK	 
USER	Prove Ownership	5879	END	1606767557021	1606767557092
USER	Prove Ownership	5880	START	1606767557160	1606767557160
REQUEST	5880		Prove Owner	1606767557160	1606767557217	OK	 
USER	Prove Ownership	5880	END	1606767557160	1606767557218
USER	Prove Ownership	5881	START	1606767557301	1606767557301
REQUEST	5881		Prove Owner	1606767557301	1606767557369	OK	 
USER	Prove Ownership	5881	END	1606767557301	1606767557369
USER	Prove Ownership	5882	START	1606767557449	1606767557449
REQUEST	5882		Prove Owner	1606767557449	1606767557588	OK	 
USER	Prove Ownership	5882	END	1606767557449	1606767557589
USER	Prove Ownership	5883	START	1606767557594	1606767557594
REQUEST	5883		Prove Owner	1606767557594	1606767557703	OK	 
USER	Prove Ownership	5883	END	1606767557594	1606767557703
USER	Prove Ownership	5884	START	1606767557730	1606767557730
REQUEST	5884		Prove Owner	1606767557730	1606767557800	OK	 
USER	Prove Ownership	5884	END	1606767557730	1606767557800
USER	Prove Ownership	5885	START	1606767557879	1606767557879
REQUEST	5885		Prove Owner	1606767557879	1606767557999	OK	 
USER	Prove Ownership	5885	END	1606767557879	1606767557999
USER	Prove Ownership	5886	START	1606767558020	1606767558020
REQUEST	5886		Prove Owner	1606767558020	1606767558116	OK	 
USER	Prove Ownership	5886	END	1606767558020	1606767558116
USER	Prove Ownership	5887	START	1606767558160	1606767558160
REQUEST	5887		Prove Owner	1606767558160	1606767558236	OK	 
USER	Prove Ownership	5887	END	1606767558160	1606767558236
USER	Prove Ownership	5888	START	1606767558310	1606767558310
REQUEST	5888		Prove Owner	1606767558310	1606767558352	OK	 
USER	Prove Ownership	5888	END	1606767558310	1606767558352
USER	Prove Ownership	5889	START	1606767558451	1606767558451
REQUEST	5889		Prove Owner	1606767558451	1606767558501	OK	 
USER	Prove Ownership	5889	END	1606767558451	1606767558501
USER	Prove Ownership	5890	START	1606767558592	1606767558592
REQUEST	5890		Prove Owner	1606767558592	1606767558640	OK	 
USER	Prove Ownership	5890	END	1606767558592	1606767558640
USER	Prove Ownership	5891	START	1606767558730	1606767558730
REQUEST	5891		Prove Owner	1606767558730	1606767558788	OK	 
USER	Prove Ownership	5891	END	1606767558730	1606767558788
USER	Prove Ownership	5892	START	1606767558880	1606767558880
REQUEST	5892		Prove Owner	1606767558880	1606767558923	OK	 
USER	Prove Ownership	5892	END	1606767558880	1606767558923
USER	Prove Ownership	5893	START	1606767559022	1606767559022
REQUEST	5893		Prove Owner	1606767559023	1606767559092	OK	 
USER	Prove Ownership	5893	END	1606767559022	1606767559092
