RUN	computerdatabase.ProveOwner	proveowner	1588030126469	9 per sec	3.3.1
REQUEST	1436		Prove Owner	1588030287144	1588030287210	OK	 
USER	Prove Ownership	1436	END	1588030287144	1588030287210
USER	Prove Ownership	1437	START	1588030287253	1588030287253
REQUEST	1437		Prove Owner	1588030287253	1588030287333	OK	 
USER	Prove Ownership	1437	END	1588030287253	1588030287333
USER	Prove Ownership	1438	START	1588030287365	1588030287365
REQUEST	1438		Prove Owner	1588030287365	1588030287448	OK	 
USER	Prove Ownership	1438	END	1588030287365	1588030287449
USER	Prove Ownership	1439	START	1588030287474	1588030287474
REQUEST	1439		Prove Owner	1588030287474	1588030287535	OK	 
USER	Prove Ownership	1439	END	1588030287474	1588030287535
USER	Prove Ownership	1440	START	1588030287583	1588030287583
REQUEST	1440		Prove Owner	1588030287583	1588030287640	OK	 
USER	Prove Ownership	1440	END	1588030287583	1588030287640
USER	Prove Ownership	1441	START	1588030287704	1588030287704
REQUEST	1441		Prove Owner	1588030287704	1588030287767	OK	 
USER	Prove Ownership	1441	END	1588030287704	1588030287767
USER	Prove Ownership	1442	START	1588030287813	1588030287813
REQUEST	1442		Prove Owner	1588030287813	1588030287872	OK	 
USER	Prove Ownership	1442	END	1588030287813	1588030287872
USER	Prove Ownership	1443	START	1588030287925	1588030287925
REQUEST	1443		Prove Owner	1588030287926	1588030288027	OK	 
USER	Prove Ownership	1443	END	1588030287925	1588030288027
USER	Prove Ownership	1444	START	1588030288033	1588030288033
REQUEST	1444		Prove Owner	1588030288033	1588030288084	OK	 
USER	Prove Ownership	1444	END	1588030288033	1588030288084
USER	Prove Ownership	1445	START	1588030288144	1588030288144
REQUEST	1445		Prove Owner	1588030288144	1588030288217	OK	 
USER	Prove Ownership	1445	END	1588030288144	1588030288218
USER	Prove Ownership	1446	START	1588030288253	1588030288253
REQUEST	1446		Prove Owner	1588030288254	1588030288325	OK	 
USER	Prove Ownership	1446	END	1588030288253	1588030288325
USER	Prove Ownership	1447	START	1588030288364	1588030288364
REQUEST	1447		Prove Owner	1588030288365	1588030288459	OK	 
USER	Prove Ownership	1447	END	1588030288364	1588030288460
USER	Prove Ownership	1448	START	1588030288473	1588030288473
REQUEST	1448		Prove Owner	1588030288473	1588030288550	OK	 
USER	Prove Ownership	1448	END	1588030288473	1588030288551
USER	Prove Ownership	1449	START	1588030288583	1588030288583
REQUEST	1449		Prove Owner	1588030288583	1588030288637	OK	 
USER	Prove Ownership	1449	END	1588030288583	1588030288637
USER	Prove Ownership	1450	START	1588030288703	1588030288703
REQUEST	1450		Prove Owner	1588030288704	1588030288761	OK	 
USER	Prove Ownership	1450	END	1588030288703	1588030288761
USER	Prove Ownership	1451	START	1588030288816	1588030288816
USER	Prove Ownership	1452	START	1588030288923	1588030288923
REQUEST	1451		Prove Owner	1588030288816	1588030288947	OK	 
USER	Prove Ownership	1451	END	1588030288816	1588030288947
USER	Prove Ownership	1453	START	1588030289033	1588030289033
USER	Prove Ownership	1454	START	1588030289144	1588030289144
REQUEST	1452		Prove Owner	1588030288923	1588030289148	OK	 
USER	Prove Ownership	1452	END	1588030288923	1588030289149
USER	Prove Ownership	1455	START	1588030289254	1588030289254
USER	Prove Ownership	1456	START	1588030289364	1588030289364
REQUEST	1453		Prove Owner	1588030289033	1588030289401	OK	 
USER	Prove Ownership	1453	END	1588030289033	1588030289402
USER	Prove Ownership	1457	START	1588030289473	1588030289473
REQUEST	1454		Prove Owner	1588030289144	1588030289486	OK	 
USER	Prove Ownership	1454	END	1588030289144	1588030289486
USER	Prove Ownership	1458	START	1588030289583	1588030289583
REQUEST	1455		Prove Owner	1588030289254	1588030289676	OK	 
USER	Prove Ownership	1455	END	1588030289254	1588030289676
USER	Prove Ownership	1459	START	1588030289703	1588030289703
REQUEST	1456		Prove Owner	1588030289364	1588030289730	OK	 
USER	Prove Ownership	1456	END	1588030289364	1588030289730
USER	Prove Ownership	1460	START	1588030289814	1588030289814
USER	Prove Ownership	1461	START	1588030289923	1588030289923
REQUEST	1457		Prove Owner	1588030289473	1588030289996	OK	 
USER	Prove Ownership	1457	END	1588030289473	1588030289996
USER	Prove Ownership	1462	START	1588030290033	1588030290033
REQUEST	1458		Prove Owner	1588030289584	1588030290089	OK	 
USER	Prove Ownership	1458	END	1588030289583	1588030290089
USER	Prove Ownership	1463	START	1588030290145	1588030290145
REQUEST	1459		Prove Owner	1588030289704	1588030290243	OK	 
USER	Prove Ownership	1459	END	1588030289703	1588030290244
USER	Prove Ownership	1464	START	1588030290253	1588030290253
REQUEST	1460		Prove Owner	1588030289814	1588030290286	OK	 
USER	Prove Ownership	1460	END	1588030289814	1588030290287
USER	Prove Ownership	1465	START	1588030290364	1588030290364
REQUEST	1461		Prove Owner	1588030289924	1588030290383	OK	 
USER	Prove Ownership	1461	END	1588030289923	1588030290383
REQUEST	1462		Prove Owner	1588030290033	1588030290396	OK	 
USER	Prove Ownership	1462	END	1588030290033	1588030290396
USER	Prove Ownership	1466	START	1588030290473	1588030290473
REQUEST	1464		Prove Owner	1588030290253	1588030290506	OK	 
USER	Prove Ownership	1464	END	1588030290253	1588030290506
REQUEST	1463		Prove Owner	1588030290145	1588030290527	OK	 
USER	Prove Ownership	1463	END	1588030290145	1588030290527
USER	Prove Ownership	1467	START	1588030290583	1588030290583
REQUEST	1465		Prove Owner	1588030290364	1588030290606	OK	 
USER	Prove Ownership	1465	END	1588030290364	1588030290606
REQUEST	1466		Prove Owner	1588030290474	1588030290623	OK	 
USER	Prove Ownership	1466	END	1588030290473	1588030290623
REQUEST	1467		Prove Owner	1588030290583	1588030290675	OK	 
USER	Prove Ownership	1467	END	1588030290583	1588030290675
USER	Prove Ownership	1468	START	1588030290703	1588030290703
REQUEST	1468		Prove Owner	1588030290703	1588030290774	OK	 
USER	Prove Ownership	1468	END	1588030290703	1588030290774
USER	Prove Ownership	1469	START	1588030290814	1588030290814
REQUEST	1469		Prove Owner	1588030290815	1588030290869	OK	 
USER	Prove Ownership	1469	END	1588030290814	1588030290869
USER	Prove Ownership	1470	START	1588030290924	1588030290924
REQUEST	1470		Prove Owner	1588030290924	1588030291024	OK	 
USER	Prove Ownership	1470	END	1588030290924	1588030291024
USER	Prove Ownership	1471	START	1588030291034	1588030291034
REQUEST	1471		Prove Owner	1588030291034	1588030291101	OK	 
USER	Prove Ownership	1471	END	1588030291034	1588030291101
USER	Prove Ownership	1472	START	1588030291145	1588030291145
REQUEST	1472		Prove Owner	1588030291145	1588030291209	OK	 
USER	Prove Ownership	1472	END	1588030291145	1588030291209
USER	Prove Ownership	1473	START	1588030291253	1588030291253
REQUEST	1473		Prove Owner	1588030291254	1588030291329	OK	 
USER	Prove Ownership	1473	END	1588030291253	1588030291330
USER	Prove Ownership	1474	START	1588030291366	1588030291366
REQUEST	1474		Prove Owner	1588030291366	1588030291433	OK	 
USER	Prove Ownership	1474	END	1588030291366	1588030291434
USER	Prove Ownership	1475	START	1588030291473	1588030291473
REQUEST	1475		Prove Owner	1588030291474	1588030291548	OK	 
USER	Prove Ownership	1475	END	1588030291473	1588030291548
USER	Prove Ownership	1476	START	1588030291584	1588030291584
REQUEST	1476		Prove Owner	1588030291584	1588030291641	OK	 
USER	Prove Ownership	1476	END	1588030291584	1588030291641
USER	Prove Ownership	1477	START	1588030291703	1588030291703
REQUEST	1477		Prove Owner	1588030291703	1588030291777	OK	 
USER	Prove Ownership	1477	END	1588030291703	1588030291777
USER	Prove Ownership	1478	START	1588030291813	1588030291813
REQUEST	1478		Prove Owner	1588030291813	1588030291872	OK	 
USER	Prove Ownership	1478	END	1588030291813	1588030291872
USER	Prove Ownership	1479	START	1588030291923	1588030291923
REQUEST	1479		Prove Owner	1588030291923	1588030292002	OK	 
USER	Prove Ownership	1479	END	1588030291923	1588030292003
USER	Prove Ownership	1480	START	1588030292034	1588030292034
REQUEST	1480		Prove Owner	1588030292034	1588030292096	OK	 
USER	Prove Ownership	1480	END	1588030292034	1588030292097
USER	Prove Ownership	1481	START	1588030292143	1588030292143
REQUEST	1481		Prove Owner	1588030292143	1588030292214	OK	 
USER	Prove Ownership	1481	END	1588030292143	1588030292214
USER	Prove Ownership	1482	START	1588030292255	1588030292255
REQUEST	1482		Prove Owner	1588030292255	1588030292327	OK	 
USER	Prove Ownership	1482	END	1588030292255	1588030292327
USER	Prove Ownership	1483	START	1588030292363	1588030292363
REQUEST	1483		Prove Owner	1588030292363	1588030292424	OK	 
USER	Prove Ownership	1483	END	1588030292363	1588030292424
USER	Prove Ownership	1484	START	1588030292473	1588030292473
REQUEST	1484		Prove Owner	1588030292474	1588030292530	OK	 
USER	Prove Ownership	1484	END	1588030292473	1588030292530
USER	Prove Ownership	1485	START	1588030292585	1588030292585
REQUEST	1485		Prove Owner	1588030292585	1588030292648	OK	 
USER	Prove Ownership	1485	END	1588030292585	1588030292648
USER	Prove Ownership	1486	START	1588030292704	1588030292704
REQUEST	1486		Prove Owner	1588030292705	1588030292778	OK	 
USER	Prove Ownership	1486	END	1588030292704	1588030292778
USER	Prove Ownership	1487	START	1588030292814	1588030292814
REQUEST	1487		Prove Owner	1588030292814	1588030292875	OK	 
USER	Prove Ownership	1487	END	1588030292814	1588030292876
USER	Prove Ownership	1488	START	1588030292924	1588030292924
USER	Prove Ownership	1489	START	1588030293033	1588030293033
REQUEST	1488		Prove Owner	1588030292925	1588030293093	OK	 
USER	Prove Ownership	1488	END	1588030292924	1588030293093
REQUEST	1489		Prove Owner	1588030293034	1588030293110	OK	 
USER	Prove Ownership	1489	END	1588030293033	1588030293110
USER	Prove Ownership	1490	START	1588030293144	1588030293144
REQUEST	1490		Prove Owner	1588030293144	1588030293220	OK	 
USER	Prove Ownership	1490	END	1588030293144	1588030293220
USER	Prove Ownership	1491	START	1588030293253	1588030293253
REQUEST	1491		Prove Owner	1588030293253	1588030293315	OK	 
USER	Prove Ownership	1491	END	1588030293253	1588030293316
USER	Prove Ownership	1492	START	1588030293365	1588030293365
REQUEST	1492		Prove Owner	1588030293365	1588030293450	OK	 
USER	Prove Ownership	1492	END	1588030293365	1588030293451
USER	Prove Ownership	1493	START	1588030293473	1588030293473
REQUEST	1493		Prove Owner	1588030293474	1588030293531	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	1493	END	1588030293473	1588030293531
USER	Prove Ownership	1494	START	1588030293585	1588030293585
REQUEST	1494		Prove Owner	1588030293585	1588030293678	OK	 
USER	Prove Ownership	1494	END	1588030293585	1588030293679
USER	Prove Ownership	1495	START	1588030293703	1588030293703
REQUEST	1495		Prove Owner	1588030293703	1588030293773	OK	 
USER	Prove Ownership	1495	END	1588030293703	1588030293774
USER	Prove Ownership	1496	START	1588030293813	1588030293813
REQUEST	1496		Prove Owner	1588030293813	1588030293878	OK	 
USER	Prove Ownership	1496	END	1588030293813	1588030293879
USER	Prove Ownership	1497	START	1588030293925	1588030293925
REQUEST	1497		Prove Owner	1588030293925	1588030293992	OK	 
USER	Prove Ownership	1497	END	1588030293925	1588030293993
USER	Prove Ownership	1498	START	1588030294034	1588030294034
REQUEST	1498		Prove Owner	1588030294035	1588030294113	OK	 
USER	Prove Ownership	1498	END	1588030294034	1588030294113
USER	Prove Ownership	1499	START	1588030294143	1588030294143
REQUEST	1499		Prove Owner	1588030294143	1588030294218	OK	 
USER	Prove Ownership	1499	END	1588030294143	1588030294218
USER	Prove Ownership	1500	START	1588030294253	1588030294253
REQUEST	1500		Prove Owner	1588030294253	1588030294318	OK	 
USER	Prove Ownership	1500	END	1588030294253	1588030294318
USER	Prove Ownership	1501	START	1588030294364	1588030294364
REQUEST	1501		Prove Owner	1588030294364	1588030294422	OK	 
USER	Prove Ownership	1501	END	1588030294364	1588030294423
USER	Prove Ownership	1502	START	1588030294473	1588030294473
REQUEST	1502		Prove Owner	1588030294474	1588030294540	OK	 
USER	Prove Ownership	1502	END	1588030294473	1588030294540
USER	Prove Ownership	1503	START	1588030294586	1588030294586
REQUEST	1503		Prove Owner	1588030294586	1588030294659	OK	 
USER	Prove Ownership	1503	END	1588030294586	1588030294659
USER	Prove Ownership	1504	START	1588030294704	1588030294704
REQUEST	1504		Prove Owner	1588030294705	1588030294767	OK	 
USER	Prove Ownership	1504	END	1588030294704	1588030294767
USER	Prove Ownership	1505	START	1588030294814	1588030294814
REQUEST	1505		Prove Owner	1588030294814	1588030294872	OK	 
USER	Prove Ownership	1505	END	1588030294814	1588030294872
USER	Prove Ownership	1506	START	1588030294923	1588030294923
REQUEST	1506		Prove Owner	1588030294923	1588030295028	OK	 
USER	Prove Ownership	1506	END	1588030294923	1588030295028
USER	Prove Ownership	1507	START	1588030295033	1588030295033
REQUEST	1507		Prove Owner	1588030295033	1588030295097	OK	 
USER	Prove Ownership	1507	END	1588030295033	1588030295097
USER	Prove Ownership	1508	START	1588030295144	1588030295144
REQUEST	1508		Prove Owner	1588030295144	1588030295219	OK	 
USER	Prove Ownership	1508	END	1588030295144	1588030295220
USER	Prove Ownership	1509	START	1588030295254	1588030295254
USER	Prove Ownership	1510	START	1588030295363	1588030295363
REQUEST	1509		Prove Owner	1588030295254	1588030295395	OK	 
USER	Prove Ownership	1509	END	1588030295254	1588030295395
USER	Prove Ownership	1511	START	1588030295473	1588030295473
REQUEST	1510		Prove Owner	1588030295363	1588030295490	OK	 
USER	Prove Ownership	1510	END	1588030295363	1588030295490
REQUEST	1511		Prove Owner	1588030295474	1588030295563	OK	 
USER	Prove Ownership	1511	END	1588030295473	1588030295563
USER	Prove Ownership	1512	START	1588030295583	1588030295583
REQUEST	1512		Prove Owner	1588030295584	1588030295670	OK	 
USER	Prove Ownership	1512	END	1588030295583	1588030295671
USER	Prove Ownership	1513	START	1588030295704	1588030295704
REQUEST	1513		Prove Owner	1588030295704	1588030295794	OK	 
USER	Prove Ownership	1513	END	1588030295704	1588030295794
USER	Prove Ownership	1514	START	1588030295813	1588030295813
REQUEST	1514		Prove Owner	1588030295814	1588030295879	OK	 
USER	Prove Ownership	1514	END	1588030295813	1588030295879
USER	Prove Ownership	1515	START	1588030295924	1588030295924
REQUEST	1515		Prove Owner	1588030295924	1588030295995	OK	 
USER	Prove Ownership	1515	END	1588030295924	1588030295995
USER	Prove Ownership	1516	START	1588030296034	1588030296034
REQUEST	1516		Prove Owner	1588030296034	1588030296099	OK	 
USER	Prove Ownership	1516	END	1588030296034	1588030296099
USER	Prove Ownership	1517	START	1588030296144	1588030296144
REQUEST	1517		Prove Owner	1588030296144	1588030296212	OK	 
USER	Prove Ownership	1517	END	1588030296144	1588030296212
USER	Prove Ownership	1518	START	1588030296253	1588030296253
REQUEST	1518		Prove Owner	1588030296253	1588030296325	OK	 
USER	Prove Ownership	1518	END	1588030296253	1588030296325
USER	Prove Ownership	1519	START	1588030296365	1588030296365
REQUEST	1519		Prove Owner	1588030296365	1588030296437	OK	 
USER	Prove Ownership	1519	END	1588030296365	1588030296438
USER	Prove Ownership	1520	START	1588030296473	1588030296473
REQUEST	1520		Prove Owner	1588030296474	1588030296532	OK	 
USER	Prove Ownership	1520	END	1588030296473	1588030296532
USER	Prove Ownership	1521	START	1588030296583	1588030296583
REQUEST	1521		Prove Owner	1588030296583	1588030296647	OK	 
USER	Prove Ownership	1521	END	1588030296583	1588030296647
USER	Prove Ownership	1522	START	1588030296705	1588030296705
REQUEST	1522		Prove Owner	1588030296706	1588030296778	OK	 
USER	Prove Ownership	1522	END	1588030296705	1588030296778
USER	Prove Ownership	1523	START	1588030296814	1588030296814
REQUEST	1523		Prove Owner	1588030296815	1588030296887	OK	 
USER	Prove Ownership	1523	END	1588030296814	1588030296887
USER	Prove Ownership	1524	START	1588030296923	1588030296923
REQUEST	1524		Prove Owner	1588030296923	1588030296998	OK	 
USER	Prove Ownership	1524	END	1588030296923	1588030296999
USER	Prove Ownership	1525	START	1588030297034	1588030297034
REQUEST	1525		Prove Owner	1588030297034	1588030297091	OK	 
USER	Prove Ownership	1525	END	1588030297034	1588030297091
USER	Prove Ownership	1526	START	1588030297143	1588030297143
REQUEST	1526		Prove Owner	1588030297144	1588030297207	OK	 
USER	Prove Ownership	1526	END	1588030297143	1588030297207
USER	Prove Ownership	1527	START	1588030297254	1588030297254
REQUEST	1527		Prove Owner	1588030297255	1588030297319	OK	 
USER	Prove Ownership	1527	END	1588030297254	1588030297319
USER	Prove Ownership	1528	START	1588030297364	1588030297364
REQUEST	1528		Prove Owner	1588030297365	1588030297425	OK	 
USER	Prove Ownership	1528	END	1588030297364	1588030297426
USER	Prove Ownership	1529	START	1588030297474	1588030297474
REQUEST	1529		Prove Owner	1588030297474	1588030297541	OK	 
USER	Prove Ownership	1529	END	1588030297474	1588030297541
USER	Prove Ownership	1530	START	1588030297583	1588030297583
REQUEST	1530		Prove Owner	1588030297584	1588030297657	OK	 
USER	Prove Ownership	1530	END	1588030297583	1588030297657
USER	Prove Ownership	1531	START	1588030297703	1588030297703
REQUEST	1531		Prove Owner	1588030297703	1588030297780	OK	 
USER	Prove Ownership	1531	END	1588030297703	1588030297780
USER	Prove Ownership	1532	START	1588030297813	1588030297813
REQUEST	1532		Prove Owner	1588030297814	1588030297877	OK	 
USER	Prove Ownership	1532	END	1588030297813	1588030297878
USER	Prove Ownership	1533	START	1588030297925	1588030297925
USER	Prove Ownership	1534	START	1588030298033	1588030298033
REQUEST	1533		Prove Owner	1588030297926	1588030298071	OK	 
USER	Prove Ownership	1533	END	1588030297925	1588030298071
REQUEST	1534		Prove Owner	1588030298033	1588030298098	OK	 
USER	Prove Ownership	1534	END	1588030298033	1588030298099
USER	Prove Ownership	1535	START	1588030298144	1588030298144
REQUEST	1535		Prove Owner	1588030298145	1588030298205	OK	 
USER	Prove Ownership	1535	END	1588030298144	1588030298206
USER	Prove Ownership	1536	START	1588030298253	1588030298253
REQUEST	1536		Prove Owner	1588030298254	1588030298318	OK	 
USER	Prove Ownership	1536	END	1588030298253	1588030298319
USER	Prove Ownership	1537	START	1588030298364	1588030298364
REQUEST	1537		Prove Owner	1588030298364	1588030298421	OK	 
USER	Prove Ownership	1537	END	1588030298364	1588030298422
USER	Prove Ownership	1538	START	1588030298474	1588030298474
REQUEST	1538		Prove Owner	1588030298474	1588030298542	OK	 
USER	Prove Ownership	1538	END	1588030298474	1588030298542
USER	Prove Ownership	1539	START	1588030298584	1588030298584
REQUEST	1539		Prove Owner	1588030298584	1588030298653	OK	 
USER	Prove Ownership	1539	END	1588030298584	1588030298654
USER	Prove Ownership	1540	START	1588030298693	1588030298693
REQUEST	1540		Prove Owner	1588030298693	1588030298758	OK	 
USER	Prove Ownership	1540	END	1588030298693	1588030298758
USER	Prove Ownership	1541	START	1588030298814	1588030298814
USER	Prove Ownership	1542	START	1588030298923	1588030298923
REQUEST	1541		Prove Owner	1588030298814	1588030298984	OK	 
USER	Prove Ownership	1541	END	1588030298814	1588030298985
USER	Prove Ownership	1543	START	1588030299035	1588030299035
USER	Prove Ownership	1544	START	1588030299144	1588030299144
REQUEST	1542		Prove Owner	1588030298924	1588030299190	OK	 
USER	Prove Ownership	1542	END	1588030298923	1588030299190
USER	Prove Ownership	1545	START	1588030299254	1588030299254
USER	Prove Ownership	1546	START	1588030299363	1588030299363
REQUEST	1543		Prove Owner	1588030299036	1588030299388	OK	 
USER	Prove Ownership	1543	END	1588030299035	1588030299389
USER	Prove Ownership	1547	START	1588030299475	1588030299475
REQUEST	1544		Prove Owner	1588030299144	1588030299528	OK	 
USER	Prove Ownership	1544	END	1588030299144	1588030299528
USER	Prove Ownership	1548	START	1588030299583	1588030299583
USER	Prove Ownership	1549	START	1588030299704	1588030299704
REQUEST	1546		Prove Owner	1588030299364	1588030299783	OK	 
USER	Prove Ownership	1546	END	1588030299363	1588030299784
USER	Prove Ownership	1550	START	1588030299814	1588030299814
REQUEST	1545		Prove Owner	1588030299254	1588030299847	OK	 
USER	Prove Ownership	1545	END	1588030299254	1588030299847
USER	Prove Ownership	1551	START	1588030299924	1588030299924
USER	Prove Ownership	1552	START	1588030300034	1588030300034
USER	Prove Ownership	1553	START	1588030300143	1588030300143
REQUEST	1547		Prove Owner	1588030299475	1588030300199	OK	 
USER	Prove Ownership	1547	END	1588030299475	1588030300200
USER	Prove Ownership	1554	START	1588030300253	1588030300253
REQUEST	1548		Prove Owner	1588030299583	1588030300355	OK	 
USER	Prove Ownership	1548	END	1588030299583	1588030300355
USER	Prove Ownership	1555	START	1588030300363	1588030300363
USER	Prove Ownership	1556	START	1588030300474	1588030300474
USER	Prove Ownership	1557	START	1588030300583	1588030300583
REQUEST	1550		Prove Owner	1588030299814	1588030300681	OK	 
USER	Prove Ownership	1550	END	1588030299814	1588030300681
USER	Prove Ownership	1558	START	1588030300703	1588030300703
REQUEST	1549		Prove Owner	1588030299704	1588030300712	OK	 
USER	Prove Ownership	1549	END	1588030299704	1588030300713
REQUEST	1551		Prove Owner	1588030299924	1588030300811	OK	 
USER	Prove Ownership	1551	END	1588030299924	1588030300811
USER	Prove Ownership	1559	START	1588030300814	1588030300814
REQUEST	1552		Prove Owner	1588030300034	1588030300839	OK	 
USER	Prove Ownership	1552	END	1588030300034	1588030300839
USER	Prove Ownership	1560	START	1588030300923	1588030300923
REQUEST	1553		Prove Owner	1588030300143	1588030300982	OK	 
USER	Prove Ownership	1553	END	1588030300143	1588030300982
USER	Prove Ownership	1561	START	1588030301035	1588030301035
REQUEST	1554		Prove Owner	1588030300254	1588030301042	OK	 
USER	Prove Ownership	1554	END	1588030300253	1588030301042
REQUEST	1555		Prove Owner	1588030300364	1588030301108	OK	 
USER	Prove Ownership	1555	END	1588030300363	1588030301108
USER	Prove Ownership	1562	START	1588030301143	1588030301143
REQUEST	1556		Prove Owner	1588030300475	1588030301150	OK	 
USER	Prove Ownership	1556	END	1588030300474	1588030301150
REQUEST	1558		Prove Owner	1588030300703	1588030301236	OK	 
USER	Prove Ownership	1558	END	1588030300703	1588030301236
USER	Prove Ownership	1563	START	1588030301253	1588030301253
REQUEST	1557		Prove Owner	1588030300583	1588030301276	OK	 
USER	Prove Ownership	1557	END	1588030300583	1588030301276
REQUEST	1559		Prove Owner	1588030300814	1588030301337	OK	 
USER	Prove Ownership	1559	END	1588030300814	1588030301337
USER	Prove Ownership	1564	START	1588030301363	1588030301363
REQUEST	1560		Prove Owner	1588030300923	1588030301377	OK	 
USER	Prove Ownership	1560	END	1588030300923	1588030301378
REQUEST	1562		Prove Owner	1588030301143	1588030301445	OK	 
USER	Prove Ownership	1562	END	1588030301143	1588030301446
USER	Prove Ownership	1565	START	1588030301475	1588030301475
REQUEST	1561		Prove Owner	1588030301035	1588030301495	OK	 
USER	Prove Ownership	1561	END	1588030301035	1588030301495
REQUEST	1563		Prove Owner	1588030301254	1588030301572	OK	 
USER	Prove Ownership	1563	END	1588030301253	1588030301573
USER	Prove Ownership	1566	START	1588030301583	1588030301583
REQUEST	1564		Prove Owner	1588030301364	1588030301612	OK	 
USER	Prove Ownership	1564	END	1588030301363	1588030301612
REQUEST	1565		Prove Owner	1588030301475	1588030301683	OK	 
USER	Prove Ownership	1565	END	1588030301475	1588030301683
USER	Prove Ownership	1567	START	1588030301703	1588030301703
REQUEST	1566		Prove Owner	1588030301583	1588030301720	OK	 
USER	Prove Ownership	1566	END	1588030301583	1588030301720
REQUEST	1567		Prove Owner	1588030301703	1588030301787	OK	 
USER	Prove Ownership	1567	END	1588030301703	1588030301787
USER	Prove Ownership	1568	START	1588030301814	1588030301814
USER	Prove Ownership	1569	START	1588030301923	1588030301923
REQUEST	1568		Prove Owner	1588030301815	1588030301949	OK	 
USER	Prove Ownership	1568	END	1588030301814	1588030301949
USER	Prove Ownership	1570	START	1588030302033	1588030302033
REQUEST	1569		Prove Owner	1588030301924	1588030302062	OK	 
USER	Prove Ownership	1569	END	1588030301923	1588030302062
REQUEST	1570		Prove Owner	1588030302034	1588030302126	OK	 
USER	Prove Ownership	1570	END	1588030302033	1588030302127
USER	Prove Ownership	1571	START	1588030302143	1588030302143
REQUEST	1571		Prove Owner	1588030302144	1588030302239	OK	 
USER	Prove Ownership	1571	END	1588030302143	1588030302240
USER	Prove Ownership	1572	START	1588030302254	1588030302254
REQUEST	1572		Prove Owner	1588030302254	1588030302320	OK	 
USER	Prove Ownership	1572	END	1588030302254	1588030302321
USER	Prove Ownership	1573	START	1588030302364	1588030302364
REQUEST	1573		Prove Owner	1588030302365	1588030302426	OK	 
USER	Prove Ownership	1573	END	1588030302364	1588030302426
USER	Prove Ownership	1574	START	1588030302474	1588030302474
REQUEST	1574		Prove Owner	1588030302475	1588030302553	OK	 
USER	Prove Ownership	1574	END	1588030302474	1588030302554
USER	Prove Ownership	1575	START	1588030302584	1588030302584
REQUEST	1575		Prove Owner	1588030302584	1588030302652	OK	 
USER	Prove Ownership	1575	END	1588030302584	1588030302653
USER	Prove Ownership	1576	START	1588030302704	1588030302704
REQUEST	1576		Prove Owner	1588030302704	1588030302773	OK	 
USER	Prove Ownership	1576	END	1588030302704	1588030302773
USER	Prove Ownership	1577	START	1588030302813	1588030302813
REQUEST	1577		Prove Owner	1588030302814	1588030302890	OK	 
USER	Prove Ownership	1577	END	1588030302813	1588030302891
USER	Prove Ownership	1578	START	1588030302924	1588030302924
USER	Prove Ownership	1579	START	1588030303035	1588030303035
REQUEST	1578		Prove Owner	1588030302924	1588030303040	OK	 
USER	Prove Ownership	1578	END	1588030302924	1588030303040
REQUEST	1579		Prove Owner	1588030303035	1588030303095	OK	 
USER	Prove Ownership	1579	END	1588030303035	1588030303095
USER	Prove Ownership	1580	START	1588030303145	1588030303145
REQUEST	1580		Prove Owner	1588030303145	1588030303217	OK	 
USER	Prove Ownership	1580	END	1588030303145	1588030303218
USER	Prove Ownership	1581	START	1588030303254	1588030303254
REQUEST	1581		Prove Owner	1588030303254	1588030303310	OK	 
USER	Prove Ownership	1581	END	1588030303254	1588030303311
USER	Prove Ownership	1582	START	1588030303364	1588030303364
REQUEST	1582		Prove Owner	1588030303364	1588030303439	OK	 
USER	Prove Ownership	1582	END	1588030303364	1588030303439
USER	Prove Ownership	1583	START	1588030303473	1588030303473
REQUEST	1583		Prove Owner	1588030303473	1588030303537	OK	 
USER	Prove Ownership	1583	END	1588030303473	1588030303537
USER	Prove Ownership	1584	START	1588030303583	1588030303583
REQUEST	1584		Prove Owner	1588030303584	1588030303649	OK	 
USER	Prove Ownership	1584	END	1588030303583	1588030303649
USER	Prove Ownership	1585	START	1588030303703	1588030303703
REQUEST	1585		Prove Owner	1588030303703	1588030303758	OK	 
USER	Prove Ownership	1585	END	1588030303703	1588030303758
USER	Prove Ownership	1586	START	1588030303814	1588030303814
REQUEST	1586		Prove Owner	1588030303814	1588030303912	OK	 
USER	Prove Ownership	1586	END	1588030303814	1588030303912
USER	Prove Ownership	1587	START	1588030303923	1588030303923
REQUEST	1587		Prove Owner	1588030303923	1588030304002	OK	 
USER	Prove Ownership	1587	END	1588030303923	1588030304003
USER	Prove Ownership	1588	START	1588030304033	1588030304033
REQUEST	1588		Prove Owner	1588030304033	1588030304112	OK	 
USER	Prove Ownership	1588	END	1588030304033	1588030304112
USER	Prove Ownership	1589	START	1588030304144	1588030304144
REQUEST	1589		Prove Owner	1588030304145	1588030304219	OK	 
USER	Prove Ownership	1589	END	1588030304144	1588030304219
USER	Prove Ownership	1590	START	1588030304255	1588030304255
REQUEST	1590		Prove Owner	1588030304255	1588030304328	OK	 
USER	Prove Ownership	1590	END	1588030304255	1588030304329
USER	Prove Ownership	1591	START	1588030304364	1588030304364
REQUEST	1591		Prove Owner	1588030304364	1588030304433	OK	 
USER	Prove Ownership	1591	END	1588030304364	1588030304433
USER	Prove Ownership	1592	START	1588030304475	1588030304475
REQUEST	1592		Prove Owner	1588030304476	1588030304547	OK	 
