RUN	computerdatabase.ProveOwner	proveowner	1588030126469	9 per sec	3.3.1
USER	Prove Ownership	512	START	1588030184473	1588030184473
REQUEST	512		Prove Owner	1588030184475	1588030184541	OK	 
USER	Prove Ownership	512	END	1588030184473	1588030184542
USER	Prove Ownership	513	START	1588030184584	1588030184584
REQUEST	513		Prove Owner	1588030184585	1588030184639	OK	 
USER	Prove Ownership	513	END	1588030184584	1588030184640
USER	Prove Ownership	514	START	1588030184705	1588030184705
REQUEST	514		Prove Owner	1588030184705	1588030184794	OK	 
USER	Prove Ownership	514	END	1588030184705	1588030184795
USER	Prove Ownership	515	START	1588030184813	1588030184813
REQUEST	515		Prove Owner	1588030184814	1588030184887	OK	 
USER	Prove Ownership	515	END	1588030184813	1588030184887
USER	Prove Ownership	516	START	1588030184923	1588030184923
REQUEST	516		Prove Owner	1588030184924	1588030184987	OK	 
USER	Prove Ownership	516	END	1588030184923	1588030184987
USER	Prove Ownership	517	START	1588030185035	1588030185035
REQUEST	517		Prove Owner	1588030185035	1588030185113	OK	 
USER	Prove Ownership	517	END	1588030185035	1588030185114
USER	Prove Ownership	518	START	1588030185144	1588030185144
REQUEST	518		Prove Owner	1588030185145	1588030185231	OK	 
USER	Prove Ownership	518	END	1588030185144	1588030185231
USER	Prove Ownership	519	START	1588030185254	1588030185254
REQUEST	519		Prove Owner	1588030185255	1588030185319	OK	 
USER	Prove Ownership	519	END	1588030185254	1588030185319
USER	Prove Ownership	520	START	1588030185365	1588030185365
REQUEST	520		Prove Owner	1588030185365	1588030185440	OK	 
USER	Prove Ownership	520	END	1588030185365	1588030185441
USER	Prove Ownership	521	START	1588030185474	1588030185474
REQUEST	521		Prove Owner	1588030185475	1588030185551	OK	 
USER	Prove Ownership	521	END	1588030185474	1588030185552
USER	Prove Ownership	522	START	1588030185583	1588030185583
REQUEST	522		Prove Owner	1588030185584	1588030185660	OK	 
USER	Prove Ownership	522	END	1588030185583	1588030185661
USER	Prove Ownership	523	START	1588030185695	1588030185695
REQUEST	523		Prove Owner	1588030185696	1588030185781	OK	 
USER	Prove Ownership	523	END	1588030185695	1588030185781
USER	Prove Ownership	524	START	1588030185814	1588030185814
REQUEST	524		Prove Owner	1588030185815	1588030185906	OK	 
USER	Prove Ownership	524	END	1588030185814	1588030185906
USER	Prove Ownership	525	START	1588030185924	1588030185924
REQUEST	525		Prove Owner	1588030185925	1588030186000	OK	 
USER	Prove Ownership	525	END	1588030185924	1588030186001
USER	Prove Ownership	526	START	1588030186035	1588030186035
REQUEST	526		Prove Owner	1588030186035	1588030186110	OK	 
USER	Prove Ownership	526	END	1588030186035	1588030186110
USER	Prove Ownership	527	START	1588030186143	1588030186143
REQUEST	527		Prove Owner	1588030186144	1588030186204	OK	 
USER	Prove Ownership	527	END	1588030186143	1588030186204
USER	Prove Ownership	528	START	1588030186253	1588030186253
REQUEST	528		Prove Owner	1588030186254	1588030186334	OK	 
USER	Prove Ownership	528	END	1588030186253	1588030186334
USER	Prove Ownership	529	START	1588030186363	1588030186363
REQUEST	529		Prove Owner	1588030186363	1588030186437	OK	 
USER	Prove Ownership	529	END	1588030186363	1588030186437
USER	Prove Ownership	530	START	1588030186473	1588030186473
REQUEST	530		Prove Owner	1588030186473	1588030186552	OK	 
USER	Prove Ownership	530	END	1588030186473	1588030186553
USER	Prove Ownership	531	START	1588030186584	1588030186584
REQUEST	531		Prove Owner	1588030186584	1588030186658	OK	 
USER	Prove Ownership	531	END	1588030186584	1588030186659
USER	Prove Ownership	532	START	1588030186703	1588030186703
REQUEST	532		Prove Owner	1588030186704	1588030186780	OK	 
USER	Prove Ownership	532	END	1588030186703	1588030186781
USER	Prove Ownership	533	START	1588030186816	1588030186816
REQUEST	533		Prove Owner	1588030186816	1588030186893	OK	 
USER	Prove Ownership	533	END	1588030186816	1588030186893
USER	Prove Ownership	534	START	1588030186924	1588030186924
REQUEST	534		Prove Owner	1588030186924	1588030187010	OK	 
USER	Prove Ownership	534	END	1588030186924	1588030187011
USER	Prove Ownership	535	START	1588030187034	1588030187034
REQUEST	535		Prove Owner	1588030187034	1588030187131	OK	 
USER	Prove Ownership	535	END	1588030187034	1588030187132
USER	Prove Ownership	536	START	1588030187145	1588030187145
REQUEST	536		Prove Owner	1588030187145	1588030187231	OK	 
USER	Prove Ownership	536	END	1588030187145	1588030187232
USER	Prove Ownership	537	START	1588030187253	1588030187253
REQUEST	537		Prove Owner	1588030187254	1588030187359	OK	 
USER	Prove Ownership	537	END	1588030187253	1588030187359
USER	Prove Ownership	538	START	1588030187363	1588030187363
USER	Prove Ownership	539	START	1588030187474	1588030187474
REQUEST	538		Prove Owner	1588030187363	1588030187508	OK	 
USER	Prove Ownership	538	END	1588030187363	1588030187508
REQUEST	539		Prove Owner	1588030187474	1588030187573	OK	 
USER	Prove Ownership	539	END	1588030187474	1588030187574
USER	Prove Ownership	540	START	1588030187584	1588030187584
REQUEST	540		Prove Owner	1588030187584	1588030187673	OK	 
USER	Prove Ownership	540	END	1588030187584	1588030187674
USER	Prove Ownership	541	START	1588030187703	1588030187703
REQUEST	541		Prove Owner	1588030187703	1588030187783	OK	 
USER	Prove Ownership	541	END	1588030187703	1588030187783
USER	Prove Ownership	542	START	1588030187814	1588030187814
USER	Prove Ownership	543	START	1588030187924	1588030187924
REQUEST	542		Prove Owner	1588030187815	1588030188022	OK	 
USER	Prove Ownership	542	END	1588030187814	1588030188023
USER	Prove Ownership	544	START	1588030188034	1588030188034
REQUEST	543		Prove Owner	1588030187925	1588030188140	OK	 
USER	Prove Ownership	543	END	1588030187924	1588030188141
USER	Prove Ownership	545	START	1588030188145	1588030188145
REQUEST	544		Prove Owner	1588030188035	1588030188157	OK	 
USER	Prove Ownership	544	END	1588030188034	1588030188157
REQUEST	545		Prove Owner	1588030188145	1588030188229	OK	 
USER	Prove Ownership	545	END	1588030188145	1588030188229
USER	Prove Ownership	546	START	1588030188253	1588030188253
REQUEST	546		Prove Owner	1588030188253	1588030188331	OK	 
USER	Prove Ownership	546	END	1588030188253	1588030188332
USER	Prove Ownership	547	START	1588030188363	1588030188363
REQUEST	547		Prove Owner	1588030188364	1588030188468	OK	 
USER	Prove Ownership	547	END	1588030188363	1588030188469
USER	Prove Ownership	548	START	1588030188473	1588030188473
REQUEST	548		Prove Owner	1588030188474	1588030188541	OK	 
USER	Prove Ownership	548	END	1588030188473	1588030188541
USER	Prove Ownership	549	START	1588030188584	1588030188584
REQUEST	549		Prove Owner	1588030188585	1588030188652	OK	 
USER	Prove Ownership	549	END	1588030188584	1588030188652
USER	Prove Ownership	550	START	1588030188703	1588030188703
REQUEST	550		Prove Owner	1588030188704	1588030188787	OK	 
USER	Prove Ownership	550	END	1588030188703	1588030188787
USER	Prove Ownership	551	START	1588030188814	1588030188814
USER	Prove Ownership	552	START	1588030188923	1588030188923
REQUEST	551		Prove Owner	1588030188814	1588030188938	OK	 
USER	Prove Ownership	551	END	1588030188814	1588030188939
USER	Prove Ownership	553	START	1588030189035	1588030189035
USER	Prove Ownership	554	START	1588030189145	1588030189145
REQUEST	552		Prove Owner	1588030188924	1588030189250	OK	 
USER	Prove Ownership	552	END	1588030188923	1588030189250
USER	Prove Ownership	555	START	1588030189253	1588030189253
USER	Prove Ownership	556	START	1588030189363	1588030189363
REQUEST	553		Prove Owner	1588030189035	1588030189459	OK	 
USER	Prove Ownership	553	END	1588030189035	1588030189460
USER	Prove Ownership	557	START	1588030189473	1588030189473
REQUEST	554		Prove Owner	1588030189145	1588030189520	OK	 
USER	Prove Ownership	554	END	1588030189145	1588030189521
USER	Prove Ownership	558	START	1588030189583	1588030189583
REQUEST	555		Prove Owner	1588030189253	1588030189670	OK	 
USER	Prove Ownership	555	END	1588030189253	1588030189671
USER	Prove Ownership	559	START	1588030189703	1588030189703
USER	Prove Ownership	560	START	1588030189813	1588030189813
REQUEST	556		Prove Owner	1588030189364	1588030189859	OK	 
USER	Prove Ownership	556	END	1588030189363	1588030189860
USER	Prove Ownership	561	START	1588030189923	1588030189923
REQUEST	557		Prove Owner	1588030189474	1588030189932	OK	 
USER	Prove Ownership	557	END	1588030189473	1588030189933
USER	Prove Ownership	562	START	1588030190033	1588030190033
USER	Prove Ownership	563	START	1588030190144	1588030190144
USER	Prove Ownership	564	START	1588030190253	1588030190253
REQUEST	558		Prove Owner	1588030189584	1588030190295	OK	 
USER	Prove Ownership	558	END	1588030189583	1588030190295
REQUEST	559		Prove Owner	1588030189704	1588030190312	OK	 
USER	Prove Ownership	559	END	1588030189703	1588030190312
USER	Prove Ownership	565	START	1588030190364	1588030190364
USER	Prove Ownership	566	START	1588030190474	1588030190474
REQUEST	560		Prove Owner	1588030189814	1588030190531	OK	 
USER	Prove Ownership	560	END	1588030189813	1588030190532
USER	Prove Ownership	567	START	1588030190584	1588030190584
REQUEST	561		Prove Owner	1588030189924	1588030190683	OK	 
USER	Prove Ownership	561	END	1588030189923	1588030190683
USER	Prove Ownership	568	START	1588030190703	1588030190703
REQUEST	562		Prove Owner	1588030190034	1588030190758	OK	 
USER	Prove Ownership	562	END	1588030190033	1588030190759
USER	Prove Ownership	569	START	1588030190813	1588030190813
REQUEST	563		Prove Owner	1588030190145	1588030190849	OK	 
USER	Prove Ownership	563	END	1588030190144	1588030190850
REQUEST	564		Prove Owner	1588030190253	1588030190876	OK	 
USER	Prove Ownership	564	END	1588030190253	1588030190876
USER	Prove Ownership	570	START	1588030190924	1588030190924
REQUEST	565		Prove Owner	1588030190364	1588030190957	OK	 
USER	Prove Ownership	565	END	1588030190364	1588030190957
REQUEST	566		Prove Owner	1588030190474	1588030190983	OK	 
USER	Prove Ownership	566	END	1588030190474	1588030190984
REQUEST	567		Prove Owner	1588030190585	1588030191030	OK	 
USER	Prove Ownership	567	END	1588030190584	1588030191030
USER	Prove Ownership	571	START	1588030191033	1588030191033
REQUEST	568		Prove Owner	1588030190704	1588030191082	OK	 
USER	Prove Ownership	568	END	1588030190703	1588030191083
USER	Prove Ownership	572	START	1588030191143	1588030191143
REQUEST	570		Prove Owner	1588030190924	1588030191173	OK	 
USER	Prove Ownership	570	END	1588030190924	1588030191174
REQUEST	569		Prove Owner	1588030190814	1588030191202	OK	 
USER	Prove Ownership	569	END	1588030190813	1588030191202
USER	Prove Ownership	573	START	1588030191253	1588030191253
REQUEST	571		Prove Owner	1588030191033	1588030191297	OK	 
USER	Prove Ownership	571	END	1588030191033	1588030191298
REQUEST	572		Prove Owner	1588030191144	1588030191322	OK	 
USER	Prove Ownership	572	END	1588030191143	1588030191323
USER	Prove Ownership	574	START	1588030191363	1588030191363
REQUEST	573		Prove Owner	1588030191254	1588030191373	OK	 
USER	Prove Ownership	573	END	1588030191253	1588030191374
REQUEST	574		Prove Owner	1588030191364	1588030191442	OK	 
USER	Prove Ownership	574	END	1588030191363	1588030191443
USER	Prove Ownership	575	START	1588030191474	1588030191474
REQUEST	575		Prove Owner	1588030191474	1588030191544	OK	 
USER	Prove Ownership	575	END	1588030191474	1588030191544
USER	Prove Ownership	576	START	1588030191584	1588030191584
REQUEST	576		Prove Owner	1588030191584	1588030191647	OK	 
USER	Prove Ownership	576	END	1588030191584	1588030191648
USER	Prove Ownership	577	START	1588030191703	1588030191703
REQUEST	577		Prove Owner	1588030191704	1588030191773	OK	 
USER	Prove Ownership	577	END	1588030191703	1588030191773
USER	Prove Ownership	578	START	1588030191813	1588030191813
REQUEST	578		Prove Owner	1588030191814	1588030191893	OK	 
USER	Prove Ownership	578	END	1588030191813	1588030191893
USER	Prove Ownership	579	START	1588030191926	1588030191926
REQUEST	579		Prove Owner	1588030191926	1588030191990	OK	 
USER	Prove Ownership	579	END	1588030191926	1588030191991
USER	Prove Ownership	580	START	1588030192034	1588030192034
REQUEST	580		Prove Owner	1588030192035	1588030192095	OK	 
USER	Prove Ownership	580	END	1588030192034	1588030192095
USER	Prove Ownership	581	START	1588030192144	1588030192144
REQUEST	581		Prove Owner	1588030192144	1588030192228	OK	 
USER	Prove Ownership	581	END	1588030192144	1588030192228
USER	Prove Ownership	582	START	1588030192254	1588030192254
REQUEST	582		Prove Owner	1588030192254	1588030192324	OK	 
USER	Prove Ownership	582	END	1588030192254	1588030192324
USER	Prove Ownership	583	START	1588030192364	1588030192364
REQUEST	583		Prove Owner	1588030192365	1588030192416	OK	 
USER	Prove Ownership	583	END	1588030192364	1588030192416
USER	Prove Ownership	584	START	1588030192475	1588030192475
REQUEST	584		Prove Owner	1588030192476	1588030192535	OK	 
USER	Prove Ownership	584	END	1588030192475	1588030192535
USER	Prove Ownership	585	START	1588030192583	1588030192583
REQUEST	585		Prove Owner	1588030192583	1588030192641	OK	 
USER	Prove Ownership	585	END	1588030192583	1588030192641
USER	Prove Ownership	586	START	1588030192704	1588030192704
REQUEST	586		Prove Owner	1588030192705	1588030192769	OK	 
USER	Prove Ownership	586	END	1588030192704	1588030192770
USER	Prove Ownership	587	START	1588030192813	1588030192813
REQUEST	587		Prove Owner	1588030192814	1588030192887	OK	 
USER	Prove Ownership	587	END	1588030192813	1588030192887
USER	Prove Ownership	588	START	1588030192924	1588030192924
REQUEST	588		Prove Owner	1588030192925	1588030193026	OK	 
USER	Prove Ownership	588	END	1588030192924	1588030193027
USER	Prove Ownership	589	START	1588030193033	1588030193033
REQUEST	589		Prove Owner	1588030193034	1588030193139	OK	 
USER	Prove Ownership	589	END	1588030193033	1588030193140
USER	Prove Ownership	590	START	1588030193143	1588030193143
REQUEST	590		Prove Owner	1588030193144	1588030193208	OK	 
USER	Prove Ownership	590	END	1588030193143	1588030193209
USER	Prove Ownership	591	START	1588030193254	1588030193254
REQUEST	591		Prove Owner	1588030193254	1588030193326	OK	 
USER	Prove Ownership	591	END	1588030193254	1588030193327
USER	Prove Ownership	592	START	1588030193363	1588030193363
REQUEST	592		Prove Owner	1588030193364	1588030193429	OK	 
USER	Prove Ownership	592	END	1588030193363	1588030193429
USER	Prove Ownership	593	START	1588030193474	1588030193474
REQUEST	593		Prove Owner	1588030193474	1588030193553	OK	 
USER	Prove Ownership	593	END	1588030193474	1588030193553
USER	Prove Ownership	594	START	1588030193583	1588030193583
REQUEST	594		Prove Owner	1588030193584	1588030193650	OK	 
USER	Prove Ownership	594	END	1588030193583	1588030193650
USER	Prove Ownership	595	START	1588030193706	1588030193706
REQUEST	595		Prove Owner	1588030193706	1588030193767	OK	 
USER	Prove Ownership	595	END	1588030193706	1588030193767
USER	Prove Ownership	596	START	1588030193815	1588030193815
REQUEST	596		Prove Owner	1588030193816	1588030193884	OK	 
USER	Prove Ownership	596	END	1588030193815	1588030193884
USER	Prove Ownership	597	START	1588030193923	1588030193923
REQUEST	597		Prove Owner	1588030193923	1588030193993	OK	 
USER	Prove Ownership	597	END	1588030193923	1588030193994
USER	Prove Ownership	598	START	1588030194034	1588030194034
REQUEST	598		Prove Owner	1588030194035	1588030194129	OK	 
USER	Prove Ownership	598	END	1588030194034	1588030194130
USER	Prove Ownership	599	START	1588030194144	1588030194144
REQUEST	599		Prove Owner	1588030194144	1588030194200	OK	 
USER	Prove Ownership	599	END	1588030194144	1588030194201
USER	Prove Ownership	600	START	1588030194253	1588030194253
REQUEST	600		Prove Owner	1588030194254	1588030194345	OK	 
USER	Prove Ownership	600	END	1588030194253	1588030194345
USER	Prove Ownership	601	START	1588030194364	1588030194364
REQUEST	601		Prove Owner	1588030194364	1588030194449	OK	 
USER	Prove Ownership	601	END	1588030194364	1588030194449
USER	Prove Ownership	602	START	1588030194474	1588030194474
REQUEST	602		Prove Owner	1588030194474	1588030194555	OK	 
USER	Prove Ownership	602	END	1588030194474	1588030194555
USER	Prove Ownership	603	START	1588030194584	1588030194584
REQUEST	603		Prove Owner	1588030194584	1588030194652	OK	 
USER	Prove Ownership	603	END	1588030194584	1588030194652
USER	Prove Ownership	604	START	1588030194704	1588030194704
REQUEST	604		Prove Owner	1588030194704	1588030194794	OK	 
USER	Prove Ownership	604	END	1588030194704	1588030194794
USER	Prove Ownership	605	START	1588030194813	1588030194813
REQUEST	605		Prove Owner	1588030194813	1588030194895	OK	 
USER	Prove Ownership	605	END	1588030194813	1588030194895
USER	Prove Ownership	606	START	1588030194924	1588030194924
REQUEST	606		Prove Owner	1588030194925	1588030195001	OK	 
USER	Prove Ownership	606	END	1588030194924	1588030195002
USER	Prove Ownership	607	START	1588030195034	1588030195034
REQUEST	607		Prove Owner	1588030195035	1588030195116	OK	 
USER	Prove Ownership	607	END	1588030195034	1588030195117
USER	Prove Ownership	608	START	1588030195144	1588030195144
REQUEST	608		Prove Owner	1588030195144	1588030195229	OK	 
USER	Prove Ownership	608	END	1588030195144	1588030195230
USER	Prove Ownership	609	START	1588030195254	1588030195254
REQUEST	609		Prove Owner	1588030195255	1588030195330	OK	 
USER	Prove Ownership	609	END	1588030195254	1588030195330
USER	Prove Ownership	610	START	1588030195364	1588030195364
REQUEST	610		Prove Owner	1588030195364	1588030195436	OK	 
USER	Prove Ownership	610	END	1588030195364	1588030195436
USER	Prove Ownership	611	START	1588030195474	1588030195474
REQUEST	611		Prove Owner	1588030195475	1588030195550	OK	 
USER	Prove Ownership	611	END	1588030195474	1588030195550
USER	Prove Ownership	612	START	1588030195584	1588030195584
REQUEST	612		Prove Owner	1588030195585	1588030195639	OK	 
USER	Prove Ownership	612	END	1588030195584	1588030195640
USER	Prove Ownership	613	START	1588030195705	1588030195705
REQUEST	613		Prove Owner	1588030195706	1588030195766	OK	 
USER	Prove Ownership	613	END	1588030195705	1588030195767
USER	Prove Ownership	614	START	1588030195813	1588030195813
REQUEST	614		Prove Owner	1588030195814	1588030195897	OK	 
USER	Prove Ownership	614	END	1588030195813	1588030195898
USER	Prove Ownership	615	START	1588030195923	1588030195923
REQUEST	615		Prove Owner	1588030195923	1588030195999	OK	 
USER	Prove Ownership	615	END	1588030195923	1588030195999
USER	Prove Ownership	616	START	1588030196035	1588030196035
REQUEST	616		Prove Owner	1588030196036	1588030196112	OK	 
USER	Prove Ownership	616	END	1588030196035	1588030196112
USER	Prove Ownership	617	START	1588030196144	1588030196144
REQUEST	617		Prove Owner	1588030196145	1588030196207	OK	 
USER	Prove Ownership	617	END	1588030196144	1588030196207
USER	Prove Ownership	618	START	1588030196254	1588030196254
REQUEST	618		Prove Owner	1588030196255	1588030196333	OK	 
USER	Prove Ownership	618	END	1588030196254	1588030196333
USER	Prove Ownership	619	START	1588030196364	1588030196364
REQUEST	619		Prove Owner	1588030196364	1588030196445	OK	 
USER	Prove Ownership	619	END	1588030196364	1588030196446
USER	Prove Ownership	620	START	1588030196474	1588030196474
REQUEST	620		Prove Owner	1588030196475	1588030196561	OK	 
USER	Prove Ownership	620	END	1588030196474	1588030196562
USER	Prove Ownership	621	START	1588030196585	1588030196585
REQUEST	621		Prove Owner	1588030196586	1588030196647	OK	 
USER	Prove Ownership	621	END	1588030196585	1588030196647
USER	Prove Ownership	622	START	1588030196705	1588030196705
REQUEST	622		Prove Owner	1588030196706	1588030196769	OK	 
USER	Prove Ownership	622	END	1588030196705	1588030196770
USER	Prove Ownership	623	START	1588030196814	1588030196814
REQUEST	623		Prove Owner	1588030196815	1588030196882	OK	 
USER	Prove Ownership	623	END	1588030196814	1588030196883
USER	Prove Ownership	624	START	1588030196923	1588030196923
REQUEST	624		Prove Owner	1588030196924	1588030196994	OK	 
USER	Prove Ownership	624	END	1588030196923	1588030196994
USER	Prove Ownership	625	START	1588030197033	1588030197033
REQUEST	625		Prove Owner	1588030197034	1588030197126	OK	 
USER	Prove Ownership	625	END	1588030197033	1588030197126
USER	Prove Ownership	626	START	1588030197144	1588030197144
REQUEST	626		Prove Owner	1588030197144	1588030197209	OK	 
USER	Prove Ownership	626	END	1588030197144	1588030197209
USER	Prove Ownership	627	START	1588030197253	1588030197253
REQUEST	627		Prove Owner	1588030197254	1588030197308	OK	 
USER	Prove Ownership	627	END	1588030197253	1588030197309
USER	Prove Ownership	628	START	1588030197364	1588030197364
REQUEST	628		Prove Owner	1588030197365	1588030197425	OK	 
USER	Prove Ownership	628	END	1588030197364	1588030197425
USER	Prove Ownership	629	START	1588030197473	1588030197473
REQUEST	629		Prove Owner	1588030197474	1588030197579	OK	 
USER	Prove Ownership	629	END	1588030197473	1588030197579
USER	Prove Ownership	630	START	1588030197583	1588030197583
REQUEST	630		Prove Owner	1588030197584	1588030197651	OK	 
USER	Prove Ownership	630	END	1588030197583	1588030197652
USER	Prove Ownership	631	START	1588030197704	1588030197704
REQUEST	631		Prove Owner	1588030197704	1588030197766	OK	 
USER	Prove Ownership	631	END	1588030197704	1588030197767
USER	Prove Ownership	632	START	1588030197813	1588030197813
REQUEST	632		Prove Owner	1588030197813	1588030197877	OK	 
USER	Prove Ownership	632	END	1588030197813	1588030197877
USER	Prove Ownership	633	START	1588030197924	1588030197924
REQUEST	633		Prove Owner	1588030197924	1588030198021	OK	 
USER	Prove Ownership	633	END	1588030197924	1588030198022
USER	Prove Ownership	634	START	1588030198033	1588030198033
REQUEST	634		Prove Owner	1588030198033	1588030198089	OK	 
USER	Prove Ownership	634	END	1588030198033	1588030198089
USER	Prove Ownership	635	START	1588030198144	1588030198144
REQUEST	635		Prove Owner	1588030198144	1588030198217	OK	 
USER	Prove Ownership	635	END	1588030198144	1588030198217
USER	Prove Ownership	636	START	1588030198255	1588030198255
REQUEST	636		Prove Owner	1588030198255	1588030198322	OK	 
USER	Prove Ownership	636	END	1588030198255	1588030198323
USER	Prove Ownership	637	START	1588030198363	1588030198363
REQUEST	637		Prove Owner	1588030198363	1588030198449	OK	 
USER	Prove Ownership	637	END	1588030198363	1588030198449
USER	Prove Ownership	638	START	1588030198473	1588030198473
REQUEST	638		Prove Owner	1588030198474	1588030198544	OK	 
USER	Prove Ownership	638	END	1588030198473	1588030198545
USER	Prove Ownership	639	START	1588030198583	1588030198583
USER	Prove Ownership	640	START	1588030198703	1588030198703
REQUEST	639		Prove Owner	1588030198583	1588030198714	OK	 
USER	Prove Ownership	639	END	1588030198583	1588030198715
REQUEST	640		Prove Owner	1588030198703	1588030198799	OK	 
USER	Prove Ownership	640	END	1588030198703	1588030198800
USER	Prove Ownership	641	START	1588030198814	1588030198814
USER	Prove Ownership	642	START	1588030198924	1588030198924
USER	Prove Ownership	643	START	1588030199033	1588030199033
REQUEST	641		Prove Owner	1588030198814	1588030199139	OK	 
USER	Prove Ownership	641	END	1588030198814	1588030199139
USER	Prove Ownership	644	START	1588030199143	1588030199143
USER	Prove Ownership	645	START	1588030199253	1588030199253
USER	Prove Ownership	646	START	1588030199364	1588030199364
REQUEST	642		Prove Owner	1588030198925	1588030199384	OK	 
USER	Prove Ownership	642	END	1588030198924	1588030199384
REQUEST	643		Prove Owner	1588030199034	1588030199454	OK	 
USER	Prove Ownership	643	END	1588030199033	1588030199455
USER	Prove Ownership	647	START	1588030199473	1588030199473
USER	Prove Ownership	648	START	1588030199583	1588030199583
USER	Prove Ownership	649	START	1588030199703	1588030199703
REQUEST	644		Prove Owner	1588030199144	1588030199757	OK	 
USER	Prove Ownership	644	END	1588030199143	1588030199758
USER	Prove Ownership	650	START	1588030199813	1588030199813
REQUEST	645		Prove Owner	1588030199253	1588030199860	OK	 
USER	Prove Ownership	645	END	1588030199253	1588030199860
USER	Prove Ownership	651	START	1588030199923	1588030199923
USER	Prove Ownership	652	START	1588030200033	1588030200033
REQUEST	646		Prove Owner	1588030199364	1588030200110	OK	 
USER	Prove Ownership	646	END	1588030199364	1588030200110
USER	Prove Ownership	653	START	1588030200144	1588030200144
REQUEST	647		Prove Owner	1588030199474	1588030200209	OK	 
USER	Prove Ownership	647	END	1588030199473	1588030200209
USER	Prove Ownership	654	START	1588030200253	1588030200253
REQUEST	648		Prove Owner	1588030199584	1588030200282	OK	 
USER	Prove Ownership	648	END	1588030199583	1588030200282
USER	Prove Ownership	655	START	1588030200363	1588030200363
USER	Prove Ownership	656	START	1588030200473	1588030200473
USER	Prove Ownership	657	START	1588030200584	1588030200584
REQUEST	650		Prove Owner	1588030199813	1588030200600	OK	 
USER	Prove Ownership	650	END	1588030199813	1588030200600
REQUEST	649		Prove Owner	1588030199703	1588030200617	OK	 
USER	Prove Ownership	649	END	1588030199703	1588030200617
USER	Prove Ownership	658	START	1588030200703	1588030200703
REQUEST	651		Prove Owner	1588030199924	1588030200764	OK	 
USER	Prove Ownership	651	END	1588030199923	1588030200765
REQUEST	652		Prove Owner	1588030200034	1588030200784	OK	 
USER	Prove Ownership	652	END	1588030200033	1588030200785
USER	Prove Ownership	659	START	1588030200814	1588030200814
REQUEST	653		Prove Owner	1588030200144	1588030200908	OK	 
USER	Prove Ownership	653	END	1588030200144	1588030200908
USER	Prove Ownership	660	START	1588030200924	1588030200924
REQUEST	654		Prove Owner	1588030200253	1588030200953	OK	 
USER	Prove Ownership	654	END	1588030200253	1588030200954
REQUEST	655		Prove Owner	1588030200363	1588030201019	OK	 
USER	Prove Ownership	655	END	1588030200363	1588030201019
USER	Prove Ownership	661	START	1588030201033	1588030201033
REQUEST	656		Prove Owner	1588030200474	1588030201135	OK	 
USER	Prove Ownership	656	END	1588030200473	1588030201135
USER	Prove Ownership	662	START	1588030201143	1588030201143
REQUEST	657		Prove Owner	1588030200585	1588030201165	OK	 
USER	Prove Ownership	657	END	1588030200584	1588030201166
USER	Prove Ownership	663	START	1588030201254	1588030201254
REQUEST	658		Prove Owner	1588030200704	1588030201271	OK	 
USER	Prove Ownership	658	END	1588030200703	1588030201272
REQUEST	659		Prove Owner	1588030200814	1588030201309	OK	 
USER	Prove Ownership	659	END	1588030200814	1588030201310
USER	Prove Ownership	664	START	1588030201365	1588030201365
REQUEST	660		Prove Owner	1588030200924	1588030201381	OK	 
USER	Prove Ownership	660	END	1588030200924	1588030201381
REQUEST	661		Prove Owner	1588030201033	1588030201409	OK	 
USER	Prove Ownership	661	END	1588030201033	1588030201410
USER	Prove Ownership	665	START	1588030201473	1588030201473
REQUEST	662		Prove Owner	1588030201144	1588030201482	OK	 
USER	Prove Ownership	662	END	1588030201143	1588030201483
REQUEST	663		Prove Owner	1588030201255	1588030201516	OK	 
USER	Prove Ownership	663	END	1588030201254	1588030201517
USER	Prove Ownership	666	START	1588030201584	1588030201584
REQUEST	664		Prove Owner	1588030201365	1588030201607	OK	 
USER	Prove Ownership	664	END	1588030201365	1588030201607
REQUEST	665		Prove Owner	1588030201474	1588030201631	OK	 
USER	Prove Ownership	665	END	1588030201473	1588030201631
REQUEST	666		Prove Owner	1588030201584	1588030201692	OK	 
USER	Prove Ownership	666	END	1588030201584	1588030201693
USER	Prove Ownership	667	START	1588030201704	1588030201704
REQUEST	667		Prove Owner	1588030201704	1588030201791	OK	 
USER	Prove Ownership	667	END	1588030201704	1588030201792
USER	Prove Ownership	668	START	1588030201815	1588030201815
REQUEST	668		Prove Owner	1588030201815	1588030201889	OK	 
USER	Prove Ownership	668	END	1588030201815	1588030201889
USER	Prove Ownership	669	START	1588030201923	1588030201923
REQUEST	669		Prove Owner	1588030201924	1588030201975	OK	 
USER	Prove Ownership	669	END	1588030201923	1588030201976
USER	Prove Ownership	670	START	1588030202034	1588030202034
REQUEST	670		Prove Owner	1588030202034	1588030202086	OK	 
USER	Prove Ownership	670	END	1588030202034	1588030202087
USER	Prove Ownership	671	START	1588030202144	1588030202144
REQUEST	671		Prove Owner	1588030202144	1588030202221	OK	 
USER	Prove Ownership	671	END	1588030202144	1588030202222
USER	Prove Ownership	672	START	1588030202254	1588030202254
REQUEST	672		Prove Owner	1588030202254	1588030202312	OK	 
USER	Prove Ownership	672	END	1588030202254	1588030202313
USER	Prove Ownership	673	START	1588030202364	1588030202364
REQUEST	673		Prove Owner	1588030202365	1588030202411	OK	 
USER	Prove Ownership	673	END	1588030202364	1588030202411
USER	Prove Ownership	674	START	1588030202473	1588030202473
