RUN	computerdatabase.ProveOwner	proveowner	1588092760519	9 per second	3.3.1
USER	Prove Ownership	25	START	1588092764594	1588092764594
REQUEST	25		Prove Owner	1588092764595	1588092764647	OK	 
USER	Prove Ownership	25	END	1588092764594	1588092764647
USER	Prove Ownership	26	START	1588092764704	1588092764704
REQUEST	26		Prove Owner	1588092764705	1588092764751	OK	 
USER	Prove Ownership	26	END	1588092764704	1588092764752
USER	Prove Ownership	27	START	1588092764814	1588092764814
REQUEST	27		Prove Owner	1588092764814	1588092764868	OK	 
USER	Prove Ownership	27	END	1588092764814	1588092764869
USER	Prove Ownership	28	START	1588092764923	1588092764923
REQUEST	28		Prove Owner	1588092764924	1588092764984	OK	 
USER	Prove Ownership	28	END	1588092764923	1588092764985
USER	Prove Ownership	29	START	1588092765033	1588092765033
REQUEST	29		Prove Owner	1588092765034	1588092765085	OK	 
USER	Prove Ownership	29	END	1588092765033	1588092765086
USER	Prove Ownership	30	START	1588092765154	1588092765154
REQUEST	30		Prove Owner	1588092765155	1588092765210	OK	 
USER	Prove Ownership	30	END	1588092765154	1588092765211
USER	Prove Ownership	31	START	1588092765263	1588092765263
REQUEST	31		Prove Owner	1588092765265	1588092765348	OK	 
USER	Prove Ownership	31	END	1588092765263	1588092765349
USER	Prove Ownership	32	START	1588092765376	1588092765376
REQUEST	32		Prove Owner	1588092765377	1588092765441	OK	 
USER	Prove Ownership	32	END	1588092765376	1588092765442
USER	Prove Ownership	33	START	1588092765484	1588092765484
REQUEST	33		Prove Owner	1588092765485	1588092765536	OK	 
USER	Prove Ownership	33	END	1588092765484	1588092765537
USER	Prove Ownership	34	START	1588092765594	1588092765594
REQUEST	34		Prove Owner	1588092765595	1588092765644	OK	 
USER	Prove Ownership	34	END	1588092765594	1588092765645
USER	Prove Ownership	35	START	1588092765704	1588092765704
REQUEST	35		Prove Owner	1588092765705	1588092765787	OK	 
USER	Prove Ownership	35	END	1588092765704	1588092765788
USER	Prove Ownership	36	START	1588092765814	1588092765814
REQUEST	36		Prove Owner	1588092765815	1588092765869	OK	 
USER	Prove Ownership	36	END	1588092765814	1588092765870
USER	Prove Ownership	37	START	1588092765924	1588092765924
REQUEST	37		Prove Owner	1588092765925	1588092766009	OK	 
USER	Prove Ownership	37	END	1588092765924	1588092766009
USER	Prove Ownership	38	START	1588092766035	1588092766035
REQUEST	38		Prove Owner	1588092766036	1588092766114	OK	 
USER	Prove Ownership	38	END	1588092766035	1588092766115
USER	Prove Ownership	39	START	1588092766154	1588092766154
REQUEST	39		Prove Owner	1588092766155	1588092766231	OK	 
USER	Prove Ownership	39	END	1588092766154	1588092766231
USER	Prove Ownership	40	START	1588092766264	1588092766264
REQUEST	40		Prove Owner	1588092766265	1588092766340	OK	 
USER	Prove Ownership	40	END	1588092766264	1588092766341
USER	Prove Ownership	41	START	1588092766374	1588092766374
REQUEST	41		Prove Owner	1588092766375	1588092766426	OK	 
USER	Prove Ownership	41	END	1588092766374	1588092766427
USER	Prove Ownership	42	START	1588092766484	1588092766484
REQUEST	42		Prove Owner	1588092766485	1588092766541	OK	 
USER	Prove Ownership	42	END	1588092766484	1588092766542
USER	Prove Ownership	43	START	1588092766595	1588092766595
REQUEST	43		Prove Owner	1588092766597	1588092766640	OK	 
USER	Prove Ownership	43	END	1588092766595	1588092766640
USER	Prove Ownership	44	START	1588092766704	1588092766704
REQUEST	44		Prove Owner	1588092766705	1588092766759	OK	 
USER	Prove Ownership	44	END	1588092766704	1588092766759
USER	Prove Ownership	45	START	1588092766815	1588092766815
REQUEST	45		Prove Owner	1588092766816	1588092766871	OK	 
USER	Prove Ownership	45	END	1588092766815	1588092766872
USER	Prove Ownership	46	START	1588092766925	1588092766925
REQUEST	46		Prove Owner	1588092766926	1588092766986	OK	 
USER	Prove Ownership	46	END	1588092766925	1588092766986
USER	Prove Ownership	47	START	1588092767035	1588092767035
REQUEST	47		Prove Owner	1588092767037	1588092767095	OK	 
USER	Prove Ownership	47	END	1588092767035	1588092767095
USER	Prove Ownership	48	START	1588092767155	1588092767155
REQUEST	48		Prove Owner	1588092767157	1588092767237	OK	 
USER	Prove Ownership	48	END	1588092767155	1588092767238
USER	Prove Ownership	49	START	1588092767263	1588092767263
REQUEST	49		Prove Owner	1588092767264	1588092767336	OK	 
USER	Prove Ownership	49	END	1588092767263	1588092767337
USER	Prove Ownership	50	START	1588092767376	1588092767376
REQUEST	50		Prove Owner	1588092767376	1588092767445	OK	 
USER	Prove Ownership	50	END	1588092767376	1588092767446
USER	Prove Ownership	51	START	1588092767484	1588092767484
REQUEST	51		Prove Owner	1588092767485	1588092767533	OK	 
USER	Prove Ownership	51	END	1588092767484	1588092767534
USER	Prove Ownership	52	START	1588092767594	1588092767594
REQUEST	52		Prove Owner	1588092767596	1588092767644	OK	 
USER	Prove Ownership	52	END	1588092767594	1588092767644
USER	Prove Ownership	53	START	1588092767704	1588092767704
USER	Prove Ownership	54	START	1588092767814	1588092767814
REQUEST	53		Prove Owner	1588092767705	1588092767914	OK	 
USER	Prove Ownership	53	END	1588092767704	1588092767915
USER	Prove Ownership	55	START	1588092767924	1588092767924
REQUEST	54		Prove Owner	1588092767814	1588092768018	OK	 
USER	Prove Ownership	54	END	1588092767814	1588092768018
USER	Prove Ownership	56	START	1588092768034	1588092768034
REQUEST	55		Prove Owner	1588092767925	1588092768147	OK	 
USER	Prove Ownership	55	END	1588092767924	1588092768147
USER	Prove Ownership	57	START	1588092768154	1588092768154
USER	Prove Ownership	58	START	1588092768264	1588092768264
USER	Prove Ownership	59	START	1588092768374	1588092768374
REQUEST	56		Prove Owner	1588092768034	1588092768393	OK	 
USER	Prove Ownership	56	END	1588092768034	1588092768393
REQUEST	57		Prove Owner	1588092768155	1588092768415	OK	 
USER	Prove Ownership	57	END	1588092768154	1588092768416
USER	Prove Ownership	60	START	1588092768485	1588092768485
USER	Prove Ownership	61	START	1588092768593	1588092768593
REQUEST	59		Prove Owner	1588092768374	1588092768617	OK	 
USER	Prove Ownership	59	END	1588092768374	1588092768618
REQUEST	58		Prove Owner	1588092768265	1588092768660	OK	 
USER	Prove Ownership	58	END	1588092768264	1588092768660
USER	Prove Ownership	62	START	1588092768704	1588092768704
USER	Prove Ownership	63	START	1588092768813	1588092768813
REQUEST	60		Prove Owner	1588092768485	1588092768832	OK	 
USER	Prove Ownership	60	END	1588092768485	1588092768833
REQUEST	61		Prove Owner	1588092768594	1588092768881	OK	 
USER	Prove Ownership	61	END	1588092768593	1588092768881
USER	Prove Ownership	64	START	1588092768924	1588092768924
REQUEST	62		Prove Owner	1588092768705	1588092768952	OK	 
USER	Prove Ownership	62	END	1588092768704	1588092768953
REQUEST	63		Prove Owner	1588092768815	1588092768978	OK	 
USER	Prove Ownership	63	END	1588092768813	1588092768979
REQUEST	64		Prove Owner	1588092768925	1588092769020	OK	 
USER	Prove Ownership	64	END	1588092768924	1588092769021
USER	Prove Ownership	65	START	1588092769035	1588092769035
REQUEST	65		Prove Owner	1588092769036	1588092769081	OK	 
USER	Prove Ownership	65	END	1588092769035	1588092769081
USER	Prove Ownership	66	START	1588092769145	1588092769145
REQUEST	66		Prove Owner	1588092769145	1588092769194	OK	 
USER	Prove Ownership	66	END	1588092769145	1588092769195
USER	Prove Ownership	67	START	1588092769265	1588092769265
REQUEST	67		Prove Owner	1588092769267	1588092769368	OK	 
USER	Prove Ownership	67	END	1588092769265	1588092769369
USER	Prove Ownership	68	START	1588092769373	1588092769373
REQUEST	68		Prove Owner	1588092769374	1588092769433	OK	 
USER	Prove Ownership	68	END	1588092769373	1588092769434
USER	Prove Ownership	69	START	1588092769484	1588092769484
REQUEST	69		Prove Owner	1588092769485	1588092769530	OK	 
USER	Prove Ownership	69	END	1588092769484	1588092769530
USER	Prove Ownership	70	START	1588092769595	1588092769595
REQUEST	70		Prove Owner	1588092769595	1588092769644	OK	 
USER	Prove Ownership	70	END	1588092769595	1588092769645
USER	Prove Ownership	71	START	1588092769704	1588092769704
REQUEST	71		Prove Owner	1588092769705	1588092769776	OK	 
USER	Prove Ownership	71	END	1588092769704	1588092769777
USER	Prove Ownership	72	START	1588092769814	1588092769814
REQUEST	72		Prove Owner	1588092769814	1588092769884	OK	 
USER	Prove Ownership	72	END	1588092769814	1588092769884
USER	Prove Ownership	73	START	1588092769924	1588092769924
REQUEST	73		Prove Owner	1588092769925	1588092769977	OK	 
USER	Prove Ownership	73	END	1588092769924	1588092769977
USER	Prove Ownership	74	START	1588092770034	1588092770034
REQUEST	74		Prove Owner	1588092770035	1588092770084	OK	 
USER	Prove Ownership	74	END	1588092770034	1588092770084
USER	Prove Ownership	75	START	1588092770155	1588092770155
REQUEST	75		Prove Owner	1588092770156	1588092770209	OK	 
USER	Prove Ownership	75	END	1588092770155	1588092770209
USER	Prove Ownership	76	START	1588092770265	1588092770265
REQUEST	76		Prove Owner	1588092770266	1588092770344	OK	 
USER	Prove Ownership	76	END	1588092770265	1588092770345
USER	Prove Ownership	77	START	1588092770375	1588092770375
REQUEST	77		Prove Owner	1588092770376	1588092770429	OK	 
USER	Prove Ownership	77	END	1588092770375	1588092770429
USER	Prove Ownership	78	START	1588092770484	1588092770484
REQUEST	78		Prove Owner	1588092770485	1588092770544	OK	 
USER	Prove Ownership	78	END	1588092770484	1588092770544
USER	Prove Ownership	79	START	1588092770595	1588092770595
REQUEST	79		Prove Owner	1588092770596	1588092770646	OK	 
USER	Prove Ownership	79	END	1588092770595	1588092770647
USER	Prove Ownership	80	START	1588092770704	1588092770704
REQUEST	80		Prove Owner	1588092770705	1588092770770	OK	 
USER	Prove Ownership	80	END	1588092770704	1588092770770
USER	Prove Ownership	81	START	1588092770813	1588092770813
REQUEST	81		Prove Owner	1588092770814	1588092770878	OK	 
USER	Prove Ownership	81	END	1588092770813	1588092770879
USER	Prove Ownership	82	START	1588092770924	1588092770924
REQUEST	82		Prove Owner	1588092770924	1588092770968	OK	 
USER	Prove Ownership	82	END	1588092770924	1588092770968
USER	Prove Ownership	83	START	1588092771034	1588092771034
REQUEST	83		Prove Owner	1588092771035	1588092771077	OK	 
USER	Prove Ownership	83	END	1588092771034	1588092771078
USER	Prove Ownership	84	START	1588092771155	1588092771155
REQUEST	84		Prove Owner	1588092771156	1588092771203	OK	 
USER	Prove Ownership	84	END	1588092771155	1588092771204
USER	Prove Ownership	85	START	1588092771264	1588092771264
REQUEST	85		Prove Owner	1588092771265	1588092771319	OK	 
USER	Prove Ownership	85	END	1588092771264	1588092771320
USER	Prove Ownership	86	START	1588092771373	1588092771373
REQUEST	86		Prove Owner	1588092771375	1588092771426	OK	 
USER	Prove Ownership	86	END	1588092771373	1588092771426
USER	Prove Ownership	87	START	1588092771484	1588092771484
REQUEST	87		Prove Owner	1588092771485	1588092771538	OK	 
USER	Prove Ownership	87	END	1588092771484	1588092771539
USER	Prove Ownership	88	START	1588092771594	1588092771594
REQUEST	88		Prove Owner	1588092771595	1588092771645	OK	 
USER	Prove Ownership	88	END	1588092771594	1588092771646
USER	Prove Ownership	89	START	1588092771704	1588092771704
REQUEST	89		Prove Owner	1588092771705	1588092771778	OK	 
USER	Prove Ownership	89	END	1588092771704	1588092771778
USER	Prove Ownership	90	START	1588092771814	1588092771814
REQUEST	90		Prove Owner	1588092771815	1588092771880	OK	 
USER	Prove Ownership	90	END	1588092771814	1588092771880
USER	Prove Ownership	91	START	1588092771923	1588092771923
REQUEST	91		Prove Owner	1588092771924	1588092771977	OK	 
USER	Prove Ownership	91	END	1588092771923	1588092771977
USER	Prove Ownership	92	START	1588092772035	1588092772035
REQUEST	92		Prove Owner	1588092772036	1588092772088	OK	 
USER	Prove Ownership	92	END	1588092772035	1588092772089
USER	Prove Ownership	93	START	1588092772154	1588092772154
USER	Prove Ownership	94	START	1588092772264	1588092772264
REQUEST	93		Prove Owner	1588092772157	1588092772290	OK	 
USER	Prove Ownership	93	END	1588092772154	1588092772290
REQUEST	94		Prove Owner	1588092772265	1588092772355	OK	 
USER	Prove Ownership	94	END	1588092772264	1588092772356
USER	Prove Ownership	95	START	1588092772374	1588092772374
REQUEST	95		Prove Owner	1588092772375	1588092772434	OK	 
USER	Prove Ownership	95	END	1588092772374	1588092772434
USER	Prove Ownership	96	START	1588092772484	1588092772484
REQUEST	96		Prove Owner	1588092772485	1588092772544	OK	 
USER	Prove Ownership	96	END	1588092772484	1588092772544
USER	Prove Ownership	97	START	1588092772594	1588092772594
REQUEST	97		Prove Owner	1588092772595	1588092772646	OK	 
USER	Prove Ownership	97	END	1588092772594	1588092772646
USER	Prove Ownership	98	START	1588092772704	1588092772704
REQUEST	98		Prove Owner	1588092772705	1588092772761	OK	 
USER	Prove Ownership	98	END	1588092772704	1588092772761
USER	Prove Ownership	99	START	1588092772814	1588092772814
REQUEST	99		Prove Owner	1588092772815	1588092772879	OK	 
USER	Prove Ownership	99	END	1588092772814	1588092772879
USER	Prove Ownership	100	START	1588092772924	1588092772924
REQUEST	100		Prove Owner	1588092772925	1588092772979	OK	 
USER	Prove Ownership	100	END	1588092772924	1588092772980
USER	Prove Ownership	101	START	1588092773035	1588092773035
REQUEST	101		Prove Owner	1588092773036	1588092773094	OK	 
USER	Prove Ownership	101	END	1588092773035	1588092773095
USER	Prove Ownership	102	START	1588092773144	1588092773144
REQUEST	102		Prove Owner	1588092773145	1588092773192	OK	 
USER	Prove Ownership	102	END	1588092773144	1588092773193
USER	Prove Ownership	103	START	1588092773253	1588092773253
USER	Prove Ownership	104	START	1588092773375	1588092773375
REQUEST	103		Prove Owner	1588092773255	1588092773378	OK	 
USER	Prove Ownership	103	END	1588092773253	1588092773378
REQUEST	104		Prove Owner	1588092773376	1588092773440	OK	 
USER	Prove Ownership	104	END	1588092773375	1588092773441
USER	Prove Ownership	105	START	1588092773484	1588092773484
REQUEST	105		Prove Owner	1588092773485	1588092773535	OK	 
USER	Prove Ownership	105	END	1588092773484	1588092773536
USER	Prove Ownership	106	START	1588092773594	1588092773594
REQUEST	106		Prove Owner	1588092773595	1588092773645	OK	 
USER	Prove Ownership	106	END	1588092773594	1588092773646
USER	Prove Ownership	107	START	1588092773704	1588092773704
REQUEST	107		Prove Owner	1588092773705	1588092773751	OK	 
USER	Prove Ownership	107	END	1588092773704	1588092773751
USER	Prove Ownership	108	START	1588092773814	1588092773814
REQUEST	108		Prove Owner	1588092773815	1588092773874	OK	 
USER	Prove Ownership	108	END	1588092773814	1588092773875
USER	Prove Ownership	109	START	1588092773924	1588092773924
REQUEST	109		Prove Owner	1588092773925	1588092773976	OK	 
USER	Prove Ownership	109	END	1588092773924	1588092773976
USER	Prove Ownership	110	START	1588092774034	1588092774034
REQUEST	110		Prove Owner	1588092774035	1588092774086	OK	 
USER	Prove Ownership	110	END	1588092774034	1588092774086
USER	Prove Ownership	111	START	1588092774144	1588092774144
REQUEST	111		Prove Owner	1588092774145	1588092774197	OK	 
USER	Prove Ownership	111	END	1588092774144	1588092774198
USER	Prove Ownership	112	START	1588092774254	1588092774254
REQUEST	112		Prove Owner	1588092774255	1588092774319	OK	 
USER	Prove Ownership	112	END	1588092774254	1588092774320
USER	Prove Ownership	113	START	1588092774376	1588092774376
REQUEST	113		Prove Owner	1588092774377	1588092774434	OK	 
USER	Prove Ownership	113	END	1588092774376	1588092774434
USER	Prove Ownership	114	START	1588092774484	1588092774484
REQUEST	114		Prove Owner	1588092774485	1588092774542	OK	 
USER	Prove Ownership	114	END	1588092774484	1588092774543
USER	Prove Ownership	115	START	1588092774595	1588092774595
REQUEST	115		Prove Owner	1588092774596	1588092774649	OK	 
USER	Prove Ownership	115	END	1588092774595	1588092774650
USER	Prove Ownership	116	START	1588092774704	1588092774704
REQUEST	116		Prove Owner	1588092774705	1588092774759	OK	 
USER	Prove Ownership	116	END	1588092774704	1588092774760
USER	Prove Ownership	117	START	1588092774813	1588092774813
REQUEST	117		Prove Owner	1588092774814	1588092774885	OK	 
USER	Prove Ownership	117	END	1588092774813	1588092774886
USER	Prove Ownership	118	START	1588092774925	1588092774925
REQUEST	118		Prove Owner	1588092774926	1588092774985	OK	 
USER	Prove Ownership	118	END	1588092774925	1588092774986
USER	Prove Ownership	119	START	1588092775036	1588092775036
REQUEST	119		Prove Owner	1588092775037	1588092775089	OK	 
USER	Prove Ownership	119	END	1588092775036	1588092775089
USER	Prove Ownership	120	START	1588092775154	1588092775154
REQUEST	120		Prove Owner	1588092775155	1588092775211	OK	 
USER	Prove Ownership	120	END	1588092775154	1588092775212
USER	Prove Ownership	121	START	1588092775263	1588092775263
REQUEST	121		Prove Owner	1588092775264	1588092775332	OK	 
USER	Prove Ownership	121	END	1588092775263	1588092775332
USER	Prove Ownership	122	START	1588092775373	1588092775373
REQUEST	122		Prove Owner	1588092775374	1588092775443	OK	 
USER	Prove Ownership	122	END	1588092775373	1588092775444
USER	Prove Ownership	123	START	1588092775484	1588092775484
REQUEST	123		Prove Owner	1588092775485	1588092775545	OK	 
USER	Prove Ownership	123	END	1588092775484	1588092775545
USER	Prove Ownership	124	START	1588092775594	1588092775594
REQUEST	124		Prove Owner	1588092775595	1588092775654	OK	 
USER	Prove Ownership	124	END	1588092775594	1588092775655
USER	Prove Ownership	125	START	1588092775704	1588092775704
REQUEST	125		Prove Owner	1588092775704	1588092775765	OK	 
USER	Prove Ownership	125	END	1588092775704	1588092775766
USER	Prove Ownership	126	START	1588092775814	1588092775814
REQUEST	126		Prove Owner	1588092775817	1588092775920	OK	 
USER	Prove Ownership	126	END	1588092775814	1588092775921
USER	Prove Ownership	127	START	1588092775923	1588092775923
REQUEST	127		Prove Owner	1588092775924	1588092776000	OK	 
USER	Prove Ownership	127	END	1588092775923	1588092776001
USER	Prove Ownership	128	START	1588092776034	1588092776034
REQUEST	128		Prove Owner	1588092776035	1588092776094	OK	 
USER	Prove Ownership	128	END	1588092776034	1588092776095
USER	Prove Ownership	129	START	1588092776144	1588092776144
REQUEST	129		Prove Owner	1588092776145	1588092776203	OK	 
USER	Prove Ownership	129	END	1588092776144	1588092776204
USER	Prove Ownership	130	START	1588092776264	1588092776264
REQUEST	130		Prove Owner	1588092776264	1588092776324	OK	 
USER	Prove Ownership	130	END	1588092776264	1588092776325
USER	Prove Ownership	131	START	1588092776374	1588092776374
REQUEST	131		Prove Owner	1588092776375	1588092776428	OK	 
USER	Prove Ownership	131	END	1588092776374	1588092776429
USER	Prove Ownership	132	START	1588092776484	1588092776484
REQUEST	132		Prove Owner	1588092776485	1588092776533	OK	 
USER	Prove Ownership	132	END	1588092776484	1588092776534
USER	Prove Ownership	133	START	1588092776594	1588092776594
REQUEST	133		Prove Owner	1588092776595	1588092776642	OK	 
USER	Prove Ownership	133	END	1588092776594	1588092776642
USER	Prove Ownership	134	START	1588092776703	1588092776703
REQUEST	134		Prove Owner	1588092776704	1588092776750	OK	 
USER	Prove Ownership	134	END	1588092776703	1588092776750
USER	Prove Ownership	135	START	1588092776815	1588092776815
REQUEST	135		Prove Owner	1588092776815	1588092776872	OK	 
USER	Prove Ownership	135	END	1588092776815	1588092776872
USER	Prove Ownership	136	START	1588092776924	1588092776924
REQUEST	136		Prove Owner	1588092776925	1588092776977	OK	 
USER	Prove Ownership	136	END	1588092776924	1588092776977
USER	Prove Ownership	137	START	1588092777035	1588092777035
REQUEST	137		Prove Owner	1588092777036	1588092777091	OK	 
USER	Prove Ownership	137	END	1588092777035	1588092777092
USER	Prove Ownership	138	START	1588092777145	1588092777145
REQUEST	138		Prove Owner	1588092777147	1588092777232	OK	 
USER	Prove Ownership	138	END	1588092777145	1588092777233
USER	Prove Ownership	139	START	1588092777265	1588092777265
REQUEST	139		Prove Owner	1588092777265	1588092777330	OK	 
USER	Prove Ownership	139	END	1588092777265	1588092777331
USER	Prove Ownership	140	START	1588092777374	1588092777374
REQUEST	140		Prove Owner	1588092777375	1588092777428	OK	 
USER	Prove Ownership	140	END	1588092777374	1588092777428
USER	Prove Ownership	141	START	1588092777485	1588092777485
REQUEST	141		Prove Owner	1588092777486	1588092777540	OK	 
USER	Prove Ownership	141	END	1588092777485	1588092777540
USER	Prove Ownership	142	START	1588092777594	1588092777594
REQUEST	142		Prove Owner	1588092777595	1588092777656	OK	 
USER	Prove Ownership	142	END	1588092777594	1588092777657
USER	Prove Ownership	143	START	1588092777704	1588092777704
USER	Prove Ownership	144	START	1588092777814	1588092777814
REQUEST	143		Prove Owner	1588092777705	1588092777846	OK	 
USER	Prove Ownership	143	END	1588092777704	1588092777847
USER	Prove Ownership	145	START	1588092777924	1588092777924
REQUEST	144		Prove Owner	1588092777815	1588092777938	OK	 
USER	Prove Ownership	144	END	1588092777814	1588092777939
USER	Prove Ownership	146	START	1588092778033	1588092778033
REQUEST	145		Prove Owner	1588092777925	1588092778088	OK	 
USER	Prove Ownership	145	END	1588092777924	1588092778088
USER	Prove Ownership	147	START	1588092778144	1588092778144
REQUEST	146		Prove Owner	1588092778034	1588092778217	OK	 
USER	Prove Ownership	146	END	1588092778033	1588092778217
USER	Prove Ownership	148	START	1588092778263	1588092778263
USER	Prove Ownership	149	START	1588092778374	1588092778374
REQUEST	147		Prove Owner	1588092778144	1588092778467	OK	 
USER	Prove Ownership	147	END	1588092778144	1588092778468
USER	Prove Ownership	150	START	1588092778483	1588092778483
REQUEST	148		Prove Owner	1588092778264	1588092778524	OK	 
USER	Prove Ownership	148	END	1588092778263	1588092778525
USER	Prove Ownership	151	START	1588092778593	1588092778593
REQUEST	150		Prove Owner	1588092778484	1588092778665	OK	 
USER	Prove Ownership	150	END	1588092778483	1588092778665
REQUEST	149		Prove Owner	1588092778374	1588092778685	OK	 
USER	Prove Ownership	149	END	1588092778374	1588092778685
USER	Prove Ownership	152	START	1588092778705	1588092778705
REQUEST	151		Prove Owner	1588092778594	1588092778739	OK	 
USER	Prove Ownership	151	END	1588092778593	1588092778739
REQUEST	152		Prove Owner	1588092778705	1588092778770	OK	 
USER	Prove Ownership	152	END	1588092778705	1588092778770
USER	Prove Ownership	153	START	1588092778816	1588092778816
REQUEST	153		Prove Owner	1588092778817	1588092778876	OK	 
USER	Prove Ownership	153	END	1588092778816	1588092778877
USER	Prove Ownership	154	START	1588092778924	1588092778924
REQUEST	154		Prove Owner	1588092778925	1588092778971	OK	 
USER	Prove Ownership	154	END	1588092778924	1588092778971
USER	Prove Ownership	155	START	1588092779036	1588092779036
REQUEST	155		Prove Owner	1588092779036	1588092779081	OK	 
USER	Prove Ownership	155	END	1588092779036	1588092779082
USER	Prove Ownership	156	START	1588092779144	1588092779144
REQUEST	156		Prove Owner	1588092779144	1588092779193	OK	 
USER	Prove Ownership	156	END	1588092779144	1588092779194
USER	Prove Ownership	157	START	1588092779265	1588092779265
REQUEST	157		Prove Owner	1588092779266	1588092779314	OK	 
USER	Prove Ownership	157	END	1588092779265	1588092779314
USER	Prove Ownership	158	START	1588092779374	1588092779374
REQUEST	158		Prove Owner	1588092779375	1588092779447	OK	 
USER	Prove Ownership	158	END	1588092779374	1588092779447
USER	Prove Ownership	159	START	1588092779485	1588092779485
REQUEST	159		Prove Owner	1588092779485	1588092779532	OK	 
USER	Prove Ownership	159	END	1588092779485	1588092779533
USER	Prove Ownership	160	START	1588092779593	1588092779593
REQUEST	160		Prove Owner	1588092779594	1588092779639	OK	 
USER	Prove Ownership	160	END	1588092779593	1588092779639
USER	Prove Ownership	161	START	1588092779703	1588092779703
REQUEST	161		Prove Owner	1588092779704	1588092779756	OK	 
USER	Prove Ownership	161	END	1588092779703	1588092779757
USER	Prove Ownership	162	START	1588092779815	1588092779815
REQUEST	162		Prove Owner	1588092779817	1588092779878	OK	 
