RUN	computerdatabase.ProveOwner	proveowner	1604951016620	10 prove	3.3.1
USER	Prove Ownership	2986	START	1604951316650	1604951316650
USER	Prove Ownership	2987	START	1604951316750	1604951316750
REQUEST	2981		Prove Owner	1604951316149	1604951316803	OK	 
USER	Prove Ownership	2981	END	1604951316149	1604951316803
USER	Prove Ownership	2988	START	1604951316849	1604951316849
USER	Prove Ownership	2989	START	1604951316950	1604951316950
REQUEST	2982		Prove Owner	1604951316250	1604951316968	OK	 
USER	Prove Ownership	2982	END	1604951316250	1604951316968
USER	Prove Ownership	2990	START	1604951317050	1604951317050
USER	Prove Ownership	2991	START	1604951317149	1604951317149
USER	Prove Ownership	2992	START	1604951317250	1604951317250
REQUEST	2984		Prove Owner	1604951316450	1604951317282	OK	 
USER	Prove Ownership	2984	END	1604951316450	1604951317282
USER	Prove Ownership	2993	START	1604951317350	1604951317350
REQUEST	2985		Prove Owner	1604951316550	1604951317355	OK	 
USER	Prove Ownership	2985	END	1604951316549	1604951317355
REQUEST	2983		Prove Owner	1604951316351	1604951317401	OK	 
USER	Prove Ownership	2983	END	1604951316350	1604951317401
USER	Prove Ownership	2994	START	1604951317450	1604951317450
REQUEST	2986		Prove Owner	1604951316650	1604951317507	OK	 
USER	Prove Ownership	2986	END	1604951316650	1604951317507
USER	Prove Ownership	2995	START	1604951317549	1604951317549
REQUEST	2987		Prove Owner	1604951316750	1604951317631	OK	 
USER	Prove Ownership	2987	END	1604951316750	1604951317631
USER	Prove Ownership	2996	START	1604951317650	1604951317650
REQUEST	2988		Prove Owner	1604951316850	1604951317660	OK	 
USER	Prove Ownership	2988	END	1604951316849	1604951317660
REQUEST	2989		Prove Owner	1604951316950	1604951317705	OK	 
USER	Prove Ownership	2989	END	1604951316950	1604951317705
USER	Prove Ownership	2997	START	1604951317749	1604951317749
REQUEST	2990		Prove Owner	1604951317051	1604951317805	OK	 
USER	Prove Ownership	2990	END	1604951317050	1604951317805
REQUEST	2992		Prove Owner	1604951317251	1604951317829	OK	 
USER	Prove Ownership	2992	END	1604951317250	1604951317829
USER	Prove Ownership	2998	START	1604951317850	1604951317850
REQUEST	2991		Prove Owner	1604951317149	1604951317859	OK	 
USER	Prove Ownership	2991	END	1604951317149	1604951317860
USER	Prove Ownership	2999	START	1604951317950	1604951317950
REQUEST	2995		Prove Owner	1604951317549	1604951317998	OK	 
USER	Prove Ownership	2995	END	1604951317549	1604951317998
REQUEST	2994		Prove Owner	1604951317450	1604951318015	OK	 
USER	Prove Ownership	2994	END	1604951317450	1604951318015
USER	Prove Ownership	3000	START	1604951318049	1604951318049
REQUEST	2993		Prove Owner	1604951317350	1604951318076	OK	 
USER	Prove Ownership	2993	END	1604951317350	1604951318076
USER	Prove Ownership	3001	START	1604951318150	1604951318150
REQUEST	2996		Prove Owner	1604951317651	1604951318182	OK	 
USER	Prove Ownership	2996	END	1604951317650	1604951318183
REQUEST	2997		Prove Owner	1604951317750	1604951318221	OK	 
USER	Prove Ownership	2997	END	1604951317749	1604951318221
USER	Prove Ownership	3002	START	1604951318250	1604951318250
REQUEST	2998		Prove Owner	1604951317851	1604951318260	OK	 
USER	Prove Ownership	2998	END	1604951317850	1604951318261
USER	Prove Ownership	3003	START	1604951318350	1604951318350
REQUEST	2999		Prove Owner	1604951317950	1604951318361	OK	 
USER	Prove Ownership	2999	END	1604951317950	1604951318362
USER	Prove Ownership	3004	START	1604951318450	1604951318450
REQUEST	3000		Prove Owner	1604951318050	1604951318464	OK	 
USER	Prove Ownership	3000	END	1604951318049	1604951318464
REQUEST	3001		Prove Owner	1604951318150	1604951318508	OK	 
USER	Prove Ownership	3001	END	1604951318150	1604951318509
USER	Prove Ownership	3005	START	1604951318549	1604951318549
REQUEST	3002		Prove Owner	1604951318250	1604951318601	OK	 
USER	Prove Ownership	3002	END	1604951318250	1604951318601
REQUEST	3003		Prove Owner	1604951318351	1604951318632	OK	 
USER	Prove Ownership	3003	END	1604951318350	1604951318633
USER	Prove Ownership	3006	START	1604951318650	1604951318650
REQUEST	3004		Prove Owner	1604951318450	1604951318732	OK	 
USER	Prove Ownership	3004	END	1604951318450	1604951318732
USER	Prove Ownership	3007	START	1604951318750	1604951318750
REQUEST	3006		Prove Owner	1604951318650	1604951318765	OK	 
USER	Prove Ownership	3006	END	1604951318650	1604951318765
REQUEST	3005		Prove Owner	1604951318550	1604951318785	OK	 
USER	Prove Ownership	3005	END	1604951318549	1604951318786
REQUEST	3007		Prove Owner	1604951318750	1604951318836	OK	 
USER	Prove Ownership	3007	END	1604951318750	1604951318836
USER	Prove Ownership	3008	START	1604951318850	1604951318850
REQUEST	3008		Prove Owner	1604951318850	1604951318943	OK	 
USER	Prove Ownership	3008	END	1604951318850	1604951318943
USER	Prove Ownership	3009	START	1604951318951	1604951318951
REQUEST	3009		Prove Owner	1604951318951	1604951319030	OK	 
USER	Prove Ownership	3009	END	1604951318951	1604951319030
USER	Prove Ownership	3010	START	1604951319051	1604951319051
REQUEST	3010		Prove Owner	1604951319052	1604951319135	OK	 
USER	Prove Ownership	3010	END	1604951319051	1604951319136
USER	Prove Ownership	3011	START	1604951319149	1604951319149
REQUEST	3011		Prove Owner	1604951319149	1604951319208	OK	 
USER	Prove Ownership	3011	END	1604951319149	1604951319209
USER	Prove Ownership	3012	START	1604951319251	1604951319251
REQUEST	3012		Prove Owner	1604951319251	1604951319314	OK	 
USER	Prove Ownership	3012	END	1604951319251	1604951319315
USER	Prove Ownership	3013	START	1604951319351	1604951319351
REQUEST	3013		Prove Owner	1604951319351	1604951319419	OK	 
USER	Prove Ownership	3013	END	1604951319351	1604951319419
USER	Prove Ownership	3014	START	1604951319450	1604951319450
USER	Prove Ownership	3015	START	1604951319550	1604951319550
REQUEST	3014		Prove Owner	1604951319450	1604951319612	OK	 
USER	Prove Ownership	3014	END	1604951319450	1604951319612
USER	Prove Ownership	3016	START	1604951319650	1604951319650
REQUEST	3015		Prove Owner	1604951319551	1604951319694	OK	 
USER	Prove Ownership	3015	END	1604951319550	1604951319695
USER	Prove Ownership	3017	START	1604951319750	1604951319750
REQUEST	3016		Prove Owner	1604951319650	1604951319773	OK	 
USER	Prove Ownership	3016	END	1604951319650	1604951319773
REQUEST	3017		Prove Owner	1604951319750	1604951319844	OK	 
USER	Prove Ownership	3017	END	1604951319750	1604951319844
USER	Prove Ownership	3018	START	1604951319849	1604951319849
REQUEST	3018		Prove Owner	1604951319850	1604951319921	OK	 
USER	Prove Ownership	3018	END	1604951319849	1604951319921
USER	Prove Ownership	3019	START	1604951319951	1604951319951
USER	Prove Ownership	3020	START	1604951320050	1604951320050
REQUEST	3019		Prove Owner	1604951319951	1604951320056	OK	 
USER	Prove Ownership	3019	END	1604951319951	1604951320056
REQUEST	3020		Prove Owner	1604951320051	1604951320125	OK	 
USER	Prove Ownership	3020	END	1604951320050	1604951320125
USER	Prove Ownership	3021	START	1604951320151	1604951320151
REQUEST	3021		Prove Owner	1604951320152	1604951320218	OK	 
USER	Prove Ownership	3021	END	1604951320151	1604951320219
USER	Prove Ownership	3022	START	1604951320251	1604951320251
REQUEST	3022		Prove Owner	1604951320251	1604951320324	OK	 
USER	Prove Ownership	3022	END	1604951320251	1604951320324
USER	Prove Ownership	3023	START	1604951320351	1604951320351
REQUEST	3023		Prove Owner	1604951320351	1604951320420	OK	 
USER	Prove Ownership	3023	END	1604951320351	1604951320420
USER	Prove Ownership	3024	START	1604951320451	1604951320451
REQUEST	3024		Prove Owner	1604951320451	1604951320550	OK	 
USER	Prove Ownership	3025	START	1604951320550	1604951320550
USER	Prove Ownership	3024	END	1604951320451	1604951320550
USER	Prove Ownership	3026	START	1604951320650	1604951320650
REQUEST	3025		Prove Owner	1604951320550	1604951320675	OK	 
USER	Prove Ownership	3025	END	1604951320550	1604951320676
USER	Prove Ownership	3027	START	1604951320751	1604951320751
REQUEST	3026		Prove Owner	1604951320650	1604951320779	OK	 
USER	Prove Ownership	3026	END	1604951320650	1604951320780
USER	Prove Ownership	3028	START	1604951320850	1604951320850
REQUEST	3027		Prove Owner	1604951320751	1604951320936	OK	 
USER	Prove Ownership	3027	END	1604951320751	1604951320936
USER	Prove Ownership	3029	START	1604951320949	1604951320949
USER	Prove Ownership	3030	START	1604951321050	1604951321050
REQUEST	3028		Prove Owner	1604951320850	1604951321144	OK	 
USER	Prove Ownership	3028	END	1604951320850	1604951321144
USER	Prove Ownership	3031	START	1604951321149	1604951321149
REQUEST	3030		Prove Owner	1604951321051	1604951321213	OK	 
USER	Prove Ownership	3030	END	1604951321050	1604951321213
REQUEST	3029		Prove Owner	1604951320950	1604951321240	OK	 
USER	Prove Ownership	3029	END	1604951320949	1604951321241
USER	Prove Ownership	3032	START	1604951321249	1604951321249
REQUEST	3031		Prove Owner	1604951321150	1604951321275	OK	 
USER	Prove Ownership	3031	END	1604951321149	1604951321275
REQUEST	3032		Prove Owner	1604951321250	1604951321340	OK	 
USER	Prove Ownership	3032	END	1604951321249	1604951321340
USER	Prove Ownership	3033	START	1604951321350	1604951321350
REQUEST	3033		Prove Owner	1604951321350	1604951321424	OK	 
USER	Prove Ownership	3033	END	1604951321350	1604951321425
USER	Prove Ownership	3034	START	1604951321450	1604951321450
REQUEST	3034		Prove Owner	1604951321450	1604951321523	OK	 
USER	Prove Ownership	3034	END	1604951321450	1604951321524
USER	Prove Ownership	3035	START	1604951321550	1604951321550
REQUEST	3035		Prove Owner	1604951321551	1604951321630	OK	 
USER	Prove Ownership	3035	END	1604951321550	1604951321630
USER	Prove Ownership	3036	START	1604951321650	1604951321650
REQUEST	3036		Prove Owner	1604951321650	1604951321716	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	3036	END	1604951321650	1604951321717
USER	Prove Ownership	3037	START	1604951321750	1604951321750
REQUEST	3037		Prove Owner	1604951321751	1604951321837	OK	 
USER	Prove Ownership	3037	END	1604951321750	1604951321837
USER	Prove Ownership	3038	START	1604951321850	1604951321850
REQUEST	3038		Prove Owner	1604951321851	1604951321919	OK	 
USER	Prove Ownership	3038	END	1604951321850	1604951321920
USER	Prove Ownership	3039	START	1604951321951	1604951321951
USER	Prove Ownership	3040	START	1604951322050	1604951322050
REQUEST	3039		Prove Owner	1604951321951	1604951322120	OK	 
USER	Prove Ownership	3039	END	1604951321951	1604951322120
USER	Prove Ownership	3041	START	1604951322150	1604951322150
REQUEST	3040		Prove Owner	1604951322051	1604951322178	OK	 
USER	Prove Ownership	3040	END	1604951322050	1604951322179
REQUEST	3041		Prove Owner	1604951322151	1604951322229	OK	 
USER	Prove Ownership	3041	END	1604951322150	1604951322230
USER	Prove Ownership	3042	START	1604951322251	1604951322251
REQUEST	3042		Prove Owner	1604951322252	1604951322337	OK	 
USER	Prove Ownership	3042	END	1604951322251	1604951322337
USER	Prove Ownership	3043	START	1604951322350	1604951322350
REQUEST	3043		Prove Owner	1604951322350	1604951322426	OK	 
USER	Prove Ownership	3043	END	1604951322350	1604951322426
USER	Prove Ownership	3044	START	1604951322450	1604951322450
REQUEST	3044		Prove Owner	1604951322451	1604951322537	OK	 
USER	Prove Ownership	3044	END	1604951322450	1604951322537
USER	Prove Ownership	3045	START	1604951322549	1604951322549
REQUEST	3045		Prove Owner	1604951322550	1604951322643	OK	 
USER	Prove Ownership	3045	END	1604951322549	1604951322643
USER	Prove Ownership	3046	START	1604951322650	1604951322650
REQUEST	3046		Prove Owner	1604951322650	1604951322734	OK	 
USER	Prove Ownership	3046	END	1604951322650	1604951322735
USER	Prove Ownership	3047	START	1604951322749	1604951322749
REQUEST	3047		Prove Owner	1604951322749	1604951322827	OK	 
USER	Prove Ownership	3047	END	1604951322749	1604951322827
USER	Prove Ownership	3048	START	1604951322852	1604951322852
REQUEST	3048		Prove Owner	1604951322852	1604951322942	OK	 
USER	Prove Ownership	3048	END	1604951322852	1604951322942
USER	Prove Ownership	3049	START	1604951322950	1604951322950
USER	Prove Ownership	3050	START	1604951323050	1604951323050
REQUEST	3049		Prove Owner	1604951322950	1604951323139	OK	 
USER	Prove Ownership	3049	END	1604951322950	1604951323139
USER	Prove Ownership	3051	START	1604951323150	1604951323150
REQUEST	3050		Prove Owner	1604951323051	1604951323238	OK	 
USER	Prove Ownership	3050	END	1604951323050	1604951323239
USER	Prove Ownership	3052	START	1604951323250	1604951323250
REQUEST	3051		Prove Owner	1604951323150	1604951323302	OK	 
USER	Prove Ownership	3051	END	1604951323150	1604951323303
USER	Prove Ownership	3053	START	1604951323350	1604951323350
USER	Prove Ownership	3054	START	1604951323451	1604951323451
REQUEST	3052		Prove Owner	1604951323250	1604951323499	OK	 
USER	Prove Ownership	3052	END	1604951323250	1604951323499
USER	Prove Ownership	3055	START	1604951323551	1604951323551
USER	Prove Ownership	3056	START	1604951323649	1604951323649
REQUEST	3053		Prove Owner	1604951323351	1604951323665	OK	 
USER	Prove Ownership	3053	END	1604951323350	1604951323666
REQUEST	3054		Prove Owner	1604951323451	1604951323703	OK	 
USER	Prove Ownership	3054	END	1604951323451	1604951323703
REQUEST	3055		Prove Owner	1604951323552	1604951323734	OK	 
USER	Prove Ownership	3055	END	1604951323551	1604951323734
USER	Prove Ownership	3057	START	1604951323751	1604951323751
REQUEST	3056		Prove Owner	1604951323650	1604951323796	OK	 
USER	Prove Ownership	3056	END	1604951323649	1604951323796
REQUEST	3057		Prove Owner	1604951323751	1604951323840	OK	 
USER	Prove Ownership	3057	END	1604951323751	1604951323840
USER	Prove Ownership	3058	START	1604951323850	1604951323850
REQUEST	3058		Prove Owner	1604951323850	1604951323912	OK	 
USER	Prove Ownership	3058	END	1604951323850	1604951323912
USER	Prove Ownership	3059	START	1604951323950	1604951323950
REQUEST	3059		Prove Owner	1604951323951	1604951324026	OK	 
USER	Prove Ownership	3059	END	1604951323950	1604951324026
USER	Prove Ownership	3060	START	1604951324051	1604951324051
USER	Prove Ownership	3061	START	1604951324151	1604951324151
REQUEST	3060		Prove Owner	1604951324051	1604951324185	OK	 
USER	Prove Ownership	3060	END	1604951324051	1604951324185
REQUEST	3061		Prove Owner	1604951324152	1604951324235	OK	 
USER	Prove Ownership	3061	END	1604951324151	1604951324236
USER	Prove Ownership	3062	START	1604951324250	1604951324250
REQUEST	3062		Prove Owner	1604951324250	1604951324324	OK	 
USER	Prove Ownership	3062	END	1604951324250	1604951324324
USER	Prove Ownership	3063	START	1604951324352	1604951324352
REQUEST	3063		Prove Owner	1604951324352	1604951324425	OK	 
USER	Prove Ownership	3063	END	1604951324352	1604951324425
USER	Prove Ownership	3064	START	1604951324451	1604951324451
USER	Prove Ownership	3065	START	1604951324552	1604951324552
REQUEST	3064		Prove Owner	1604951324451	1604951324628	OK	 
USER	Prove Ownership	3064	END	1604951324451	1604951324629
USER	Prove Ownership	3066	START	1604951324650	1604951324650
REQUEST	3065		Prove Owner	1604951324553	1604951324698	OK	 
USER	Prove Ownership	3065	END	1604951324552	1604951324699
USER	Prove Ownership	3067	START	1604951324752	1604951324752
REQUEST	3066		Prove Owner	1604951324651	1604951324753	OK	 
USER	Prove Ownership	3066	END	1604951324650	1604951324753
REQUEST	3067		Prove Owner	1604951324752	1604951324808	OK	 
USER	Prove Ownership	3067	END	1604951324752	1604951324808
USER	Prove Ownership	3068	START	1604951324849	1604951324849
REQUEST	3068		Prove Owner	1604951324849	1604951324923	OK	 
USER	Prove Ownership	3068	END	1604951324849	1604951324923
USER	Prove Ownership	3069	START	1604951324951	1604951324951
REQUEST	3069		Prove Owner	1604951324952	1604951325024	OK	 
USER	Prove Ownership	3069	END	1604951324951	1604951325024
USER	Prove Ownership	3070	START	1604951325049	1604951325049
USER	Prove Ownership	3071	START	1604951325150	1604951325150
REQUEST	3070		Prove Owner	1604951325050	1604951325174	OK	 
USER	Prove Ownership	3070	END	1604951325049	1604951325174
REQUEST	3071		Prove Owner	1604951325150	1604951325237	OK	 
USER	Prove Ownership	3071	END	1604951325150	1604951325237
USER	Prove Ownership	3072	START	1604951325250	1604951325250
REQUEST	3072		Prove Owner	1604951325250	1604951325327	OK	 
USER	Prove Ownership	3072	END	1604951325250	1604951325328
USER	Prove Ownership	3073	START	1604951325351	1604951325351
REQUEST	3073		Prove Owner	1604951325351	1604951325416	OK	 
USER	Prove Ownership	3073	END	1604951325351	1604951325416
USER	Prove Ownership	3074	START	1604951325450	1604951325450
REQUEST	3074		Prove Owner	1604951325450	1604951325517	OK	 
USER	Prove Ownership	3074	END	1604951325450	1604951325517
USER	Prove Ownership	3075	START	1604951325550	1604951325550
REQUEST	3075		Prove Owner	1604951325551	1604951325631	OK	 
USER	Prove Ownership	3075	END	1604951325550	1604951325631
USER	Prove Ownership	3076	START	1604951325650	1604951325650
USER	Prove Ownership	3077	START	1604951325751	1604951325751
REQUEST	3076		Prove Owner	1604951325650	1604951325757	OK	 
USER	Prove Ownership	3076	END	1604951325650	1604951325758
USER	Prove Ownership	3078	START	1604951325849	1604951325849
REQUEST	3077		Prove Owner	1604951325752	1604951325923	OK	 
USER	Prove Ownership	3077	END	1604951325751	1604951325923
USER	Prove Ownership	3079	START	1604951325950	1604951325950
REQUEST	3078		Prove Owner	1604951325850	1604951326007	OK	 
USER	Prove Ownership	3078	END	1604951325849	1604951326007
USER	Prove Ownership	3080	START	1604951326049	1604951326049
USER	Prove Ownership	3081	START	1604951326152	1604951326152
USER	Prove Ownership	3082	START	1604951326241	1604951326241
REQUEST	3079		Prove Owner	1604951325950	1604951326324	OK	 
USER	Prove Ownership	3079	END	1604951325950	1604951326325
USER	Prove Ownership	3083	START	1604951326340	1604951326340
REQUEST	3080		Prove Owner	1604951326050	1604951326369	OK	 
USER	Prove Ownership	3080	END	1604951326049	1604951326369
USER	Prove Ownership	3084	START	1604951326441	1604951326441
REQUEST	3082		Prove Owner	1604951326241	1604951326516	OK	 
USER	Prove Ownership	3082	END	1604951326241	1604951326516
USER	Prove Ownership	3085	START	1604951326539	1604951326539
USER	Prove Ownership	3086	START	1604951326640	1604951326640
REQUEST	3081		Prove Owner	1604951326152	1604951326718	OK	 
USER	Prove Ownership	3081	END	1604951326152	1604951326718
USER	Prove Ownership	3087	START	1604951326740	1604951326740
REQUEST	3083		Prove Owner	1604951326340	1604951326816	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	3083	END	1604951326340	1604951326816
USER	Prove Ownership	3088	START	1604951326840	1604951326840
REQUEST	3086		Prove Owner	1604951326640	1604951326892	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	3086	END	1604951326640	1604951326892
USER	Prove Ownership	3089	START	1604951326941	1604951326941
REQUEST	3087		Prove Owner	1604951326740	1604951326989	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	3087	END	1604951326740	1604951326989
USER	Prove Ownership	3090	START	1604951327039	1604951327039
REQUEST	3088		Prove Owner	1604951326840	1604951327057	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	3088	END	1604951326840	1604951327057
REQUEST	3089		Prove Owner	1604951326942	1604951327124	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	3089	END	1604951326941	1604951327124
USER	Prove Ownership	3091	START	1604951327140	1604951327140
REQUEST	3090		Prove Owner	1604951327039	1604951327184	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	3090	END	1604951327039	1604951327184
REQUEST	3091		Prove Owner	1604951327140	1604951327219	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	3091	END	1604951327140	1604951327220
USER	Prove Ownership	3092	START	1604951327240	1604951327240
REQUEST	3092		Prove Owner	1604951327240	1604951327278	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	3092	END	1604951327240	1604951327278
USER	Prove Ownership	3093	START	1604951327342	1604951327342
REQUEST	3093		Prove Owner	1604951327342	1604951327380	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	3093	END	1604951327342	1604951327380
USER	Prove Ownership	3094	START	1604951327439	1604951327439
REQUEST	3094		Prove Owner	1604951327440	1604951327484	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	3094	END	1604951327439	1604951327484
USER	Prove Ownership	3095	START	1604951327540	1604951327540
REQUEST	3095		Prove Owner	1604951327540	1604951327617	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	3095	END	1604951327540	1604951327617
USER	Prove Ownership	3096	START	1604951327639	1604951327639
REQUEST	3096		Prove Owner	1604951327639	1604951327673	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	3096	END	1604951327639	1604951327674
USER	Prove Ownership	3097	START	1604951327741	1604951327741
REQUEST	3097		Prove Owner	1604951327741	1604951327776	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	3097	END	1604951327741	1604951327777
USER	Prove Ownership	3098	START	1604951327841	1604951327841
REQUEST	3098		Prove Owner	1604951327842	1604951327878	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	3098	END	1604951327841	1604951327879
USER	Prove Ownership	3099	START	1604951327940	1604951327940
REQUEST	3099		Prove Owner	1604951327940	1604951327985	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	3099	END	1604951327940	1604951327985
USER	Prove Ownership	3100	START	1604951328040	1604951328040
USER	Prove Ownership	3101	START	1604951328141	1604951328141
REQUEST	3100		Prove Owner	1604951328040	1604951328203	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	3100	END	1604951328040	1604951328203
USER	Prove Ownership	3102	START	1604951328250	1604951328250
REQUEST	3101		Prove Owner	1604951328141	1604951328275	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	3101	END	1604951328141	1604951328275
REQUEST	3102		Prove Owner	1604951328250	1604951328319	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	3102	END	1604951328250	1604951328319
USER	Prove Ownership	3103	START	1604951328350	1604951328350
REQUEST	3103		Prove Owner	1604951328351	1604951328439	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	3103	END	1604951328350	1604951328440
USER	Prove Ownership	3104	START	1604951328452	1604951328452
REQUEST	3104		Prove Owner	1604951328452	1604951328507	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	3104	END	1604951328452	1604951328508
USER	Prove Ownership	3105	START	1604951328550	1604951328550
REQUEST	3105		Prove Owner	1604951328550	1604951328601	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	3105	END	1604951328550	1604951328601
USER	Prove Ownership	3106	START	1604951328652	1604951328652
REQUEST	3106		Prove Owner	1604951328653	1604951328695	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	3106	END	1604951328652	1604951328695
USER	Prove Ownership	3107	START	1604951328749	1604951328749
REQUEST	3107		Prove Owner	1604951328750	1604951328788	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	3107	END	1604951328749	1604951328788
USER	Prove Ownership	3108	START	1604951328850	1604951328850
REQUEST	3108		Prove Owner	1604951328850	1604951328901	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	3108	END	1604951328850	1604951328901
USER	Prove Ownership	3109	START	1604951328950	1604951328950
REQUEST	3109		Prove Owner	1604951328950	1604951328993	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	3109	END	1604951328950	1604951328993
USER	Prove Ownership	3110	START	1604951329051	1604951329051
REQUEST	3110		Prove Owner	1604951329051	1604951329145	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	3110	END	1604951329051	1604951329145
USER	Prove Ownership	3111	START	1604951329150	1604951329150
REQUEST	3111		Prove Owner	1604951329151	1604951329206	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	3111	END	1604951329150	1604951329206
USER	Prove Ownership	3112	START	1604951329249	1604951329249
REQUEST	3112		Prove Owner	1604951329249	1604951329300	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	3112	END	1604951329249	1604951329301
USER	Prove Ownership	3113	START	1604951329351	1604951329351
REQUEST	3113		Prove Owner	1604951329351	1604951329406	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	3113	END	1604951329351	1604951329407
USER	Prove Ownership	3114	START	1604951329451	1604951329451
USER	Prove Ownership	3115	START	1604951329549	1604951329549
REQUEST	3114		Prove Owner	1604951329451	1604951329627	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	3114	END	1604951329451	1604951329628
USER	Prove Ownership	3116	START	1604951329651	1604951329651
REQUEST	3115		Prove Owner	1604951329550	1604951329726	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	3115	END	1604951329549	1604951329744
USER	Prove Ownership	3117	START	1604951329754	1604951329754
REQUEST	3116		Prove Owner	1604951329651	1604951329820	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	3116	END	1604951329651	1604951329820
USER	Prove Ownership	3118	START	1604951329850	1604951329850
REQUEST	3117		Prove Owner	1604951329754	1604951329864	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	3117	END	1604951329754	1604951329864
REQUEST	3118		Prove Owner	1604951329850	1604951329908	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	3118	END	1604951329850	1604951329908
USER	Prove Ownership	3119	START	1604951329950	1604951329950
REQUEST	3119		Prove Owner	1604951329951	1604951329996	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	3119	END	1604951329950	1604951329996
USER	Prove Ownership	3120	START	1604951330050	1604951330050
REQUEST	3120		Prove Owner	1604951330051	1604951330149	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	3120	END	1604951330050	1604951330149
USER	Prove Ownership	3121	START	1604951330150	1604951330150
REQUEST	3121		Prove Owner	1604951330150	1604951330217	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	3121	END	1604951330150	1604951330218
USER	Prove Ownership	3122	START	1604951330251	1604951330251
REQUEST	3122		Prove Owner	1604951330251	1604951330315	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	3122	END	1604951330251	1604951330316
USER	Prove Ownership	3123	START	1604951330350	1604951330350
REQUEST	3123		Prove Owner	1604951330350	1604951330417	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	3123	END	1604951330350	1604951330417
USER	Prove Ownership	3124	START	1604951330450	1604951330450
REQUEST	3124		Prove Owner	1604951330450	1604951330507	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	3124	END	1604951330450	1604951330507
USER	Prove Ownership	3125	START	1604951330549	1604951330549
USER	Prove Ownership	3126	START	1604951330649	1604951330649
REQUEST	3125		Prove Owner	1604951330550	1604951330669	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	3125	END	1604951330549	1604951330669
