RUN	computerdatabase.ProveOwner	proveowner	1606767974831	 	3.3.1
REQUEST	1930		Prove Owner	1606768190862	1606768191168	OK	 
USER	Prove Ownership	1930	END	1606768190862	1606768191169
USER	Prove Ownership	1933	START	1606768191191	1606768191191
REQUEST	1931		Prove Owner	1606768190972	1606768191246	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	1931	END	1606768190972	1606768191246
REQUEST	1932		Prove Owner	1606768191082	1606768191297	OK	 
USER	Prove Ownership	1932	END	1606768191081	1606768191297
USER	Prove Ownership	1934	START	1606768191301	1606768191301
REQUEST	1933		Prove Owner	1606768191192	1606768191322	OK	 
USER	Prove Ownership	1933	END	1606768191191	1606768191322
REQUEST	1934		Prove Owner	1606768191302	1606768191371	OK	 
USER	Prove Ownership	1934	END	1606768191301	1606768191371
USER	Prove Ownership	1935	START	1606768191414	1606768191414
REQUEST	1935		Prove Owner	1606768191414	1606768191472	OK	 
USER	Prove Ownership	1935	END	1606768191414	1606768191472
USER	Prove Ownership	1936	START	1606768191532	1606768191532
REQUEST	1936		Prove Owner	1606768191533	1606768191589	OK	 
USER	Prove Ownership	1936	END	1606768191532	1606768191590
USER	Prove Ownership	1937	START	1606768191641	1606768191641
REQUEST	1937		Prove Owner	1606768191642	1606768191707	OK	 
USER	Prove Ownership	1937	END	1606768191641	1606768191707
USER	Prove Ownership	1938	START	1606768191753	1606768191753
REQUEST	1938		Prove Owner	1606768191753	1606768191844	OK	 
USER	Prove Ownership	1938	END	1606768191753	1606768191845
USER	Prove Ownership	1939	START	1606768191862	1606768191862
REQUEST	1939		Prove Owner	1606768191862	1606768191924	OK	 
USER	Prove Ownership	1939	END	1606768191862	1606768191924
USER	Prove Ownership	1940	START	1606768191973	1606768191973
REQUEST	1940		Prove Owner	1606768191973	1606768192028	OK	 
USER	Prove Ownership	1940	END	1606768191973	1606768192028
USER	Prove Ownership	1941	START	1606768192082	1606768192082
REQUEST	1941		Prove Owner	1606768192083	1606768192147	OK	 
USER	Prove Ownership	1941	END	1606768192082	1606768192147
USER	Prove Ownership	1942	START	1606768192191	1606768192191
REQUEST	1942		Prove Owner	1606768192192	1606768192278	OK	 
USER	Prove Ownership	1942	END	1606768192191	1606768192278
USER	Prove Ownership	1943	START	1606768192302	1606768192302
REQUEST	1943		Prove Owner	1606768192302	1606768192364	OK	 
USER	Prove Ownership	1943	END	1606768192302	1606768192365
USER	Prove Ownership	1944	START	1606768192412	1606768192412
REQUEST	1944		Prove Owner	1606768192412	1606768192474	OK	 
USER	Prove Ownership	1944	END	1606768192412	1606768192474
USER	Prove Ownership	1945	START	1606768192521	1606768192521
REQUEST	1945		Prove Owner	1606768192521	1606768192578	OK	 
USER	Prove Ownership	1945	END	1606768192521	1606768192578
USER	Prove Ownership	1946	START	1606768192642	1606768192642
REQUEST	1946		Prove Owner	1606768192642	1606768192702	OK	 
USER	Prove Ownership	1946	END	1606768192642	1606768192702
USER	Prove Ownership	1947	START	1606768192752	1606768192752
REQUEST	1947		Prove Owner	1606768192752	1606768192809	OK	 
USER	Prove Ownership	1947	END	1606768192752	1606768192809
USER	Prove Ownership	1948	START	1606768192862	1606768192862
REQUEST	1948		Prove Owner	1606768192863	1606768192957	OK	 
USER	Prove Ownership	1948	END	1606768192862	1606768192957
USER	Prove Ownership	1949	START	1606768192973	1606768192973
REQUEST	1949		Prove Owner	1606768192973	1606768193044	OK	 
USER	Prove Ownership	1949	END	1606768192973	1606768193044
USER	Prove Ownership	1950	START	1606768193084	1606768193084
REQUEST	1950		Prove Owner	1606768193084	1606768193140	OK	 
USER	Prove Ownership	1950	END	1606768193084	1606768193140
USER	Prove Ownership	1951	START	1606768193192	1606768193192
REQUEST	1951		Prove Owner	1606768193192	1606768193273	OK	 
USER	Prove Ownership	1951	END	1606768193192	1606768193273
USER	Prove Ownership	1952	START	1606768193303	1606768193303
REQUEST	1952		Prove Owner	1606768193303	1606768193370	OK	 
USER	Prove Ownership	1952	END	1606768193303	1606768193370
USER	Prove Ownership	1953	START	1606768193411	1606768193411
REQUEST	1953		Prove Owner	1606768193412	1606768193485	OK	 
USER	Prove Ownership	1953	END	1606768193411	1606768193485
USER	Prove Ownership	1954	START	1606768193532	1606768193532
REQUEST	1954		Prove Owner	1606768193532	1606768193587	OK	 
USER	Prove Ownership	1954	END	1606768193532	1606768193588
USER	Prove Ownership	1955	START	1606768193642	1606768193642
REQUEST	1955		Prove Owner	1606768193642	1606768193706	OK	 
USER	Prove Ownership	1955	END	1606768193642	1606768193706
USER	Prove Ownership	1956	START	1606768193752	1606768193752
REQUEST	1956		Prove Owner	1606768193752	1606768193818	OK	 
USER	Prove Ownership	1956	END	1606768193752	1606768193818
USER	Prove Ownership	1957	START	1606768193861	1606768193861
REQUEST	1957		Prove Owner	1606768193862	1606768193927	OK	 
USER	Prove Ownership	1957	END	1606768193861	1606768193927
USER	Prove Ownership	1958	START	1606768193973	1606768193973
REQUEST	1958		Prove Owner	1606768193973	1606768194041	OK	 
USER	Prove Ownership	1958	END	1606768193973	1606768194042
USER	Prove Ownership	1959	START	1606768194083	1606768194083
REQUEST	1959		Prove Owner	1606768194083	1606768194145	OK	 
USER	Prove Ownership	1959	END	1606768194083	1606768194145
USER	Prove Ownership	1960	START	1606768194192	1606768194192
REQUEST	1960		Prove Owner	1606768194192	1606768194267	OK	 
USER	Prove Ownership	1960	END	1606768194192	1606768194267
USER	Prove Ownership	1961	START	1606768194302	1606768194302
REQUEST	1961		Prove Owner	1606768194302	1606768194355	OK	 
USER	Prove Ownership	1961	END	1606768194302	1606768194355
USER	Prove Ownership	1962	START	1606768194412	1606768194412
REQUEST	1962		Prove Owner	1606768194412	1606768194470	OK	 
USER	Prove Ownership	1962	END	1606768194412	1606768194471
USER	Prove Ownership	1963	START	1606768194522	1606768194522
REQUEST	1963		Prove Owner	1606768194522	1606768194583	OK	 
USER	Prove Ownership	1963	END	1606768194522	1606768194583
USER	Prove Ownership	1964	START	1606768194642	1606768194642
REQUEST	1964		Prove Owner	1606768194642	1606768194707	OK	 
USER	Prove Ownership	1964	END	1606768194642	1606768194707
USER	Prove Ownership	1965	START	1606768194752	1606768194752
REQUEST	1965		Prove Owner	1606768194752	1606768194813	OK	 
USER	Prove Ownership	1965	END	1606768194752	1606768194813
USER	Prove Ownership	1966	START	1606768194863	1606768194863
REQUEST	1966		Prove Owner	1606768194863	1606768194932	OK	 
USER	Prove Ownership	1966	END	1606768194863	1606768194932
USER	Prove Ownership	1967	START	1606768194972	1606768194972
REQUEST	1967		Prove Owner	1606768194972	1606768195031	OK	 
USER	Prove Ownership	1967	END	1606768194972	1606768195031
USER	Prove Ownership	1968	START	1606768195081	1606768195081
REQUEST	1968		Prove Owner	1606768195082	1606768195147	OK	 
USER	Prove Ownership	1968	END	1606768195081	1606768195148
USER	Prove Ownership	1969	START	1606768195193	1606768195193
REQUEST	1969		Prove Owner	1606768195194	1606768195282	OK	 
USER	Prove Ownership	1969	END	1606768195193	1606768195283
USER	Prove Ownership	1970	START	1606768195303	1606768195303
REQUEST	1970		Prove Owner	1606768195303	1606768195352	OK	 
USER	Prove Ownership	1970	END	1606768195303	1606768195352
USER	Prove Ownership	1971	START	1606768195412	1606768195412
REQUEST	1971		Prove Owner	1606768195412	1606768195521	OK	 
USER	Prove Ownership	1971	END	1606768195412	1606768195521
USER	Prove Ownership	1972	START	1606768195532	1606768195532
REQUEST	1972		Prove Owner	1606768195532	1606768195596	OK	 
USER	Prove Ownership	1972	END	1606768195532	1606768195596
USER	Prove Ownership	1973	START	1606768195642	1606768195642
REQUEST	1973		Prove Owner	1606768195642	1606768195711	OK	 
USER	Prove Ownership	1973	END	1606768195642	1606768195711
USER	Prove Ownership	1974	START	1606768195752	1606768195752
REQUEST	1974		Prove Owner	1606768195753	1606768195833	OK	 
USER	Prove Ownership	1974	END	1606768195752	1606768195833
USER	Prove Ownership	1975	START	1606768195862	1606768195862
REQUEST	1975		Prove Owner	1606768195862	1606768195934	OK	 
USER	Prove Ownership	1975	END	1606768195862	1606768195934
USER	Prove Ownership	1976	START	1606768195972	1606768195972
REQUEST	1976		Prove Owner	1606768195973	1606768196035	OK	 
USER	Prove Ownership	1976	END	1606768195972	1606768196035
USER	Prove Ownership	1977	START	1606768196083	1606768196083
REQUEST	1977		Prove Owner	1606768196083	1606768196187	OK	 
USER	Prove Ownership	1977	END	1606768196083	1606768196187
USER	Prove Ownership	1978	START	1606768196191	1606768196191
REQUEST	1978		Prove Owner	1606768196192	1606768196279	OK	 
USER	Prove Ownership	1978	END	1606768196191	1606768196280
USER	Prove Ownership	1979	START	1606768196301	1606768196301
REQUEST	1979		Prove Owner	1606768196302	1606768196381	OK	 
USER	Prove Ownership	1979	END	1606768196301	1606768196381
USER	Prove Ownership	1980	START	1606768196411	1606768196411
REQUEST	1980		Prove Owner	1606768196412	1606768196493	OK	 
USER	Prove Ownership	1980	END	1606768196411	1606768196493
USER	Prove Ownership	1981	START	1606768196522	1606768196522
REQUEST	1981		Prove Owner	1606768196523	1606768196590	OK	 
USER	Prove Ownership	1981	END	1606768196522	1606768196590
USER	Prove Ownership	1982	START	1606768196642	1606768196642
REQUEST	1982		Prove Owner	1606768196643	1606768196719	OK	 
USER	Prove Ownership	1982	END	1606768196642	1606768196719
USER	Prove Ownership	1983	START	1606768196753	1606768196753
USER	Prove Ownership	1984	START	1606768196863	1606768196863
REQUEST	1983		Prove Owner	1606768196753	1606768196894	OK	 
USER	Prove Ownership	1983	END	1606768196753	1606768196895
REQUEST	1984		Prove Owner	1606768196863	1606768196952	OK	 
USER	Prove Ownership	1984	END	1606768196863	1606768196953
USER	Prove Ownership	1985	START	1606768196973	1606768196973
REQUEST	1985		Prove Owner	1606768196973	1606768197040	OK	 
USER	Prove Ownership	1985	END	1606768196973	1606768197040
USER	Prove Ownership	1986	START	1606768197082	1606768197082
USER	Prove Ownership	1987	START	1606768197192	1606768197192
REQUEST	1986		Prove Owner	1606768197083	1606768197221	OK	 
USER	Prove Ownership	1986	END	1606768197082	1606768197221
USER	Prove Ownership	1988	START	1606768197302	1606768197302
REQUEST	1987		Prove Owner	1606768197194	1606768197344	OK	 
USER	Prove Ownership	1987	END	1606768197192	1606768197345
REQUEST	1988		Prove Owner	1606768197303	1606768197402	OK	 
USER	Prove Ownership	1988	END	1606768197302	1606768197402
USER	Prove Ownership	1989	START	1606768197413	1606768197413
REQUEST	1989		Prove Owner	1606768197413	1606768197481	OK	 
USER	Prove Ownership	1989	END	1606768197413	1606768197482
USER	Prove Ownership	1990	START	1606768197532	1606768197532
REQUEST	1990		Prove Owner	1606768197532	1606768197628	OK	 
USER	Prove Ownership	1990	END	1606768197532	1606768197628
USER	Prove Ownership	1991	START	1606768197641	1606768197641
REQUEST	1991		Prove Owner	1606768197642	1606768197712	OK	 
USER	Prove Ownership	1991	END	1606768197641	1606768197712
USER	Prove Ownership	1992	START	1606768197751	1606768197751
REQUEST	1992		Prove Owner	1606768197752	1606768197826	OK	 
USER	Prove Ownership	1992	END	1606768197751	1606768197827
USER	Prove Ownership	1993	START	1606768197862	1606768197862
REQUEST	1993		Prove Owner	1606768197862	1606768197962	OK	 
USER	Prove Ownership	1993	END	1606768197862	1606768197963
USER	Prove Ownership	1994	START	1606768197972	1606768197972
REQUEST	1994		Prove Owner	1606768197972	1606768198029	OK	 
USER	Prove Ownership	1994	END	1606768197972	1606768198030
USER	Prove Ownership	1995	START	1606768198082	1606768198082
REQUEST	1995		Prove Owner	1606768198082	1606768198138	OK	 
USER	Prove Ownership	1995	END	1606768198082	1606768198138
USER	Prove Ownership	1996	START	1606768198192	1606768198192
REQUEST	1996		Prove Owner	1606768198193	1606768198251	OK	 
USER	Prove Ownership	1996	END	1606768198192	1606768198252
USER	Prove Ownership	1997	START	1606768198302	1606768198302
REQUEST	1997		Prove Owner	1606768198303	1606768198368	OK	 
USER	Prove Ownership	1997	END	1606768198302	1606768198369
USER	Prove Ownership	1998	START	1606768198411	1606768198411
REQUEST	1998		Prove Owner	1606768198411	1606768198472	OK	 
USER	Prove Ownership	1998	END	1606768198411	1606768198473
USER	Prove Ownership	1999	START	1606768198521	1606768198521
REQUEST	1999		Prove Owner	1606768198522	1606768198588	OK	 
USER	Prove Ownership	1999	END	1606768198521	1606768198589
USER	Prove Ownership	2000	START	1606768198642	1606768198642
REQUEST	2000		Prove Owner	1606768198642	1606768198718	OK	 
USER	Prove Ownership	2000	END	1606768198642	1606768198718
USER	Prove Ownership	2001	START	1606768198752	1606768198752
REQUEST	2001		Prove Owner	1606768198753	1606768198836	OK	 
USER	Prove Ownership	2001	END	1606768198752	1606768198836
USER	Prove Ownership	2002	START	1606768198862	1606768198862
REQUEST	2002		Prove Owner	1606768198862	1606768198928	OK	 
USER	Prove Ownership	2002	END	1606768198862	1606768198929
USER	Prove Ownership	2003	START	1606768198972	1606768198972
REQUEST	2003		Prove Owner	1606768198973	1606768199029	OK	 
USER	Prove Ownership	2003	END	1606768198972	1606768199029
USER	Prove Ownership	2004	START	1606768199082	1606768199082
REQUEST	2004		Prove Owner	1606768199082	1606768199138	OK	 
USER	Prove Ownership	2004	END	1606768199082	1606768199138
USER	Prove Ownership	2005	START	1606768199192	1606768199192
REQUEST	2005		Prove Owner	1606768199192	1606768199252	OK	 
USER	Prove Ownership	2005	END	1606768199192	1606768199253
USER	Prove Ownership	2006	START	1606768199301	1606768199301
REQUEST	2006		Prove Owner	1606768199302	1606768199370	OK	 
USER	Prove Ownership	2006	END	1606768199301	1606768199370
USER	Prove Ownership	2007	START	1606768199412	1606768199412
REQUEST	2007		Prove Owner	1606768199412	1606768199467	OK	 
USER	Prove Ownership	2007	END	1606768199412	1606768199467
USER	Prove Ownership	2008	START	1606768199522	1606768199522
REQUEST	2008		Prove Owner	1606768199522	1606768199583	OK	 
USER	Prove Ownership	2008	END	1606768199522	1606768199584
USER	Prove Ownership	2009	START	1606768199642	1606768199642
REQUEST	2009		Prove Owner	1606768199642	1606768199718	OK	 
USER	Prove Ownership	2009	END	1606768199642	1606768199718
USER	Prove Ownership	2010	START	1606768199751	1606768199751
REQUEST	2010		Prove Owner	1606768199752	1606768199841	OK	 
USER	Prove Ownership	2010	END	1606768199751	1606768199841
USER	Prove Ownership	2011	START	1606768199861	1606768199861
REQUEST	2011		Prove Owner	1606768199862	1606768199928	OK	 
USER	Prove Ownership	2011	END	1606768199861	1606768199928
USER	Prove Ownership	2012	START	1606768199972	1606768199972
REQUEST	2012		Prove Owner	1606768199973	1606768200032	OK	 
USER	Prove Ownership	2012	END	1606768199972	1606768200033
USER	Prove Ownership	2013	START	1606768200081	1606768200081
REQUEST	2013		Prove Owner	1606768200081	1606768200129	OK	 
USER	Prove Ownership	2013	END	1606768200081	1606768200129
USER	Prove Ownership	2014	START	1606768200191	1606768200191
REQUEST	2014		Prove Owner	1606768200192	1606768200239	OK	 
USER	Prove Ownership	2014	END	1606768200191	1606768200239
USER	Prove Ownership	2015	START	1606768200303	1606768200303
REQUEST	2015		Prove Owner	1606768200304	1606768200355	OK	 
USER	Prove Ownership	2015	END	1606768200303	1606768200356
USER	Prove Ownership	2016	START	1606768200412	1606768200412
REQUEST	2016		Prove Owner	1606768200413	1606768200471	OK	 
USER	Prove Ownership	2016	END	1606768200412	1606768200472
USER	Prove Ownership	2017	START	1606768200523	1606768200523
USER	Prove Ownership	2018	START	1606768200631	1606768200631
REQUEST	2017		Prove Owner	1606768200523	1606768200685	OK	 
USER	Prove Ownership	2017	END	1606768200523	1606768200686
USER	Prove Ownership	2019	START	1606768200753	1606768200753
REQUEST	2018		Prove Owner	1606768200631	1606768200818	OK	 
USER	Prove Ownership	2018	END	1606768200631	1606768200819
USER	Prove Ownership	2020	START	1606768200862	1606768200862
REQUEST	2019		Prove Owner	1606768200753	1606768200929	OK	 
USER	Prove Ownership	2019	END	1606768200753	1606768200930
USER	Prove Ownership	2021	START	1606768200972	1606768200972
USER	Prove Ownership	2022	START	1606768201082	1606768201082
REQUEST	2020		Prove Owner	1606768200862	1606768201126	OK	 
USER	Prove Ownership	2020	END	1606768200862	1606768201126
REQUEST	2021		Prove Owner	1606768200972	1606768201159	OK	 
USER	Prove Ownership	2021	END	1606768200972	1606768201159
REQUEST	2022		Prove Owner	1606768201082	1606768201186	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	2022	END	1606768201082	1606768201186
USER	Prove Ownership	2023	START	1606768201191	1606768201191
REQUEST	2023		Prove Owner	1606768201192	1606768201247	OK	 
USER	Prove Ownership	2023	END	1606768201191	1606768201248
USER	Prove Ownership	2024	START	1606768201302	1606768201302
REQUEST	2024		Prove Owner	1606768201302	1606768201353	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	2024	END	1606768201302	1606768201353
USER	Prove Ownership	2025	START	1606768201412	1606768201412
REQUEST	2025		Prove Owner	1606768201413	1606768201481	OK	 
USER	Prove Ownership	2025	END	1606768201412	1606768201481
USER	Prove Ownership	2026	START	1606768201522	1606768201522
REQUEST	2026		Prove Owner	1606768201523	1606768201583	OK	 
USER	Prove Ownership	2026	END	1606768201522	1606768201583
USER	Prove Ownership	2027	START	1606768201642	1606768201642
REQUEST	2027		Prove Owner	1606768201642	1606768201708	OK	 
