RUN	computerdatabase.ProveOwner	proveowner	1588092212095	7 per sec	3.3.1
USER	Prove Ownership	1103	END	1588092372479	1588092372537
USER	Prove Ownership	1104	START	1588092372617	1588092372617
REQUEST	1104		Prove Owner	1588092372618	1588092372759	OK	 
USER	Prove Ownership	1104	END	1588092372617	1588092372759
USER	Prove Ownership	1105	START	1588092372768	1588092372768
REQUEST	1105		Prove Owner	1588092372768	1588092372834	OK	 
USER	Prove Ownership	1105	END	1588092372768	1588092372834
USER	Prove Ownership	1106	START	1588092372908	1588092372908
REQUEST	1106		Prove Owner	1588092372908	1588092372982	OK	 
USER	Prove Ownership	1106	END	1588092372908	1588092372983
USER	Prove Ownership	1107	START	1588092373049	1588092373049
REQUEST	1107		Prove Owner	1588092373050	1588092373109	OK	 
USER	Prove Ownership	1107	END	1588092373049	1588092373110
USER	Prove Ownership	1108	START	1588092373198	1588092373198
REQUEST	1108		Prove Owner	1588092373198	1588092373259	OK	 
USER	Prove Ownership	1108	END	1588092373198	1588092373260
USER	Prove Ownership	1109	START	1588092373340	1588092373340
REQUEST	1109		Prove Owner	1588092373340	1588092373388	OK	 
USER	Prove Ownership	1109	END	1588092373340	1588092373388
USER	Prove Ownership	1110	START	1588092373478	1588092373478
REQUEST	1110		Prove Owner	1588092373479	1588092373539	OK	 
USER	Prove Ownership	1110	END	1588092373478	1588092373539
USER	Prove Ownership	1111	START	1588092373620	1588092373620
REQUEST	1111		Prove Owner	1588092373621	1588092373688	OK	 
USER	Prove Ownership	1111	END	1588092373620	1588092373688
USER	Prove Ownership	1112	START	1588092373767	1588092373767
REQUEST	1112		Prove Owner	1588092373767	1588092373855	OK	 
USER	Prove Ownership	1112	END	1588092373767	1588092373855
USER	Prove Ownership	1113	START	1588092373910	1588092373910
REQUEST	1113		Prove Owner	1588092373910	1588092373969	OK	 
USER	Prove Ownership	1113	END	1588092373910	1588092373970
USER	Prove Ownership	1114	START	1588092374048	1588092374048
REQUEST	1114		Prove Owner	1588092374048	1588092374111	OK	 
USER	Prove Ownership	1114	END	1588092374048	1588092374112
USER	Prove Ownership	1115	START	1588092374199	1588092374199
REQUEST	1115		Prove Owner	1588092374200	1588092374267	OK	 
USER	Prove Ownership	1115	END	1588092374199	1588092374267
USER	Prove Ownership	1116	START	1588092374339	1588092374339
REQUEST	1116		Prove Owner	1588092374339	1588092374403	OK	 
USER	Prove Ownership	1116	END	1588092374339	1588092374403
USER	Prove Ownership	1117	START	1588092374478	1588092374478
REQUEST	1117		Prove Owner	1588092374479	1588092374542	OK	 
USER	Prove Ownership	1117	END	1588092374478	1588092374542
USER	Prove Ownership	1118	START	1588092374617	1588092374617
REQUEST	1118		Prove Owner	1588092374618	1588092374673	OK	 
USER	Prove Ownership	1118	END	1588092374617	1588092374673
USER	Prove Ownership	1119	START	1588092374768	1588092374768
REQUEST	1119		Prove Owner	1588092374769	1588092374853	OK	 
USER	Prove Ownership	1119	END	1588092374768	1588092374853
USER	Prove Ownership	1120	START	1588092374908	1588092374908
REQUEST	1120		Prove Owner	1588092374908	1588092374984	OK	 
USER	Prove Ownership	1120	END	1588092374908	1588092374984
USER	Prove Ownership	1121	START	1588092375049	1588092375049
REQUEST	1121		Prove Owner	1588092375050	1588092375114	OK	 
USER	Prove Ownership	1121	END	1588092375049	1588092375115
USER	Prove Ownership	1122	START	1588092375198	1588092375198
REQUEST	1122		Prove Owner	1588092375198	1588092375282	OK	 
USER	Prove Ownership	1122	END	1588092375198	1588092375283
USER	Prove Ownership	1123	START	1588092375339	1588092375339
REQUEST	1123		Prove Owner	1588092375340	1588092375403	OK	 
USER	Prove Ownership	1123	END	1588092375339	1588092375404
USER	Prove Ownership	1124	START	1588092375478	1588092375478
REQUEST	1124		Prove Owner	1588092375479	1588092375539	OK	 
USER	Prove Ownership	1124	END	1588092375478	1588092375539
USER	Prove Ownership	1125	START	1588092375618	1588092375618
REQUEST	1125		Prove Owner	1588092375619	1588092375683	OK	 
USER	Prove Ownership	1125	END	1588092375618	1588092375684
USER	Prove Ownership	1126	START	1588092375768	1588092375768
REQUEST	1126		Prove Owner	1588092375768	1588092375865	OK	 
USER	Prove Ownership	1126	END	1588092375768	1588092375865
USER	Prove Ownership	1127	START	1588092375908	1588092375908
REQUEST	1127		Prove Owner	1588092375909	1588092375998	OK	 
USER	Prove Ownership	1127	END	1588092375908	1588092375998
USER	Prove Ownership	1128	START	1588092376048	1588092376048
REQUEST	1128		Prove Owner	1588092376049	1588092376143	OK	 
USER	Prove Ownership	1128	END	1588092376048	1588092376144
USER	Prove Ownership	1129	START	1588092376197	1588092376197
REQUEST	1129		Prove Owner	1588092376198	1588092376273	OK	 
USER	Prove Ownership	1129	END	1588092376197	1588092376273
USER	Prove Ownership	1130	START	1588092376337	1588092376337
REQUEST	1130		Prove Owner	1588092376338	1588092376420	OK	 
USER	Prove Ownership	1130	END	1588092376337	1588092376421
USER	Prove Ownership	1131	START	1588092376477	1588092376477
REQUEST	1131		Prove Owner	1588092376478	1588092376537	OK	 
USER	Prove Ownership	1131	END	1588092376477	1588092376537
USER	Prove Ownership	1132	START	1588092376618	1588092376618
REQUEST	1132		Prove Owner	1588092376619	1588092376669	OK	 
USER	Prove Ownership	1132	END	1588092376618	1588092376669
USER	Prove Ownership	1133	START	1588092376768	1588092376768
REQUEST	1133		Prove Owner	1588092376768	1588092376845	OK	 
USER	Prove Ownership	1133	END	1588092376768	1588092376846
USER	Prove Ownership	1134	START	1588092376908	1588092376908
REQUEST	1134		Prove Owner	1588092376909	1588092376971	OK	 
USER	Prove Ownership	1134	END	1588092376908	1588092376972
USER	Prove Ownership	1135	START	1588092377050	1588092377050
REQUEST	1135		Prove Owner	1588092377050	1588092377121	OK	 
USER	Prove Ownership	1135	END	1588092377050	1588092377121
USER	Prove Ownership	1136	START	1588092377189	1588092377189
REQUEST	1136		Prove Owner	1588092377190	1588092377274	OK	 
USER	Prove Ownership	1136	END	1588092377189	1588092377274
USER	Prove Ownership	1137	START	1588092377338	1588092377338
REQUEST	1137		Prove Owner	1588092377339	1588092377408	OK	 
USER	Prove Ownership	1137	END	1588092377338	1588092377408
USER	Prove Ownership	1138	START	1588092377478	1588092377478
REQUEST	1138		Prove Owner	1588092377479	1588092377529	OK	 
USER	Prove Ownership	1138	END	1588092377478	1588092377530
USER	Prove Ownership	1139	START	1588092377618	1588092377618
REQUEST	1139		Prove Owner	1588092377619	1588092377752	OK	 
USER	Prove Ownership	1139	END	1588092377618	1588092377752
USER	Prove Ownership	1140	START	1588092377768	1588092377768
USER	Prove Ownership	1141	START	1588092377908	1588092377908
REQUEST	1140		Prove Owner	1588092377768	1588092377977	OK	 
USER	Prove Ownership	1140	END	1588092377768	1588092377977
USER	Prove Ownership	1142	START	1588092378048	1588092378048
REQUEST	1141		Prove Owner	1588092377908	1588092378117	OK	 
USER	Prove Ownership	1141	END	1588092377908	1588092378118
USER	Prove Ownership	1143	START	1588092378197	1588092378197
REQUEST	1142		Prove Owner	1588092378049	1588092378225	OK	 
USER	Prove Ownership	1142	END	1588092378048	1588092378226
USER	Prove Ownership	1144	START	1588092378338	1588092378338
REQUEST	1143		Prove Owner	1588092378198	1588092378409	OK	 
USER	Prove Ownership	1143	END	1588092378197	1588092378410
USER	Prove Ownership	1145	START	1588092378477	1588092378477
REQUEST	1144		Prove Owner	1588092378338	1588092378558	OK	 
USER	Prove Ownership	1144	END	1588092378338	1588092378559
USER	Prove Ownership	1146	START	1588092378617	1588092378617
REQUEST	1145		Prove Owner	1588092378478	1588092378632	OK	 
USER	Prove Ownership	1145	END	1588092378477	1588092378633
REQUEST	1146		Prove Owner	1588092378618	1588092378736	OK	 
USER	Prove Ownership	1146	END	1588092378617	1588092378737
USER	Prove Ownership	1147	START	1588092378767	1588092378767
REQUEST	1147		Prove Owner	1588092378768	1588092378835	OK	 
USER	Prove Ownership	1147	END	1588092378767	1588092378836
USER	Prove Ownership	1148	START	1588092378907	1588092378907
REQUEST	1148		Prove Owner	1588092378908	1588092378969	OK	 
USER	Prove Ownership	1148	END	1588092378907	1588092378969
USER	Prove Ownership	1149	START	1588092379048	1588092379048
REQUEST	1149		Prove Owner	1588092379048	1588092379092	OK	 
USER	Prove Ownership	1149	END	1588092379048	1588092379092
USER	Prove Ownership	1150	START	1588092379187	1588092379187
REQUEST	1150		Prove Owner	1588092379188	1588092379246	OK	 
USER	Prove Ownership	1150	END	1588092379187	1588092379247
USER	Prove Ownership	1151	START	1588092379338	1588092379338
REQUEST	1151		Prove Owner	1588092379339	1588092379393	OK	 
USER	Prove Ownership	1151	END	1588092379338	1588092379394
USER	Prove Ownership	1152	START	1588092379478	1588092379478
REQUEST	1152		Prove Owner	1588092379478	1588092379530	OK	 
USER	Prove Ownership	1152	END	1588092379478	1588092379530
USER	Prove Ownership	1153	START	1588092379617	1588092379617
REQUEST	1153		Prove Owner	1588092379618	1588092379688	OK	 
USER	Prove Ownership	1153	END	1588092379617	1588092379689
USER	Prove Ownership	1154	START	1588092379769	1588092379769
REQUEST	1154		Prove Owner	1588092379770	1588092379843	OK	 
USER	Prove Ownership	1154	END	1588092379769	1588092379843
USER	Prove Ownership	1155	START	1588092379908	1588092379908
REQUEST	1155		Prove Owner	1588092379908	1588092379971	OK	 
USER	Prove Ownership	1155	END	1588092379908	1588092379971
USER	Prove Ownership	1156	START	1588092380050	1588092380050
REQUEST	1156		Prove Owner	1588092380051	1588092380108	OK	 
USER	Prove Ownership	1156	END	1588092380050	1588092380109
USER	Prove Ownership	1157	START	1588092380198	1588092380198
REQUEST	1157		Prove Owner	1588092380198	1588092380263	OK	 
USER	Prove Ownership	1157	END	1588092380198	1588092380263
USER	Prove Ownership	1158	START	1588092380338	1588092380338
REQUEST	1158		Prove Owner	1588092380339	1588092380388	OK	 
USER	Prove Ownership	1158	END	1588092380338	1588092380388
USER	Prove Ownership	1159	START	1588092380479	1588092380479
REQUEST	1159		Prove Owner	1588092380479	1588092380542	OK	 
USER	Prove Ownership	1159	END	1588092380479	1588092380543
USER	Prove Ownership	1160	START	1588092380628	1588092380628
REQUEST	1160		Prove Owner	1588092380628	1588092380682	OK	 
USER	Prove Ownership	1160	END	1588092380628	1588092380682
USER	Prove Ownership	1161	START	1588092380769	1588092380769
REQUEST	1161		Prove Owner	1588092380769	1588092380844	OK	 
USER	Prove Ownership	1161	END	1588092380769	1588092380844
USER	Prove Ownership	1162	START	1588092380907	1588092380907
REQUEST	1162		Prove Owner	1588092380908	1588092380980	OK	 
USER	Prove Ownership	1162	END	1588092380907	1588092380980
USER	Prove Ownership	1163	START	1588092381049	1588092381049
REQUEST	1163		Prove Owner	1588092381049	1588092381110	OK	 
USER	Prove Ownership	1163	END	1588092381049	1588092381110
USER	Prove Ownership	1164	START	1588092381197	1588092381197
REQUEST	1164		Prove Owner	1588092381198	1588092381260	OK	 
USER	Prove Ownership	1164	END	1588092381197	1588092381260
USER	Prove Ownership	1165	START	1588092381338	1588092381338
REQUEST	1165		Prove Owner	1588092381338	1588092381418	OK	 
USER	Prove Ownership	1165	END	1588092381338	1588092381418
USER	Prove Ownership	1166	START	1588092381479	1588092381479
REQUEST	1166		Prove Owner	1588092381480	1588092381539	OK	 
USER	Prove Ownership	1166	END	1588092381479	1588092381539
USER	Prove Ownership	1167	START	1588092381617	1588092381617
REQUEST	1167		Prove Owner	1588092381618	1588092381681	OK	 
USER	Prove Ownership	1167	END	1588092381617	1588092381682
USER	Prove Ownership	1168	START	1588092381768	1588092381768
REQUEST	1168		Prove Owner	1588092381769	1588092381838	OK	 
USER	Prove Ownership	1168	END	1588092381768	1588092381838
USER	Prove Ownership	1169	START	1588092381908	1588092381908
REQUEST	1169		Prove Owner	1588092381909	1588092381969	OK	 
USER	Prove Ownership	1169	END	1588092381908	1588092381969
USER	Prove Ownership	1170	START	1588092382048	1588092382048
REQUEST	1170		Prove Owner	1588092382048	1588092382132	OK	 
USER	Prove Ownership	1170	END	1588092382048	1588092382132
USER	Prove Ownership	1171	START	1588092382199	1588092382199
REQUEST	1171		Prove Owner	1588092382200	1588092382264	OK	 
USER	Prove Ownership	1171	END	1588092382199	1588092382265
USER	Prove Ownership	1172	START	1588092382339	1588092382339
REQUEST	1172		Prove Owner	1588092382340	1588092382398	OK	 
USER	Prove Ownership	1172	END	1588092382339	1588092382398
USER	Prove Ownership	1173	START	1588092382479	1588092382479
REQUEST	1173		Prove Owner	1588092382480	1588092382539	OK	 
USER	Prove Ownership	1173	END	1588092382479	1588092382539
USER	Prove Ownership	1174	START	1588092382620	1588092382620
REQUEST	1174		Prove Owner	1588092382620	1588092382676	OK	 
USER	Prove Ownership	1174	END	1588092382620	1588092382676
USER	Prove Ownership	1175	START	1588092382767	1588092382767
REQUEST	1175		Prove Owner	1588092382768	1588092382854	OK	 
USER	Prove Ownership	1175	END	1588092382767	1588092382855
USER	Prove Ownership	1176	START	1588092382908	1588092382908
REQUEST	1176		Prove Owner	1588092382909	1588092382968	OK	 
USER	Prove Ownership	1176	END	1588092382908	1588092382969
USER	Prove Ownership	1177	START	1588092383048	1588092383048
REQUEST	1177		Prove Owner	1588092383049	1588092383102	OK	 
USER	Prove Ownership	1177	END	1588092383048	1588092383102
USER	Prove Ownership	1178	START	1588092383197	1588092383197
REQUEST	1178		Prove Owner	1588092383198	1588092383266	OK	 
USER	Prove Ownership	1178	END	1588092383197	1588092383266
USER	Prove Ownership	1179	START	1588092383338	1588092383338
REQUEST	1179		Prove Owner	1588092383339	1588092383400	OK	 
USER	Prove Ownership	1179	END	1588092383338	1588092383400
USER	Prove Ownership	1180	START	1588092383479	1588092383479
REQUEST	1180		Prove Owner	1588092383480	1588092383543	OK	 
USER	Prove Ownership	1180	END	1588092383479	1588092383544
USER	Prove Ownership	1181	START	1588092383619	1588092383619
REQUEST	1181		Prove Owner	1588092383619	1588092383687	OK	 
USER	Prove Ownership	1181	END	1588092383619	1588092383687
USER	Prove Ownership	1182	START	1588092383768	1588092383768
REQUEST	1182		Prove Owner	1588092383768	1588092383855	OK	 
USER	Prove Ownership	1182	END	1588092383768	1588092383856
USER	Prove Ownership	1183	START	1588092383908	1588092383908
REQUEST	1183		Prove Owner	1588092383909	1588092383966	OK	 
USER	Prove Ownership	1183	END	1588092383908	1588092383966
USER	Prove Ownership	1184	START	1588092384048	1588092384048
REQUEST	1184		Prove Owner	1588092384048	1588092384121	OK	 
USER	Prove Ownership	1184	END	1588092384048	1588092384121
USER	Prove Ownership	1185	START	1588092384198	1588092384198
REQUEST	1185		Prove Owner	1588092384198	1588092384265	OK	 
USER	Prove Ownership	1185	END	1588092384198	1588092384265
USER	Prove Ownership	1186	START	1588092384338	1588092384338
REQUEST	1186		Prove Owner	1588092384339	1588092384416	OK	 
USER	Prove Ownership	1186	END	1588092384338	1588092384417
USER	Prove Ownership	1187	START	1588092384478	1588092384478
REQUEST	1187		Prove Owner	1588092384478	1588092384545	OK	 
USER	Prove Ownership	1187	END	1588092384478	1588092384545
USER	Prove Ownership	1188	START	1588092384617	1588092384617
REQUEST	1188		Prove Owner	1588092384618	1588092384669	OK	 
USER	Prove Ownership	1188	END	1588092384617	1588092384669
USER	Prove Ownership	1189	START	1588092384769	1588092384769
REQUEST	1189		Prove Owner	1588092384769	1588092384836	OK	 
USER	Prove Ownership	1189	END	1588092384769	1588092384836
USER	Prove Ownership	1190	START	1588092384908	1588092384908
REQUEST	1190		Prove Owner	1588092384909	1588092384973	OK	 
USER	Prove Ownership	1190	END	1588092384908	1588092384973
USER	Prove Ownership	1191	START	1588092385049	1588092385049
REQUEST	1191		Prove Owner	1588092385050	1588092385101	OK	 
USER	Prove Ownership	1191	END	1588092385049	1588092385101
USER	Prove Ownership	1192	START	1588092385198	1588092385198
REQUEST	1192		Prove Owner	1588092385198	1588092385267	OK	 
USER	Prove Ownership	1192	END	1588092385198	1588092385267
USER	Prove Ownership	1193	START	1588092385340	1588092385340
REQUEST	1193		Prove Owner	1588092385340	1588092385418	OK	 
USER	Prove Ownership	1193	END	1588092385340	1588092385419
USER	Prove Ownership	1194	START	1588092385479	1588092385479
REQUEST	1194		Prove Owner	1588092385480	1588092385548	OK	 
USER	Prove Ownership	1194	END	1588092385479	1588092385548
USER	Prove Ownership	1195	START	1588092385627	1588092385627
REQUEST	1195		Prove Owner	1588092385628	1588092385689	OK	 
USER	Prove Ownership	1195	END	1588092385627	1588092385690
USER	Prove Ownership	1196	START	1588092385768	1588092385768
REQUEST	1196		Prove Owner	1588092385768	1588092385838	OK	 
USER	Prove Ownership	1196	END	1588092385768	1588092385838
USER	Prove Ownership	1197	START	1588092385908	1588092385908
REQUEST	1197		Prove Owner	1588092385908	1588092385985	OK	 
USER	Prove Ownership	1197	END	1588092385908	1588092385986
USER	Prove Ownership	1198	START	1588092386047	1588092386047
REQUEST	1198		Prove Owner	1588092386048	1588092386147	OK	 
USER	Prove Ownership	1198	END	1588092386047	1588092386147
USER	Prove Ownership	1199	START	1588092386188	1588092386188
REQUEST	1199		Prove Owner	1588092386188	1588092386272	OK	 
USER	Prove Ownership	1199	END	1588092386188	1588092386273
USER	Prove Ownership	1200	START	1588092386337	1588092386337
REQUEST	1200		Prove Owner	1588092386338	1588092386429	OK	 
USER	Prove Ownership	1200	END	1588092386337	1588092386430
USER	Prove Ownership	1201	START	1588092386478	1588092386478
REQUEST	1201		Prove Owner	1588092386479	1588092386549	OK	 
USER	Prove Ownership	1201	END	1588092386478	1588092386549
USER	Prove Ownership	1202	START	1588092386617	1588092386617
REQUEST	1202		Prove Owner	1588092386618	1588092386661	OK	 
USER	Prove Ownership	1202	END	1588092386617	1588092386662
USER	Prove Ownership	1203	START	1588092386769	1588092386769
REQUEST	1203		Prove Owner	1588092386769	1588092386845	OK	 
USER	Prove Ownership	1203	END	1588092386769	1588092386845
USER	Prove Ownership	1204	START	1588092386908	1588092386908
REQUEST	1204		Prove Owner	1588092386908	1588092386964	OK	 
USER	Prove Ownership	1204	END	1588092386908	1588092386965
USER	Prove Ownership	1205	START	1588092387048	1588092387048
REQUEST	1205		Prove Owner	1588092387049	1588092387112	OK	 
USER	Prove Ownership	1205	END	1588092387048	1588092387112
USER	Prove Ownership	1206	START	1588092387198	1588092387198
REQUEST	1206		Prove Owner	1588092387198	1588092387261	OK	 
USER	Prove Ownership	1206	END	1588092387198	1588092387261
USER	Prove Ownership	1207	START	1588092387338	1588092387338
REQUEST	1207		Prove Owner	1588092387338	1588092387434	OK	 
USER	Prove Ownership	1207	END	1588092387338	1588092387435
USER	Prove Ownership	1208	START	1588092387478	1588092387478
REQUEST	1208		Prove Owner	1588092387479	1588092387543	OK	 
USER	Prove Ownership	1208	END	1588092387478	1588092387543
USER	Prove Ownership	1209	START	1588092387618	1588092387618
USER	Prove Ownership	1210	START	1588092387768	1588092387768
REQUEST	1209		Prove Owner	1588092387618	1588092387896	OK	 
USER	Prove Ownership	1209	END	1588092387618	1588092387897
USER	Prove Ownership	1211	START	1588092387909	1588092387909
USER	Prove Ownership	1212	START	1588092388048	1588092388048
REQUEST	1210		Prove Owner	1588092387768	1588092388075	OK	 
USER	Prove Ownership	1210	END	1588092387768	1588092388076
USER	Prove Ownership	1213	START	1588092388188	1588092388188
REQUEST	1211		Prove Owner	1588092387910	1588092388197	OK	 
USER	Prove Ownership	1211	END	1588092387909	1588092388198
REQUEST	1212		Prove Owner	1588092388048	1588092388307	OK	 
USER	Prove Ownership	1212	END	1588092388048	1588092388307
USER	Prove Ownership	1214	START	1588092388338	1588092388338
USER	Prove Ownership	1215	START	1588092388478	1588092388478
REQUEST	1213		Prove Owner	1588092388188	1588092388511	OK	 
USER	Prove Ownership	1213	END	1588092388188	1588092388511
REQUEST	1214		Prove Owner	1588092388339	1588092388577	OK	 
USER	Prove Ownership	1214	END	1588092388338	1588092388578
USER	Prove Ownership	1216	START	1588092388619	1588092388619
USER	Prove Ownership	1217	START	1588092388769	1588092388769
REQUEST	1215		Prove Owner	1588092388479	1588092388821	OK	 
USER	Prove Ownership	1215	END	1588092388478	1588092388822
REQUEST	1216		Prove Owner	1588092388619	1588092388857	OK	 
USER	Prove Ownership	1216	END	1588092388619	1588092388858
USER	Prove Ownership	1218	START	1588092388907	1588092388907
REQUEST	1217		Prove Owner	1588092388769	1588092388919	OK	 
USER	Prove Ownership	1217	END	1588092388769	1588092388920
REQUEST	1218		Prove Owner	1588092388908	1588092388975	OK	 
USER	Prove Ownership	1218	END	1588092388907	1588092388975
USER	Prove Ownership	1219	START	1588092389048	1588092389048
REQUEST	1219		Prove Owner	1588092389048	1588092389124	OK	 
USER	Prove Ownership	1219	END	1588092389048	1588092389124
USER	Prove Ownership	1220	START	1588092389200	1588092389200
REQUEST	1220		Prove Owner	1588092389200	1588092389272	OK	 
USER	Prove Ownership	1220	END	1588092389200	1588092389272
USER	Prove Ownership	1221	START	1588092389338	1588092389338
REQUEST	1221		Prove Owner	1588092389339	1588092389417	OK	 
USER	Prove Ownership	1221	END	1588092389338	1588092389417
USER	Prove Ownership	1222	START	1588092389479	1588092389479
REQUEST	1222		Prove Owner	1588092389480	1588092389542	OK	 
USER	Prove Ownership	1222	END	1588092389479	1588092389542
USER	Prove Ownership	1223	START	1588092389617	1588092389617
REQUEST	1223		Prove Owner	1588092389618	1588092389675	OK	 
USER	Prove Ownership	1223	END	1588092389617	1588092389675
USER	Prove Ownership	1224	START	1588092389768	1588092389768
REQUEST	1224		Prove Owner	1588092389768	1588092389826	OK	 
USER	Prove Ownership	1224	END	1588092389768	1588092389826
USER	Prove Ownership	1225	START	1588092389908	1588092389908
REQUEST	1225		Prove Owner	1588092389909	1588092389975	OK	 
USER	Prove Ownership	1225	END	1588092389908	1588092389976
USER	Prove Ownership	1226	START	1588092390048	1588092390048
REQUEST	1226		Prove Owner	1588092390048	1588092390118	OK	 
USER	Prove Ownership	1226	END	1588092390048	1588092390118
USER	Prove Ownership	1227	START	1588092390198	1588092390198
REQUEST	1227		Prove Owner	1588092390199	1588092390284	OK	 
USER	Prove Ownership	1227	END	1588092390198	1588092390285
USER	Prove Ownership	1228	START	1588092390338	1588092390338
REQUEST	1228		Prove Owner	1588092390339	1588092390417	OK	 
USER	Prove Ownership	1228	END	1588092390338	1588092390418
USER	Prove Ownership	1229	START	1588092390480	1588092390480
REQUEST	1229		Prove Owner	1588092390480	1588092390541	OK	 
USER	Prove Ownership	1229	END	1588092390480	1588092390542
USER	Prove Ownership	1230	START	1588092390618	1588092390618
REQUEST	1230		Prove Owner	1588092390619	1588092390675	OK	 
USER	Prove Ownership	1230	END	1588092390618	1588092390676
USER	Prove Ownership	1231	START	1588092390770	1588092390770
REQUEST	1231		Prove Owner	1588092390770	1588092390839	OK	 
USER	Prove Ownership	1231	END	1588092390770	1588092390839
USER	Prove Ownership	1232	START	1588092390908	1588092390908
REQUEST	1232		Prove Owner	1588092390908	1588092390966	OK	 
USER	Prove Ownership	1232	END	1588092390908	1588092390966
USER	Prove Ownership	1233	START	1588092391050	1588092391050
REQUEST	1233		Prove Owner	1588092391050	1588092391133	OK	 
USER	Prove Ownership	1233	END	1588092391050	1588092391133
USER	Prove Ownership	1234	START	1588092391199	1588092391199
REQUEST	1234		Prove Owner	1588092391199	1588092391262	OK	 
USER	Prove Ownership	1234	END	1588092391199	1588092391262
USER	Prove Ownership	1235	START	1588092391338	1588092391338
REQUEST	1235		Prove Owner	1588092391338	1588092391423	OK	 
USER	Prove Ownership	1235	END	1588092391338	1588092391423
USER	Prove Ownership	1236	START	1588092391478	1588092391478
REQUEST	1236		Prove Owner	1588092391478	1588092391523	OK	 
USER	Prove Ownership	1236	END	1588092391478	1588092391524
USER	Prove Ownership	1237	START	1588092391618	1588092391618
REQUEST	1237		Prove Owner	1588092391618	1588092391663	OK	 
USER	Prove Ownership	1237	END	1588092391618	1588092391663
USER	Prove Ownership	1238	START	1588092391769	1588092391769
REQUEST	1238		Prove Owner	1588092391769	1588092391812	OK	 
USER	Prove Ownership	1238	END	1588092391769	1588092391813
USER	Prove Ownership	1239	START	1588092391908	1588092391908
REQUEST	1239		Prove Owner	1588092391909	1588092391960	OK	 
USER	Prove Ownership	1239	END	1588092391908	1588092391960
USER	Prove Ownership	1240	START	1588092392048	1588092392048
REQUEST	1240		Prove Owner	1588092392048	1588092392090	OK	 
USER	Prove Ownership	1240	END	1588092392048	1588092392091
USER	Prove Ownership	1241	START	1588092392198	1588092392198
REQUEST	1241		Prove Owner	1588092392198	1588092392258	OK	 
USER	Prove Ownership	1241	END	1588092392198	1588092392258
USER	Prove Ownership	1242	START	1588092392339	1588092392339
REQUEST	1242		Prove Owner	1588092392340	1588092392404	OK	 
USER	Prove Ownership	1242	END	1588092392339	1588092392405
USER	Prove Ownership	1243	START	1588092392478	1588092392478
REQUEST	1243		Prove Owner	1588092392478	1588092392534	OK	 
USER	Prove Ownership	1243	END	1588092392478	1588092392534
USER	Prove Ownership	1244	START	1588092392619	1588092392619
REQUEST	1244		Prove Owner	1588092392619	1588092392665	OK	 
USER	Prove Ownership	1244	END	1588092392619	1588092392666
USER	Prove Ownership	1245	START	1588092392768	1588092392768
REQUEST	1245		Prove Owner	1588092392768	1588092392832	OK	 
USER	Prove Ownership	1245	END	1588092392768	1588092392832
USER	Prove Ownership	1246	START	1588092392909	1588092392909
REQUEST	1246		Prove Owner	1588092392910	1588092392962	OK	 
USER	Prove Ownership	1246	END	1588092392909	1588092392963
USER	Prove Ownership	1247	START	1588092393047	1588092393047
REQUEST	1247		Prove Owner	1588092393048	1588092393102	OK	 
USER	Prove Ownership	1247	END	1588092393047	1588092393102
USER	Prove Ownership	1248	START	1588092393187	1588092393187
REQUEST	1248		Prove Owner	1588092393188	1588092393234	OK	 
USER	Prove Ownership	1248	END	1588092393187	1588092393234
USER	Prove Ownership	1249	START	1588092393338	1588092393338
REQUEST	1249		Prove Owner	1588092393339	1588092393422	OK	 
USER	Prove Ownership	1249	END	1588092393338	1588092393422
USER	Prove Ownership	1250	START	1588092393480	1588092393480
REQUEST	1250		Prove Owner	1588092393481	1588092393545	OK	 
USER	Prove Ownership	1250	END	1588092393480	1588092393545
USER	Prove Ownership	1251	START	1588092393619	1588092393619
REQUEST	1251		Prove Owner	1588092393619	1588092393681	OK	 
USER	Prove Ownership	1251	END	1588092393619	1588092393681
USER	Prove Ownership	1252	START	1588092393769	1588092393769
REQUEST	1252		Prove Owner	1588092393769	1588092393820	OK	 
USER	Prove Ownership	1252	END	1588092393769	1588092393820
USER	Prove Ownership	1253	START	1588092393908	1588092393908
REQUEST	1253		Prove Owner	1588092393909	1588092393969	OK	 
USER	Prove Ownership	1253	END	1588092393908	1588092393969
USER	Prove Ownership	1254	START	1588092394048	1588092394048
REQUEST	1254		Prove Owner	1588092394049	1588092394093	OK	 
USER	Prove Ownership	1254	END	1588092394048	1588092394094
USER	Prove Ownership	1255	START	1588092394197	1588092394197
REQUEST	1255		Prove Owner	1588092394198	1588092394259	OK	 
USER	Prove Ownership	1255	END	1588092394197	1588092394259
USER	Prove Ownership	1256	START	1588092394338	1588092394338
REQUEST	1256		Prove Owner	1588092394339	1588092394389	OK	 
USER	Prove Ownership	1256	END	1588092394338	1588092394391
USER	Prove Ownership	1257	START	1588092394478	1588092394478
REQUEST	1257		Prove Owner	1588092394479	1588092394532	OK	 
USER	Prove Ownership	1257	END	1588092394478	1588092394532
USER	Prove Ownership	1258	START	1588092394617	1588092394617
REQUEST	1258		Prove Owner	1588092394618	1588092394668	OK	 
USER	Prove Ownership	1258	END	1588092394617	1588092394668
USER	Prove Ownership	1259	START	1588092394768	1588092394768
REQUEST	1259		Prove Owner	1588092394768	1588092394817	OK	 
USER	Prove Ownership	1259	END	1588092394768	1588092394817
USER	Prove Ownership	1260	START	1588092394909	1588092394909
