RUN	computerdatabase.ProveOwner	proveowner	1588020005065	3 users per sec	3.3.1
REQUEST	645		Prove Owner	1588020221015	1588020221080	OK	 
USER	Prove Ownership	645	END	1588020221014	1588020221080
USER	Prove Ownership	646	START	1588020221353	1588020221353
REQUEST	646		Prove Owner	1588020221354	1588020221404	OK	 
USER	Prove Ownership	646	END	1588020221353	1588020221404
USER	Prove Ownership	647	START	1588020221684	1588020221684
REQUEST	647		Prove Owner	1588020221685	1588020221754	OK	 
USER	Prove Ownership	647	END	1588020221684	1588020221754
USER	Prove Ownership	648	START	1588020222012	1588020222012
REQUEST	648		Prove Owner	1588020222013	1588020222081	OK	 
USER	Prove Ownership	648	END	1588020222012	1588020222081
USER	Prove Ownership	649	START	1588020222354	1588020222354
REQUEST	649		Prove Owner	1588020222354	1588020222411	OK	 
USER	Prove Ownership	649	END	1588020222354	1588020222412
USER	Prove Ownership	650	START	1588020222683	1588020222683
REQUEST	650		Prove Owner	1588020222685	1588020222808	OK	 
USER	Prove Ownership	650	END	1588020222683	1588020222809
USER	Prove Ownership	651	START	1588020223014	1588020223014
REQUEST	651		Prove Owner	1588020223014	1588020223083	OK	 
USER	Prove Ownership	651	END	1588020223014	1588020223083
USER	Prove Ownership	652	START	1588020223353	1588020223353
REQUEST	652		Prove Owner	1588020223354	1588020223425	OK	 
USER	Prove Ownership	652	END	1588020223353	1588020223426
USER	Prove Ownership	653	START	1588020223684	1588020223684
REQUEST	653		Prove Owner	1588020223684	1588020223782	OK	 
USER	Prove Ownership	653	END	1588020223684	1588020223783
USER	Prove Ownership	654	START	1588020224013	1588020224013
REQUEST	654		Prove Owner	1588020224014	1588020224086	OK	 
USER	Prove Ownership	654	END	1588020224013	1588020224086
USER	Prove Ownership	655	START	1588020224354	1588020224354
REQUEST	655		Prove Owner	1588020224355	1588020224410	OK	 
USER	Prove Ownership	655	END	1588020224354	1588020224410
USER	Prove Ownership	656	START	1588020224685	1588020224685
REQUEST	656		Prove Owner	1588020224686	1588020224755	OK	 
USER	Prove Ownership	656	END	1588020224685	1588020224755
USER	Prove Ownership	657	START	1588020225014	1588020225014
REQUEST	657		Prove Owner	1588020225015	1588020225083	OK	 
USER	Prove Ownership	657	END	1588020225014	1588020225084
USER	Prove Ownership	658	START	1588020225355	1588020225355
REQUEST	658		Prove Owner	1588020225355	1588020225419	OK	 
USER	Prove Ownership	658	END	1588020225355	1588020225420
USER	Prove Ownership	659	START	1588020225683	1588020225683
REQUEST	659		Prove Owner	1588020225684	1588020225876	OK	 
USER	Prove Ownership	659	END	1588020225683	1588020225877
USER	Prove Ownership	660	START	1588020226013	1588020226013
REQUEST	660		Prove Owner	1588020226014	1588020226157	OK	 
USER	Prove Ownership	660	END	1588020226013	1588020226158
USER	Prove Ownership	661	START	1588020226355	1588020226355
REQUEST	661		Prove Owner	1588020226355	1588020226418	OK	 
USER	Prove Ownership	661	END	1588020226355	1588020226419
USER	Prove Ownership	662	START	1588020226685	1588020226685
REQUEST	662		Prove Owner	1588020226685	1588020226790	OK	 
USER	Prove Ownership	662	END	1588020226685	1588020226790
USER	Prove Ownership	663	START	1588020227015	1588020227015
REQUEST	663		Prove Owner	1588020227015	1588020227081	OK	 
USER	Prove Ownership	663	END	1588020227015	1588020227081
USER	Prove Ownership	664	START	1588020227354	1588020227354
REQUEST	664		Prove Owner	1588020227354	1588020227415	OK	 
USER	Prove Ownership	664	END	1588020227354	1588020227415
USER	Prove Ownership	665	START	1588020227683	1588020227683
REQUEST	665		Prove Owner	1588020227684	1588020227799	OK	 
USER	Prove Ownership	665	END	1588020227683	1588020227799
USER	Prove Ownership	666	START	1588020228013	1588020228013
REQUEST	666		Prove Owner	1588020228013	1588020228067	OK	 
USER	Prove Ownership	666	END	1588020228013	1588020228067
USER	Prove Ownership	667	START	1588020228354	1588020228354
REQUEST	667		Prove Owner	1588020228355	1588020228418	OK	 
USER	Prove Ownership	667	END	1588020228354	1588020228418
USER	Prove Ownership	668	START	1588020228683	1588020228683
REQUEST	668		Prove Owner	1588020228684	1588020228752	OK	 
USER	Prove Ownership	668	END	1588020228683	1588020228753
USER	Prove Ownership	669	START	1588020229014	1588020229014
REQUEST	669		Prove Owner	1588020229014	1588020229079	OK	 
USER	Prove Ownership	669	END	1588020229014	1588020229079
USER	Prove Ownership	670	START	1588020229353	1588020229353
REQUEST	670		Prove Owner	1588020229354	1588020229424	OK	 
USER	Prove Ownership	670	END	1588020229353	1588020229425
USER	Prove Ownership	671	START	1588020229685	1588020229685
REQUEST	671		Prove Owner	1588020229686	1588020229761	OK	 
USER	Prove Ownership	671	END	1588020229685	1588020229761
USER	Prove Ownership	672	START	1588020230013	1588020230013
REQUEST	672		Prove Owner	1588020230013	1588020230066	OK	 
USER	Prove Ownership	672	END	1588020230013	1588020230066
USER	Prove Ownership	673	START	1588020230353	1588020230353
REQUEST	673		Prove Owner	1588020230354	1588020230413	OK	 
USER	Prove Ownership	673	END	1588020230353	1588020230414
USER	Prove Ownership	674	START	1588020230684	1588020230684
REQUEST	674		Prove Owner	1588020230685	1588020230753	OK	 
USER	Prove Ownership	674	END	1588020230684	1588020230754
USER	Prove Ownership	675	START	1588020231015	1588020231015
REQUEST	675		Prove Owner	1588020231015	1588020231076	OK	 
USER	Prove Ownership	675	END	1588020231015	1588020231076
USER	Prove Ownership	676	START	1588020231354	1588020231354
REQUEST	676		Prove Owner	1588020231355	1588020231425	OK	 
USER	Prove Ownership	676	END	1588020231354	1588020231426
USER	Prove Ownership	677	START	1588020231682	1588020231682
REQUEST	677		Prove Owner	1588020231683	1588020231743	OK	 
USER	Prove Ownership	677	END	1588020231682	1588020231743
USER	Prove Ownership	678	START	1588020232013	1588020232013
REQUEST	678		Prove Owner	1588020232014	1588020232072	OK	 
USER	Prove Ownership	678	END	1588020232013	1588020232073
USER	Prove Ownership	679	START	1588020232353	1588020232353
REQUEST	679		Prove Owner	1588020232354	1588020232431	OK	 
USER	Prove Ownership	679	END	1588020232353	1588020232432
USER	Prove Ownership	680	START	1588020232683	1588020232683
REQUEST	680		Prove Owner	1588020232684	1588020232781	OK	 
USER	Prove Ownership	680	END	1588020232683	1588020232781
USER	Prove Ownership	681	START	1588020233013	1588020233013
REQUEST	681		Prove Owner	1588020233014	1588020233076	OK	 
USER	Prove Ownership	681	END	1588020233013	1588020233076
USER	Prove Ownership	682	START	1588020233354	1588020233354
REQUEST	682		Prove Owner	1588020233356	1588020233452	OK	 
USER	Prove Ownership	682	END	1588020233354	1588020233453
USER	Prove Ownership	683	START	1588020233684	1588020233684
REQUEST	683		Prove Owner	1588020233684	1588020233757	OK	 
USER	Prove Ownership	683	END	1588020233684	1588020233757
USER	Prove Ownership	684	START	1588020234015	1588020234015
REQUEST	684		Prove Owner	1588020234015	1588020234075	OK	 
USER	Prove Ownership	684	END	1588020234015	1588020234075
USER	Prove Ownership	685	START	1588020234354	1588020234354
REQUEST	685		Prove Owner	1588020234355	1588020234464	OK	 
USER	Prove Ownership	685	END	1588020234354	1588020234465
USER	Prove Ownership	686	START	1588020234683	1588020234683
REQUEST	686		Prove Owner	1588020234684	1588020234745	OK	 
USER	Prove Ownership	686	END	1588020234683	1588020234745
USER	Prove Ownership	687	START	1588020235013	1588020235013
REQUEST	687		Prove Owner	1588020235014	1588020235084	OK	 
USER	Prove Ownership	687	END	1588020235013	1588020235084
USER	Prove Ownership	688	START	1588020235354	1588020235354
REQUEST	688		Prove Owner	1588020235355	1588020235530	OK	 
USER	Prove Ownership	688	END	1588020235354	1588020235531
USER	Prove Ownership	689	START	1588020235684	1588020235684
REQUEST	689		Prove Owner	1588020235685	1588020235851	OK	 
USER	Prove Ownership	689	END	1588020235684	1588020235852
USER	Prove Ownership	690	START	1588020236014	1588020236014
REQUEST	690		Prove Owner	1588020236014	1588020236082	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	690	END	1588020236014	1588020236083
USER	Prove Ownership	691	START	1588020236353	1588020236353
REQUEST	691		Prove Owner	1588020236354	1588020236443	OK	 
USER	Prove Ownership	691	END	1588020236353	1588020236444
USER	Prove Ownership	692	START	1588020236685	1588020236685
REQUEST	692		Prove Owner	1588020236686	1588020236750	OK	 
USER	Prove Ownership	692	END	1588020236685	1588020236750
USER	Prove Ownership	693	START	1588020237012	1588020237012
REQUEST	693		Prove Owner	1588020237013	1588020237084	OK	 
USER	Prove Ownership	693	END	1588020237012	1588020237084
USER	Prove Ownership	694	START	1588020237353	1588020237353
REQUEST	694		Prove Owner	1588020237354	1588020237452	OK	 
USER	Prove Ownership	694	END	1588020237353	1588020237452
USER	Prove Ownership	695	START	1588020237685	1588020237685
REQUEST	695		Prove Owner	1588020237685	1588020237778	OK	 
USER	Prove Ownership	695	END	1588020237685	1588020237779
USER	Prove Ownership	696	START	1588020238016	1588020238016
REQUEST	696		Prove Owner	1588020238016	1588020238095	OK	 
USER	Prove Ownership	696	END	1588020238016	1588020238095
USER	Prove Ownership	697	START	1588020238354	1588020238354
REQUEST	697		Prove Owner	1588020238355	1588020238449	OK	 
USER	Prove Ownership	697	END	1588020238354	1588020238449
USER	Prove Ownership	698	START	1588020238683	1588020238683
REQUEST	698		Prove Owner	1588020238684	1588020238757	OK	 
USER	Prove Ownership	698	END	1588020238683	1588020238758
USER	Prove Ownership	699	START	1588020239016	1588020239016
REQUEST	699		Prove Owner	1588020239016	1588020239082	OK	 
USER	Prove Ownership	699	END	1588020239016	1588020239083
USER	Prove Ownership	700	START	1588020239353	1588020239353
REQUEST	700		Prove Owner	1588020239354	1588020239464	OK	 
USER	Prove Ownership	700	END	1588020239353	1588020239464
USER	Prove Ownership	701	START	1588020239684	1588020239684
REQUEST	701		Prove Owner	1588020239684	1588020239751	OK	 
USER	Prove Ownership	701	END	1588020239684	1588020239751
USER	Prove Ownership	702	START	1588020240013	1588020240013
REQUEST	702		Prove Owner	1588020240013	1588020240070	OK	 
USER	Prove Ownership	702	END	1588020240013	1588020240071
USER	Prove Ownership	703	START	1588020240353	1588020240353
REQUEST	703		Prove Owner	1588020240353	1588020240429	OK	 
USER	Prove Ownership	703	END	1588020240353	1588020240430
USER	Prove Ownership	704	START	1588020240684	1588020240684
REQUEST	704		Prove Owner	1588020240685	1588020240749	OK	 
USER	Prove Ownership	704	END	1588020240684	1588020240749
USER	Prove Ownership	705	START	1588020241015	1588020241015
REQUEST	705		Prove Owner	1588020241016	1588020241066	OK	 
USER	Prove Ownership	705	END	1588020241015	1588020241066
USER	Prove Ownership	706	START	1588020241354	1588020241354
REQUEST	706		Prove Owner	1588020241355	1588020241445	OK	 
USER	Prove Ownership	706	END	1588020241354	1588020241445
USER	Prove Ownership	707	START	1588020241683	1588020241683
REQUEST	707		Prove Owner	1588020241684	1588020241743	OK	 
USER	Prove Ownership	707	END	1588020241683	1588020241743
USER	Prove Ownership	708	START	1588020242013	1588020242013
REQUEST	708		Prove Owner	1588020242013	1588020242069	OK	 
USER	Prove Ownership	708	END	1588020242013	1588020242070
USER	Prove Ownership	709	START	1588020242355	1588020242355
REQUEST	709		Prove Owner	1588020242356	1588020242443	OK	 
USER	Prove Ownership	709	END	1588020242355	1588020242444
USER	Prove Ownership	710	START	1588020242685	1588020242685
REQUEST	710		Prove Owner	1588020242686	1588020242772	OK	 
USER	Prove Ownership	710	END	1588020242685	1588020242773
USER	Prove Ownership	711	START	1588020243014	1588020243014
REQUEST	711		Prove Owner	1588020243015	1588020243099	OK	 
USER	Prove Ownership	711	END	1588020243014	1588020243099
USER	Prove Ownership	712	START	1588020243354	1588020243354
REQUEST	712		Prove Owner	1588020243354	1588020243458	OK	 
USER	Prove Ownership	712	END	1588020243354	1588020243458
USER	Prove Ownership	713	START	1588020243683	1588020243683
REQUEST	713		Prove Owner	1588020243683	1588020243748	OK	 
USER	Prove Ownership	713	END	1588020243683	1588020243748
USER	Prove Ownership	714	START	1588020244013	1588020244013
REQUEST	714		Prove Owner	1588020244014	1588020244073	OK	 
USER	Prove Ownership	714	END	1588020244013	1588020244073
USER	Prove Ownership	715	START	1588020244354	1588020244354
REQUEST	715		Prove Owner	1588020244355	1588020244476	OK	 
USER	Prove Ownership	715	END	1588020244354	1588020244476
USER	Prove Ownership	716	START	1588020244683	1588020244683
REQUEST	716		Prove Owner	1588020244684	1588020244762	OK	 
USER	Prove Ownership	716	END	1588020244683	1588020244763
USER	Prove Ownership	717	START	1588020245014	1588020245014
REQUEST	717		Prove Owner	1588020245015	1588020245084	OK	 
USER	Prove Ownership	717	END	1588020245014	1588020245084
USER	Prove Ownership	718	START	1588020245353	1588020245353
REQUEST	718		Prove Owner	1588020245354	1588020245465	OK	 
USER	Prove Ownership	718	END	1588020245353	1588020245465
USER	Prove Ownership	719	START	1588020245684	1588020245684
REQUEST	719		Prove Owner	1588020245685	1588020245937	OK	 
USER	Prove Ownership	719	END	1588020245684	1588020245938
USER	Prove Ownership	720	START	1588020246013	1588020246013
REQUEST	720		Prove Owner	1588020246014	1588020246193	OK	 
USER	Prove Ownership	720	END	1588020246013	1588020246194
USER	Prove Ownership	721	START	1588020246354	1588020246354
REQUEST	721		Prove Owner	1588020246354	1588020246429	OK	 
USER	Prove Ownership	721	END	1588020246354	1588020246429
USER	Prove Ownership	722	START	1588020246683	1588020246683
REQUEST	722		Prove Owner	1588020246684	1588020246748	OK	 
USER	Prove Ownership	722	END	1588020246683	1588020246748
USER	Prove Ownership	723	START	1588020247015	1588020247015
REQUEST	723		Prove Owner	1588020247015	1588020247059	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	723	END	1588020247015	1588020247059
USER	Prove Ownership	724	START	1588020247354	1588020247354
REQUEST	724		Prove Owner	1588020247354	1588020247439	OK	 
USER	Prove Ownership	724	END	1588020247354	1588020247440
USER	Prove Ownership	725	START	1588020247684	1588020247684
REQUEST	725		Prove Owner	1588020247686	1588020247777	OK	 
USER	Prove Ownership	725	END	1588020247684	1588020247778
USER	Prove Ownership	726	START	1588020248014	1588020248014
REQUEST	726		Prove Owner	1588020248015	1588020248077	OK	 
USER	Prove Ownership	726	END	1588020248014	1588020248077
USER	Prove Ownership	727	START	1588020248353	1588020248353
REQUEST	727		Prove Owner	1588020248354	1588020248446	OK	 
USER	Prove Ownership	727	END	1588020248353	1588020248447
USER	Prove Ownership	728	START	1588020248685	1588020248685
REQUEST	728		Prove Owner	1588020248686	1588020248749	OK	 
USER	Prove Ownership	728	END	1588020248685	1588020248749
USER	Prove Ownership	729	START	1588020249013	1588020249013
REQUEST	729		Prove Owner	1588020249013	1588020249078	OK	 
USER	Prove Ownership	729	END	1588020249013	1588020249079
USER	Prove Ownership	730	START	1588020249353	1588020249353
REQUEST	730		Prove Owner	1588020249354	1588020249421	OK	 
USER	Prove Ownership	730	END	1588020249353	1588020249422
USER	Prove Ownership	731	START	1588020249685	1588020249685
REQUEST	731		Prove Owner	1588020249686	1588020249754	OK	 
USER	Prove Ownership	731	END	1588020249685	1588020249754
USER	Prove Ownership	732	START	1588020250014	1588020250014
REQUEST	732		Prove Owner	1588020250015	1588020250078	OK	 
USER	Prove Ownership	732	END	1588020250014	1588020250079
USER	Prove Ownership	733	START	1588020250355	1588020250355
REQUEST	733		Prove Owner	1588020250355	1588020250436	OK	 
USER	Prove Ownership	733	END	1588020250355	1588020250437
USER	Prove Ownership	734	START	1588020250683	1588020250683
REQUEST	734		Prove Owner	1588020250683	1588020250752	OK	 
USER	Prove Ownership	734	END	1588020250683	1588020250753
USER	Prove Ownership	735	START	1588020251014	1588020251014
REQUEST	735		Prove Owner	1588020251015	1588020251078	OK	 
USER	Prove Ownership	735	END	1588020251014	1588020251078
USER	Prove Ownership	736	START	1588020251355	1588020251355
REQUEST	736		Prove Owner	1588020251355	1588020251422	OK	 
USER	Prove Ownership	736	END	1588020251355	1588020251423
USER	Prove Ownership	737	START	1588020251685	1588020251685
REQUEST	737		Prove Owner	1588020251685	1588020251749	OK	 
USER	Prove Ownership	737	END	1588020251685	1588020251750
USER	Prove Ownership	738	START	1588020252014	1588020252014
REQUEST	738		Prove Owner	1588020252014	1588020252085	OK	 
USER	Prove Ownership	738	END	1588020252014	1588020252085
USER	Prove Ownership	739	START	1588020252355	1588020252355
REQUEST	739		Prove Owner	1588020252355	1588020252447	OK	 
USER	Prove Ownership	739	END	1588020252355	1588020252448
USER	Prove Ownership	740	START	1588020252684	1588020252684
REQUEST	740		Prove Owner	1588020252685	1588020252771	OK	 
USER	Prove Ownership	740	END	1588020252684	1588020252772
USER	Prove Ownership	741	START	1588020253014	1588020253014
REQUEST	741		Prove Owner	1588020253015	1588020253064	OK	 
USER	Prove Ownership	741	END	1588020253014	1588020253064
USER	Prove Ownership	742	START	1588020253353	1588020253353
REQUEST	742		Prove Owner	1588020253353	1588020253448	OK	 
USER	Prove Ownership	742	END	1588020253353	1588020253449
USER	Prove Ownership	743	START	1588020253683	1588020253683
REQUEST	743		Prove Owner	1588020253684	1588020253747	OK	 
USER	Prove Ownership	743	END	1588020253683	1588020253748
USER	Prove Ownership	744	START	1588020254013	1588020254013
REQUEST	744		Prove Owner	1588020254014	1588020254095	OK	 
USER	Prove Ownership	744	END	1588020254013	1588020254096
USER	Prove Ownership	745	START	1588020254353	1588020254353
REQUEST	745		Prove Owner	1588020254354	1588020254431	OK	 
USER	Prove Ownership	745	END	1588020254353	1588020254432
USER	Prove Ownership	746	START	1588020254684	1588020254684
REQUEST	746		Prove Owner	1588020254685	1588020254747	OK	 
USER	Prove Ownership	746	END	1588020254684	1588020254747
USER	Prove Ownership	747	START	1588020255013	1588020255013
REQUEST	747		Prove Owner	1588020255013	1588020255077	OK	 
USER	Prove Ownership	747	END	1588020255013	1588020255077
USER	Prove Ownership	748	START	1588020255353	1588020255353
REQUEST	748		Prove Owner	1588020255354	1588020255438	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	748	END	1588020255353	1588020255439
USER	Prove Ownership	749	START	1588020255683	1588020255683
REQUEST	749		Prove Owner	1588020255684	1588020255859	OK	 
USER	Prove Ownership	749	END	1588020255683	1588020255860
USER	Prove Ownership	750	START	1588020256014	1588020256014
REQUEST	750		Prove Owner	1588020256015	1588020256170	OK	 
USER	Prove Ownership	750	END	1588020256014	1588020256171
USER	Prove Ownership	751	START	1588020256353	1588020256353
REQUEST	751		Prove Owner	1588020256354	1588020256414	OK	 
USER	Prove Ownership	751	END	1588020256353	1588020256415
USER	Prove Ownership	752	START	1588020256683	1588020256683
REQUEST	752		Prove Owner	1588020256684	1588020256744	OK	 
USER	Prove Ownership	752	END	1588020256683	1588020256744
USER	Prove Ownership	753	START	1588020257014	1588020257014
REQUEST	753		Prove Owner	1588020257015	1588020257079	OK	 
USER	Prove Ownership	753	END	1588020257014	1588020257079
USER	Prove Ownership	754	START	1588020257353	1588020257353
REQUEST	754		Prove Owner	1588020257354	1588020257415	OK	 
USER	Prove Ownership	754	END	1588020257353	1588020257416
USER	Prove Ownership	755	START	1588020257685	1588020257685
REQUEST	755		Prove Owner	1588020257686	1588020257774	OK	 
USER	Prove Ownership	755	END	1588020257685	1588020257774
USER	Prove Ownership	756	START	1588020258013	1588020258013
REQUEST	756		Prove Owner	1588020258013	1588020258080	OK	 
USER	Prove Ownership	756	END	1588020258013	1588020258080
USER	Prove Ownership	757	START	1588020258353	1588020258353
REQUEST	757		Prove Owner	1588020258354	1588020258435	OK	 
USER	Prove Ownership	757	END	1588020258353	1588020258436
USER	Prove Ownership	758	START	1588020258685	1588020258685
REQUEST	758		Prove Owner	1588020258686	1588020258754	OK	 
USER	Prove Ownership	758	END	1588020258685	1588020258754
USER	Prove Ownership	759	START	1588020259014	1588020259014
REQUEST	759		Prove Owner	1588020259014	1588020259079	OK	 
USER	Prove Ownership	759	END	1588020259014	1588020259079
USER	Prove Ownership	760	START	1588020259354	1588020259354
REQUEST	760		Prove Owner	1588020259355	1588020259462	OK	 
USER	Prove Ownership	760	END	1588020259354	1588020259463
USER	Prove Ownership	761	START	1588020259683	1588020259683
REQUEST	761		Prove Owner	1588020259683	1588020259771	OK	 
USER	Prove Ownership	761	END	1588020259683	1588020259771
USER	Prove Ownership	762	START	1588020260015	1588020260015
REQUEST	762		Prove Owner	1588020260016	1588020260109	OK	 
USER	Prove Ownership	762	END	1588020260015	1588020260110
USER	Prove Ownership	763	START	1588020260354	1588020260354
REQUEST	763		Prove Owner	1588020260354	1588020260412	OK	 
USER	Prove Ownership	763	END	1588020260354	1588020260413
USER	Prove Ownership	764	START	1588020260684	1588020260684
REQUEST	764		Prove Owner	1588020260685	1588020260761	OK	 
USER	Prove Ownership	764	END	1588020260684	1588020260761
USER	Prove Ownership	765	START	1588020261013	1588020261013
REQUEST	765		Prove Owner	1588020261014	1588020261092	OK	 
USER	Prove Ownership	765	END	1588020261013	1588020261092
USER	Prove Ownership	766	START	1588020261353	1588020261353
REQUEST	766		Prove Owner	1588020261354	1588020261428	OK	 
USER	Prove Ownership	766	END	1588020261353	1588020261428
USER	Prove Ownership	767	START	1588020261684	1588020261684
REQUEST	767		Prove Owner	1588020261684	1588020261761	OK	 
USER	Prove Ownership	767	END	1588020261684	1588020261761
USER	Prove Ownership	768	START	1588020262013	1588020262013
REQUEST	768		Prove Owner	1588020262014	1588020262089	OK	 
USER	Prove Ownership	768	END	1588020262013	1588020262089
USER	Prove Ownership	769	START	1588020262353	1588020262353
REQUEST	769		Prove Owner	1588020262353	1588020262427	OK	 
USER	Prove Ownership	769	END	1588020262353	1588020262428
USER	Prove Ownership	770	START	1588020262683	1588020262683
REQUEST	770		Prove Owner	1588020262684	1588020262790	OK	 
USER	Prove Ownership	770	END	1588020262683	1588020262790
USER	Prove Ownership	771	START	1588020263014	1588020263014
REQUEST	771		Prove Owner	1588020263015	1588020263083	OK	 
USER	Prove Ownership	771	END	1588020263014	1588020263084
USER	Prove Ownership	772	START	1588020263355	1588020263355
REQUEST	772		Prove Owner	1588020263355	1588020263417	OK	 
USER	Prove Ownership	772	END	1588020263355	1588020263418
USER	Prove Ownership	773	START	1588020263683	1588020263683
REQUEST	773		Prove Owner	1588020263684	1588020263750	OK	 
USER	Prove Ownership	773	END	1588020263683	1588020263751
USER	Prove Ownership	774	START	1588020264014	1588020264014
REQUEST	774		Prove Owner	1588020264015	1588020264084	OK	 
USER	Prove Ownership	774	END	1588020264014	1588020264085
USER	Prove Ownership	775	START	1588020264353	1588020264353
REQUEST	775		Prove Owner	1588020264354	1588020264420	OK	 
USER	Prove Ownership	775	END	1588020264353	1588020264421
USER	Prove Ownership	776	START	1588020264683	1588020264683
REQUEST	776		Prove Owner	1588020264684	1588020264749	OK	 
USER	Prove Ownership	776	END	1588020264683	1588020264749
USER	Prove Ownership	777	START	1588020265014	1588020265014
REQUEST	777		Prove Owner	1588020265014	1588020265081	OK	 
USER	Prove Ownership	777	END	1588020265014	1588020265082
USER	Prove Ownership	778	START	1588020265354	1588020265354
REQUEST	778		Prove Owner	1588020265355	1588020265416	OK	 
USER	Prove Ownership	778	END	1588020265354	1588020265416
USER	Prove Ownership	779	START	1588020265684	1588020265684
REQUEST	779		Prove Owner	1588020265685	1588020265915	OK	 
USER	Prove Ownership	779	END	1588020265684	1588020265916
USER	Prove Ownership	780	START	1588020266014	1588020266014
REQUEST	780		Prove Owner	1588020266015	1588020266180	OK	 
USER	Prove Ownership	780	END	1588020266014	1588020266180
USER	Prove Ownership	781	START	1588020266354	1588020266354
REQUEST	781		Prove Owner	1588020266354	1588020266434	OK	 
USER	Prove Ownership	781	END	1588020266354	1588020266435
USER	Prove Ownership	782	START	1588020266683	1588020266683
REQUEST	782		Prove Owner	1588020266684	1588020266747	OK	 
USER	Prove Ownership	782	END	1588020266683	1588020266747
USER	Prove Ownership	783	START	1588020267014	1588020267014
REQUEST	783		Prove Owner	1588020267014	1588020267083	OK	 
USER	Prove Ownership	783	END	1588020267014	1588020267084
USER	Prove Ownership	784	START	1588020267356	1588020267356
REQUEST	784		Prove Owner	1588020267356	1588020267422	OK	 
USER	Prove Ownership	784	END	1588020267356	1588020267423
USER	Prove Ownership	785	START	1588020267685	1588020267685
REQUEST	785		Prove Owner	1588020267686	1588020267793	OK	 
USER	Prove Ownership	785	END	1588020267685	1588020267794
USER	Prove Ownership	786	START	1588020268014	1588020268014
REQUEST	786		Prove Owner	1588020268014	1588020268078	OK	 
USER	Prove Ownership	786	END	1588020268014	1588020268078
USER	Prove Ownership	787	START	1588020268353	1588020268353
REQUEST	787		Prove Owner	1588020268354	1588020268429	OK	 
USER	Prove Ownership	787	END	1588020268353	1588020268430
USER	Prove Ownership	788	START	1588020268685	1588020268685
REQUEST	788		Prove Owner	1588020268685	1588020268765	OK	 
USER	Prove Ownership	788	END	1588020268685	1588020268766
USER	Prove Ownership	789	START	1588020269014	1588020269014
REQUEST	789		Prove Owner	1588020269014	1588020269086	OK	 
USER	Prove Ownership	789	END	1588020269014	1588020269086
USER	Prove Ownership	790	START	1588020269353	1588020269353
REQUEST	790		Prove Owner	1588020269353	1588020269435	OK	 
USER	Prove Ownership	790	END	1588020269353	1588020269435
USER	Prove Ownership	791	START	1588020269683	1588020269683
REQUEST	791		Prove Owner	1588020269684	1588020269748	OK	 
USER	Prove Ownership	791	END	1588020269683	1588020269748
USER	Prove Ownership	792	START	1588020270015	1588020270015
REQUEST	792		Prove Owner	1588020270015	1588020270107	OK	 
USER	Prove Ownership	792	END	1588020270015	1588020270107
USER	Prove Ownership	793	START	1588020270354	1588020270354
REQUEST	793		Prove Owner	1588020270355	1588020270415	OK	 
USER	Prove Ownership	793	END	1588020270354	1588020270416
USER	Prove Ownership	794	START	1588020270683	1588020270683
REQUEST	794		Prove Owner	1588020270684	1588020270748	OK	 
USER	Prove Ownership	794	END	1588020270683	1588020270749
USER	Prove Ownership	795	START	1588020271016	1588020271016
REQUEST	795		Prove Owner	1588020271016	1588020271071	OK	 
USER	Prove Ownership	795	END	1588020271016	1588020271072
USER	Prove Ownership	796	START	1588020271355	1588020271355
REQUEST	796		Prove Owner	1588020271355	1588020271421	OK	 
USER	Prove Ownership	796	END	1588020271355	1588020271422
USER	Prove Ownership	797	START	1588020271685	1588020271685
REQUEST	797		Prove Owner	1588020271685	1588020271748	OK	 
USER	Prove Ownership	797	END	1588020271685	1588020271748
USER	Prove Ownership	798	START	1588020272013	1588020272013
REQUEST	798		Prove Owner	1588020272013	1588020272068	OK	 
USER	Prove Ownership	798	END	1588020272013	1588020272069
USER	Prove Ownership	799	START	1588020272355	1588020272355
REQUEST	799		Prove Owner	1588020272356	1588020272420	OK	 
USER	Prove Ownership	799	END	1588020272355	1588020272421
USER	Prove Ownership	800	START	1588020272683	1588020272683
REQUEST	800		Prove Owner	1588020272684	1588020272771	OK	 
USER	Prove Ownership	800	END	1588020272683	1588020272772
USER	Prove Ownership	801	START	1588020273014	1588020273014
REQUEST	801		Prove Owner	1588020273014	1588020273073	OK	 
USER	Prove Ownership	801	END	1588020273014	1588020273073
USER	Prove Ownership	802	START	1588020273353	1588020273353
REQUEST	802		Prove Owner	1588020273354	1588020273423	OK	 
USER	Prove Ownership	802	END	1588020273353	1588020273423
USER	Prove Ownership	803	START	1588020273683	1588020273683
REQUEST	803		Prove Owner	1588020273684	1588020273751	OK	 
USER	Prove Ownership	803	END	1588020273683	1588020273752
USER	Prove Ownership	804	START	1588020274013	1588020274013
REQUEST	804		Prove Owner	1588020274014	1588020274076	OK	 
USER	Prove Ownership	804	END	1588020274013	1588020274076
USER	Prove Ownership	805	START	1588020274353	1588020274353
REQUEST	805		Prove Owner	1588020274354	1588020274417	OK	 
USER	Prove Ownership	805	END	1588020274353	1588020274417
USER	Prove Ownership	806	START	1588020274684	1588020274684
