RUN	computerdatabase.ProveOwner	proveowner	1604953604549	1 prove	3.3.1
USER	Prove Ownership	593	END	1604954198613	1604954198693
USER	Prove Ownership	594	START	1604954199613	1604954199613
REQUEST	594		Prove Owner	1604954199613	1604954199697	OK	 
USER	Prove Ownership	594	END	1604954199613	1604954199698
USER	Prove Ownership	595	START	1604954200624	1604954200624
REQUEST	595		Prove Owner	1604954200624	1604954200704	OK	 
USER	Prove Ownership	595	END	1604954200624	1604954200705
USER	Prove Ownership	596	START	1604954201623	1604954201623
REQUEST	596		Prove Owner	1604954201624	1604954201806	OK	 
USER	Prove Ownership	596	END	1604954201623	1604954201807
USER	Prove Ownership	597	START	1604954202623	1604954202623
REQUEST	597		Prove Owner	1604954202625	1604954202721	OK	 
USER	Prove Ownership	597	END	1604954202623	1604954202722
USER	Prove Ownership	598	START	1604954203625	1604954203625
REQUEST	598		Prove Owner	1604954203626	1604954203734	OK	 
USER	Prove Ownership	598	END	1604954203625	1604954203735
USER	Prove Ownership	599	START	1604954204623	1604954204623
REQUEST	599		Prove Owner	1604954204624	1604954204726	OK	 
USER	Prove Ownership	599	END	1604954204623	1604954204726
USER	Prove Ownership	600	START	1604954205623	1604954205623
REQUEST	600		Prove Owner	1604954205625	1604954205740	OK	 
USER	Prove Ownership	600	END	1604954205623	1604954205741
USER	Prove Ownership	601	START	1604954206626	1604954206626
REQUEST	601		Prove Owner	1604954206627	1604954206786	OK	 
USER	Prove Ownership	601	END	1604954206626	1604954206787
USER	Prove Ownership	602	START	1604954207624	1604954207624
REQUEST	602		Prove Owner	1604954207626	1604954207732	OK	 
USER	Prove Ownership	602	END	1604954207624	1604954207733
USER	Prove Ownership	603	START	1604954208625	1604954208625
REQUEST	603		Prove Owner	1604954208628	1604954208729	OK	 
USER	Prove Ownership	603	END	1604954208625	1604954208730
USER	Prove Ownership	604	START	1604954209623	1604954209623
REQUEST	604		Prove Owner	1604954209623	1604954209743	OK	 
USER	Prove Ownership	604	END	1604954209623	1604954209744
USER	Prove Ownership	605	START	1604954210623	1604954210623
REQUEST	605		Prove Owner	1604954210623	1604954210735	OK	 
USER	Prove Ownership	605	END	1604954210623	1604954210736
USER	Prove Ownership	606	START	1604954211623	1604954211623
REQUEST	606		Prove Owner	1604954211624	1604954211847	OK	 
USER	Prove Ownership	606	END	1604954211623	1604954211849
USER	Prove Ownership	607	START	1604954212626	1604954212626
REQUEST	607		Prove Owner	1604954212626	1604954212720	OK	 
USER	Prove Ownership	607	END	1604954212626	1604954212721
USER	Prove Ownership	608	START	1604954213625	1604954213625
REQUEST	608		Prove Owner	1604954213625	1604954213757	OK	 
USER	Prove Ownership	608	END	1604954213625	1604954213757
USER	Prove Ownership	609	START	1604954214623	1604954214623
REQUEST	609		Prove Owner	1604954214623	1604954214765	OK	 
USER	Prove Ownership	609	END	1604954214623	1604954214766
USER	Prove Ownership	610	START	1604954215613	1604954215613
REQUEST	610		Prove Owner	1604954215614	1604954215771	OK	 
USER	Prove Ownership	610	END	1604954215613	1604954215772
USER	Prove Ownership	611	START	1604954216622	1604954216622
REQUEST	611		Prove Owner	1604954216623	1604954216755	OK	 
USER	Prove Ownership	611	END	1604954216622	1604954216755
USER	Prove Ownership	612	START	1604954217623	1604954217623
REQUEST	612		Prove Owner	1604954217623	1604954217714	OK	 
USER	Prove Ownership	612	END	1604954217623	1604954217714
USER	Prove Ownership	613	START	1604954218624	1604954218624
REQUEST	613		Prove Owner	1604954218624	1604954218748	OK	 
USER	Prove Ownership	613	END	1604954218624	1604954218749
USER	Prove Ownership	614	START	1604954219613	1604954219613
REQUEST	614		Prove Owner	1604954219613	1604954219730	OK	 
USER	Prove Ownership	614	END	1604954219613	1604954219730
USER	Prove Ownership	615	START	1604954220623	1604954220623
REQUEST	615		Prove Owner	1604954220623	1604954220759	OK	 
USER	Prove Ownership	615	END	1604954220623	1604954220759
USER	Prove Ownership	616	START	1604954221623	1604954221623
REQUEST	616		Prove Owner	1604954221624	1604954221753	OK	 
USER	Prove Ownership	616	END	1604954221623	1604954221754
USER	Prove Ownership	617	START	1604954222623	1604954222623
REQUEST	617		Prove Owner	1604954222623	1604954222778	OK	 
USER	Prove Ownership	617	END	1604954222623	1604954222778
USER	Prove Ownership	618	START	1604954223613	1604954223613
REQUEST	618		Prove Owner	1604954223614	1604954223765	OK	 
USER	Prove Ownership	618	END	1604954223613	1604954223766
USER	Prove Ownership	619	START	1604954224624	1604954224624
REQUEST	619		Prove Owner	1604954224624	1604954224787	OK	 
USER	Prove Ownership	619	END	1604954224624	1604954224788
USER	Prove Ownership	620	START	1604954225623	1604954225623
REQUEST	620		Prove Owner	1604954225624	1604954225865	OK	 
USER	Prove Ownership	620	END	1604954225623	1604954225866
USER	Prove Ownership	621	START	1604954226623	1604954226623
REQUEST	621		Prove Owner	1604954226624	1604954226754	OK	 
USER	Prove Ownership	621	END	1604954226623	1604954226754
USER	Prove Ownership	622	START	1604954227613	1604954227613
REQUEST	622		Prove Owner	1604954227614	1604954227772	OK	 
USER	Prove Ownership	622	END	1604954227613	1604954227773
USER	Prove Ownership	623	START	1604954228625	1604954228625
REQUEST	623		Prove Owner	1604954228625	1604954228793	OK	 
USER	Prove Ownership	623	END	1604954228625	1604954228793
USER	Prove Ownership	624	START	1604954229624	1604954229624
REQUEST	624		Prove Owner	1604954229624	1604954229704	OK	 
USER	Prove Ownership	624	END	1604954229624	1604954229705
USER	Prove Ownership	625	START	1604954230622	1604954230622
REQUEST	625		Prove Owner	1604954230623	1604954230708	OK	 
USER	Prove Ownership	625	END	1604954230622	1604954230709
USER	Prove Ownership	626	START	1604954231624	1604954231624
REQUEST	626		Prove Owner	1604954231625	1604954231826	OK	 
USER	Prove Ownership	626	END	1604954231624	1604954231827
USER	Prove Ownership	627	START	1604954232624	1604954232624
REQUEST	627		Prove Owner	1604954232624	1604954232698	OK	 
USER	Prove Ownership	627	END	1604954232624	1604954232698
USER	Prove Ownership	628	START	1604954233624	1604954233624
REQUEST	628		Prove Owner	1604954233624	1604954233690	OK	 
USER	Prove Ownership	628	END	1604954233624	1604954233691
USER	Prove Ownership	629	START	1604954234616	1604954234616
REQUEST	629		Prove Owner	1604954234616	1604954234688	OK	 
USER	Prove Ownership	629	END	1604954234616	1604954234689
USER	Prove Ownership	630	START	1604954235624	1604954235624
REQUEST	630		Prove Owner	1604954235624	1604954235689	OK	 
USER	Prove Ownership	630	END	1604954235624	1604954235689
USER	Prove Ownership	631	START	1604954236623	1604954236623
REQUEST	631		Prove Owner	1604954236623	1604954236685	OK	 
USER	Prove Ownership	631	END	1604954236623	1604954236686
USER	Prove Ownership	632	START	1604954237627	1604954237627
REQUEST	632		Prove Owner	1604954237627	1604954237705	OK	 
USER	Prove Ownership	632	END	1604954237627	1604954237706
USER	Prove Ownership	633	START	1604954238623	1604954238623
REQUEST	633		Prove Owner	1604954238624	1604954238696	OK	 
USER	Prove Ownership	633	END	1604954238623	1604954238697
USER	Prove Ownership	634	START	1604954239624	1604954239624
REQUEST	634		Prove Owner	1604954239624	1604954239686	OK	 
USER	Prove Ownership	634	END	1604954239624	1604954239686
USER	Prove Ownership	635	START	1604954240626	1604954240626
REQUEST	635		Prove Owner	1604954240626	1604954240701	OK	 
USER	Prove Ownership	635	END	1604954240626	1604954240701
USER	Prove Ownership	636	START	1604954241616	1604954241616
REQUEST	636		Prove Owner	1604954241616	1604954241689	OK	 
USER	Prove Ownership	636	END	1604954241616	1604954241689
USER	Prove Ownership	637	START	1604954242624	1604954242624
REQUEST	637		Prove Owner	1604954242625	1604954242696	OK	 
USER	Prove Ownership	637	END	1604954242624	1604954242697
USER	Prove Ownership	638	START	1604954243623	1604954243623
REQUEST	638		Prove Owner	1604954243624	1604954243698	OK	 
USER	Prove Ownership	638	END	1604954243623	1604954243698
USER	Prove Ownership	639	START	1604954244623	1604954244623
REQUEST	639		Prove Owner	1604954244624	1604954244715	OK	 
USER	Prove Ownership	639	END	1604954244623	1604954244716
USER	Prove Ownership	640	START	1604954245626	1604954245626
REQUEST	640		Prove Owner	1604954245627	1604954245697	OK	 
USER	Prove Ownership	640	END	1604954245626	1604954245698
USER	Prove Ownership	641	START	1604954246623	1604954246623
REQUEST	641		Prove Owner	1604954246624	1604954246699	OK	 
USER	Prove Ownership	641	END	1604954246623	1604954246700
USER	Prove Ownership	642	START	1604954247624	1604954247624
REQUEST	642		Prove Owner	1604954247624	1604954247701	OK	 
USER	Prove Ownership	642	END	1604954247624	1604954247702
USER	Prove Ownership	643	START	1604954248613	1604954248613
REQUEST	643		Prove Owner	1604954248614	1604954248684	OK	 
USER	Prove Ownership	643	END	1604954248613	1604954248685
USER	Prove Ownership	644	START	1604954249613	1604954249613
REQUEST	644		Prove Owner	1604954249614	1604954249719	OK	 
USER	Prove Ownership	644	END	1604954249613	1604954249720
USER	Prove Ownership	645	START	1604954250622	1604954250622
REQUEST	645		Prove Owner	1604954250623	1604954250688	OK	 
USER	Prove Ownership	645	END	1604954250622	1604954250689
USER	Prove Ownership	646	START	1604954251615	1604954251615
REQUEST	646		Prove Owner	1604954251615	1604954251693	OK	 
USER	Prove Ownership	646	END	1604954251615	1604954251694
USER	Prove Ownership	647	START	1604954252623	1604954252623
REQUEST	647		Prove Owner	1604954252623	1604954252694	OK	 
USER	Prove Ownership	647	END	1604954252623	1604954252695
USER	Prove Ownership	648	START	1604954253624	1604954253624
REQUEST	648		Prove Owner	1604954253624	1604954253690	OK	 
USER	Prove Ownership	648	END	1604954253624	1604954253690
USER	Prove Ownership	649	START	1604954254624	1604954254624
REQUEST	649		Prove Owner	1604954254625	1604954254679	OK	 
USER	Prove Ownership	649	END	1604954254624	1604954254680
USER	Prove Ownership	650	START	1604954255623	1604954255623
REQUEST	650		Prove Owner	1604954255623	1604954255682	OK	 
USER	Prove Ownership	650	END	1604954255623	1604954255683
USER	Prove Ownership	651	START	1604954256623	1604954256623
REQUEST	651		Prove Owner	1604954256623	1604954256682	OK	 
USER	Prove Ownership	651	END	1604954256623	1604954256682
USER	Prove Ownership	652	START	1604954257625	1604954257625
REQUEST	652		Prove Owner	1604954257626	1604954257700	OK	 
USER	Prove Ownership	652	END	1604954257625	1604954257701
USER	Prove Ownership	653	START	1604954258613	1604954258613
REQUEST	653		Prove Owner	1604954258613	1604954258686	OK	 
USER	Prove Ownership	653	END	1604954258613	1604954258687
USER	Prove Ownership	654	START	1604954259613	1604954259613
REQUEST	654		Prove Owner	1604954259614	1604954259673	OK	 
USER	Prove Ownership	654	END	1604954259613	1604954259673
USER	Prove Ownership	655	START	1604954260614	1604954260614
REQUEST	655		Prove Owner	1604954260615	1604954260709	OK	 
USER	Prove Ownership	655	END	1604954260614	1604954260709
USER	Prove Ownership	656	START	1604954261623	1604954261623
REQUEST	656		Prove Owner	1604954261624	1604954261799	OK	 
USER	Prove Ownership	656	END	1604954261623	1604954261799
USER	Prove Ownership	657	START	1604954262623	1604954262623
REQUEST	657		Prove Owner	1604954262624	1604954262679	OK	 
USER	Prove Ownership	657	END	1604954262623	1604954262679
USER	Prove Ownership	658	START	1604954263624	1604954263624
REQUEST	658		Prove Owner	1604954263624	1604954263687	OK	 
USER	Prove Ownership	658	END	1604954263624	1604954263688
USER	Prove Ownership	659	START	1604954264623	1604954264623
REQUEST	659		Prove Owner	1604954264623	1604954264689	OK	 
USER	Prove Ownership	659	END	1604954264623	1604954264689
USER	Prove Ownership	660	START	1604954265624	1604954265624
REQUEST	660		Prove Owner	1604954265625	1604954265714	OK	 
USER	Prove Ownership	660	END	1604954265624	1604954265714
USER	Prove Ownership	661	START	1604954266626	1604954266626
REQUEST	661		Prove Owner	1604954266626	1604954266700	OK	 
USER	Prove Ownership	661	END	1604954266626	1604954266700
USER	Prove Ownership	662	START	1604954267624	1604954267624
REQUEST	662		Prove Owner	1604954267624	1604954267700	OK	 
USER	Prove Ownership	662	END	1604954267624	1604954267701
USER	Prove Ownership	663	START	1604954268623	1604954268623
REQUEST	663		Prove Owner	1604954268624	1604954268709	OK	 
USER	Prove Ownership	663	END	1604954268623	1604954268709
USER	Prove Ownership	664	START	1604954269624	1604954269624
REQUEST	664		Prove Owner	1604954269624	1604954269715	OK	 
USER	Prove Ownership	664	END	1604954269624	1604954269716
USER	Prove Ownership	665	START	1604954270623	1604954270623
REQUEST	665		Prove Owner	1604954270623	1604954270698	OK	 
USER	Prove Ownership	665	END	1604954270623	1604954270699
USER	Prove Ownership	666	START	1604954271625	1604954271625
REQUEST	666		Prove Owner	1604954271626	1604954271696	OK	 
USER	Prove Ownership	666	END	1604954271625	1604954271696
USER	Prove Ownership	667	START	1604954272625	1604954272625
REQUEST	667		Prove Owner	1604954272626	1604954272699	OK	 
USER	Prove Ownership	667	END	1604954272625	1604954272699
USER	Prove Ownership	668	START	1604954273625	1604954273625
REQUEST	668		Prove Owner	1604954273625	1604954273704	OK	 
USER	Prove Ownership	668	END	1604954273625	1604954273705
USER	Prove Ownership	669	START	1604954274614	1604954274614
REQUEST	669		Prove Owner	1604954274614	1604954274700	OK	 
USER	Prove Ownership	669	END	1604954274614	1604954274700
USER	Prove Ownership	670	START	1604954275613	1604954275613
REQUEST	670		Prove Owner	1604954275613	1604954275670	OK	 
USER	Prove Ownership	670	END	1604954275613	1604954275670
USER	Prove Ownership	671	START	1604954276622	1604954276622
REQUEST	671		Prove Owner	1604954276623	1604954276725	OK	 
USER	Prove Ownership	671	END	1604954276622	1604954276725
USER	Prove Ownership	672	START	1604954277613	1604954277613
REQUEST	672		Prove Owner	1604954277614	1604954277696	OK	 
USER	Prove Ownership	672	END	1604954277613	1604954277696
USER	Prove Ownership	673	START	1604954278625	1604954278625
REQUEST	673		Prove Owner	1604954278626	1604954278698	OK	 
USER	Prove Ownership	673	END	1604954278625	1604954278699
USER	Prove Ownership	674	START	1604954279624	1604954279624
REQUEST	674		Prove Owner	1604954279624	1604954279686	OK	 
USER	Prove Ownership	674	END	1604954279624	1604954279686
USER	Prove Ownership	675	START	1604954280625	1604954280625
REQUEST	675		Prove Owner	1604954280626	1604954280714	OK	 
USER	Prove Ownership	675	END	1604954280625	1604954280714
USER	Prove Ownership	676	START	1604954281624	1604954281624
REQUEST	676		Prove Owner	1604954281624	1604954281700	OK	 
USER	Prove Ownership	676	END	1604954281624	1604954281700
USER	Prove Ownership	677	START	1604954282625	1604954282625
REQUEST	677		Prove Owner	1604954282625	1604954282694	OK	 
USER	Prove Ownership	677	END	1604954282625	1604954282694
USER	Prove Ownership	678	START	1604954283613	1604954283613
REQUEST	678		Prove Owner	1604954283614	1604954283717	OK	 
USER	Prove Ownership	678	END	1604954283613	1604954283718
USER	Prove Ownership	679	START	1604954284626	1604954284626
REQUEST	679		Prove Owner	1604954284627	1604954284702	OK	 
USER	Prove Ownership	679	END	1604954284626	1604954284703
USER	Prove Ownership	680	START	1604954285624	1604954285624
REQUEST	680		Prove Owner	1604954285625	1604954285764	OK	 
USER	Prove Ownership	680	END	1604954285624	1604954285765
USER	Prove Ownership	681	START	1604954286614	1604954286614
REQUEST	681		Prove Owner	1604954286615	1604954286802	OK	 
USER	Prove Ownership	681	END	1604954286614	1604954286803
USER	Prove Ownership	682	START	1604954287623	1604954287623
REQUEST	682		Prove Owner	1604954287623	1604954287712	OK	 
USER	Prove Ownership	682	END	1604954287623	1604954287713
USER	Prove Ownership	683	START	1604954288616	1604954288616
REQUEST	683		Prove Owner	1604954288617	1604954288691	OK	 
USER	Prove Ownership	683	END	1604954288616	1604954288691
USER	Prove Ownership	684	START	1604954289623	1604954289623
REQUEST	684		Prove Owner	1604954289624	1604954289690	OK	 
USER	Prove Ownership	684	END	1604954289623	1604954289690
USER	Prove Ownership	685	START	1604954290624	1604954290624
REQUEST	685		Prove Owner	1604954290624	1604954290702	OK	 
USER	Prove Ownership	685	END	1604954290624	1604954290702
USER	Prove Ownership	686	START	1604954291614	1604954291614
REQUEST	686		Prove Owner	1604954291616	1604954291826	OK	 
USER	Prove Ownership	686	END	1604954291614	1604954291827
USER	Prove Ownership	687	START	1604954292623	1604954292623
REQUEST	687		Prove Owner	1604954292624	1604954292703	OK	 
USER	Prove Ownership	687	END	1604954292623	1604954292703
USER	Prove Ownership	688	START	1604954293613	1604954293613
REQUEST	688		Prove Owner	1604954293614	1604954293698	OK	 
USER	Prove Ownership	688	END	1604954293613	1604954293698
USER	Prove Ownership	689	START	1604954294613	1604954294613
REQUEST	689		Prove Owner	1604954294613	1604954294698	OK	 
USER	Prove Ownership	689	END	1604954294613	1604954294698
USER	Prove Ownership	690	START	1604954295613	1604954295613
REQUEST	690		Prove Owner	1604954295613	1604954295704	OK	 
USER	Prove Ownership	690	END	1604954295613	1604954295705
USER	Prove Ownership	691	START	1604954296613	1604954296613
REQUEST	691		Prove Owner	1604954296613	1604954296709	OK	 
USER	Prove Ownership	691	END	1604954296613	1604954296710
USER	Prove Ownership	692	START	1604954297624	1604954297624
REQUEST	692		Prove Owner	1604954297626	1604954297708	OK	 
USER	Prove Ownership	692	END	1604954297624	1604954297709
USER	Prove Ownership	693	START	1604954298625	1604954298625
REQUEST	693		Prove Owner	1604954298627	1604954298714	OK	 
USER	Prove Ownership	693	END	1604954298625	1604954298714
USER	Prove Ownership	694	START	1604954299615	1604954299615
REQUEST	694		Prove Owner	1604954299617	1604954299719	OK	 
USER	Prove Ownership	694	END	1604954299615	1604954299719
USER	Prove Ownership	695	START	1604954300623	1604954300623
REQUEST	695		Prove Owner	1604954300625	1604954300716	OK	 
USER	Prove Ownership	695	END	1604954300623	1604954300716
USER	Prove Ownership	696	START	1604954301613	1604954301613
REQUEST	696		Prove Owner	1604954301615	1604954301708	OK	 
USER	Prove Ownership	696	END	1604954301613	1604954301709
USER	Prove Ownership	697	START	1604954302615	1604954302615
REQUEST	697		Prove Owner	1604954302617	1604954302714	OK	 
USER	Prove Ownership	697	END	1604954302615	1604954302714
USER	Prove Ownership	698	START	1604954303623	1604954303623
REQUEST	698		Prove Owner	1604954303625	1604954303722	OK	 
USER	Prove Ownership	698	END	1604954303623	1604954303722
USER	Prove Ownership	699	START	1604954304623	1604954304623
REQUEST	699		Prove Owner	1604954304625	1604954304725	OK	 
USER	Prove Ownership	699	END	1604954304623	1604954304726
USER	Prove Ownership	700	START	1604954305624	1604954305624
REQUEST	700		Prove Owner	1604954305625	1604954305753	OK	 
USER	Prove Ownership	700	END	1604954305624	1604954305754
USER	Prove Ownership	701	START	1604954306612	1604954306612
REQUEST	701		Prove Owner	1604954306614	1604954306795	OK	 
USER	Prove Ownership	701	END	1604954306612	1604954306796
USER	Prove Ownership	702	START	1604954307613	1604954307613
REQUEST	702		Prove Owner	1604954307613	1604954307701	OK	 
USER	Prove Ownership	702	END	1604954307613	1604954307702
USER	Prove Ownership	703	START	1604954308613	1604954308613
REQUEST	703		Prove Owner	1604954308614	1604954308725	OK	 
USER	Prove Ownership	703	END	1604954308613	1604954308725
USER	Prove Ownership	704	START	1604954309623	1604954309623
REQUEST	704		Prove Owner	1604954309625	1604954309739	OK	 
USER	Prove Ownership	704	END	1604954309623	1604954309740
USER	Prove Ownership	705	START	1604954310624	1604954310624
REQUEST	705		Prove Owner	1604954310625	1604954310744	OK	 
USER	Prove Ownership	705	END	1604954310624	1604954310745
USER	Prove Ownership	706	START	1604954311613	1604954311613
REQUEST	706		Prove Owner	1604954311613	1604954311772	OK	 
USER	Prove Ownership	706	END	1604954311613	1604954311773
USER	Prove Ownership	707	START	1604954312625	1604954312625
REQUEST	707		Prove Owner	1604954312626	1604954312768	OK	 
USER	Prove Ownership	707	END	1604954312625	1604954312769
USER	Prove Ownership	708	START	1604954313623	1604954313623
REQUEST	708		Prove Owner	1604954313624	1604954313734	OK	 
USER	Prove Ownership	708	END	1604954313623	1604954313735
USER	Prove Ownership	709	START	1604954314623	1604954314623
REQUEST	709		Prove Owner	1604954314624	1604954314739	OK	 
USER	Prove Ownership	709	END	1604954314623	1604954314739
USER	Prove Ownership	710	START	1604954315613	1604954315613
REQUEST	710		Prove Owner	1604954315613	1604954315751	OK	 
USER	Prove Ownership	710	END	1604954315613	1604954315751
USER	Prove Ownership	711	START	1604954316623	1604954316623
REQUEST	711		Prove Owner	1604954316623	1604954316736	OK	 
USER	Prove Ownership	711	END	1604954316623	1604954316736
USER	Prove Ownership	712	START	1604954317625	1604954317625
REQUEST	712		Prove Owner	1604954317626	1604954317764	OK	 
USER	Prove Ownership	712	END	1604954317625	1604954317764
USER	Prove Ownership	713	START	1604954318623	1604954318623
REQUEST	713		Prove Owner	1604954318624	1604954318743	OK	 
USER	Prove Ownership	713	END	1604954318623	1604954318744
USER	Prove Ownership	714	START	1604954319615	1604954319615
REQUEST	714		Prove Owner	1604954319616	1604954319725	OK	 
USER	Prove Ownership	714	END	1604954319615	1604954319725
USER	Prove Ownership	715	START	1604954320624	1604954320624
REQUEST	715		Prove Owner	1604954320624	1604954320738	OK	 
USER	Prove Ownership	715	END	1604954320624	1604954320738
USER	Prove Ownership	716	START	1604954321623	1604954321623
REQUEST	716		Prove Owner	1604954321624	1604954321908	OK	 
USER	Prove Ownership	716	END	1604954321623	1604954321910
USER	Prove Ownership	717	START	1604954322613	1604954322613
REQUEST	717		Prove Owner	1604954322613	1604954322715	OK	 
USER	Prove Ownership	717	END	1604954322613	1604954322715
USER	Prove Ownership	718	START	1604954323623	1604954323623
REQUEST	718		Prove Owner	1604954323624	1604954323733	OK	 
USER	Prove Ownership	718	END	1604954323623	1604954323733
USER	Prove Ownership	719	START	1604954324615	1604954324615
REQUEST	719		Prove Owner	1604954324615	1604954324700	OK	 
USER	Prove Ownership	719	END	1604954324615	1604954324700
USER	Prove Ownership	720	START	1604954325615	1604954325615
REQUEST	720		Prove Owner	1604954325616	1604954325733	OK	 
USER	Prove Ownership	720	END	1604954325615	1604954325734
USER	Prove Ownership	721	START	1604954326624	1604954326624
REQUEST	721		Prove Owner	1604954326625	1604954326740	OK	 
USER	Prove Ownership	721	END	1604954326624	1604954326740
USER	Prove Ownership	722	START	1604954327623	1604954327623
REQUEST	722		Prove Owner	1604954327623	1604954327733	OK	 
USER	Prove Ownership	722	END	1604954327623	1604954327734
USER	Prove Ownership	723	START	1604954328623	1604954328623
REQUEST	723		Prove Owner	1604954328624	1604954328730	OK	 
USER	Prove Ownership	723	END	1604954328623	1604954328730
USER	Prove Ownership	724	START	1604954329625	1604954329625
REQUEST	724		Prove Owner	1604954329626	1604954329734	OK	 
USER	Prove Ownership	724	END	1604954329625	1604954329734
USER	Prove Ownership	725	START	1604954330623	1604954330623
REQUEST	725		Prove Owner	1604954330624	1604954330726	OK	 
USER	Prove Ownership	725	END	1604954330623	1604954330727
USER	Prove Ownership	726	START	1604954331625	1604954331625
REQUEST	726		Prove Owner	1604954331625	1604954331739	OK	 
USER	Prove Ownership	726	END	1604954331625	1604954331740
USER	Prove Ownership	727	START	1604954332623	1604954332623
REQUEST	727		Prove Owner	1604954332624	1604954332730	OK	 
USER	Prove Ownership	727	END	1604954332623	1604954332731
USER	Prove Ownership	728	START	1604954333616	1604954333616
REQUEST	728		Prove Owner	1604954333616	1604954333699	OK	 
USER	Prove Ownership	728	END	1604954333616	1604954333700
USER	Prove Ownership	729	START	1604954334624	1604954334624
REQUEST	729		Prove Owner	1604954334624	1604954334718	OK	 
USER	Prove Ownership	729	END	1604954334624	1604954334719
USER	Prove Ownership	730	START	1604954335614	1604954335614
REQUEST	730		Prove Owner	1604954335615	1604954335696	OK	 
USER	Prove Ownership	730	END	1604954335614	1604954335696
USER	Prove Ownership	731	START	1604954336623	1604954336623
REQUEST	731		Prove Owner	1604954336623	1604954336758	OK	 
USER	Prove Ownership	731	END	1604954336623	1604954336758
USER	Prove Ownership	732	START	1604954337624	1604954337624
REQUEST	732		Prove Owner	1604954337625	1604954337688	OK	 
USER	Prove Ownership	732	END	1604954337624	1604954337689
USER	Prove Ownership	733	START	1604954338614	1604954338614
REQUEST	733		Prove Owner	1604954338614	1604954338694	OK	 
USER	Prove Ownership	733	END	1604954338614	1604954338696
USER	Prove Ownership	734	START	1604954339614	1604954339614
REQUEST	734		Prove Owner	1604954339615	1604954339707	OK	 
USER	Prove Ownership	734	END	1604954339614	1604954339707
USER	Prove Ownership	735	START	1604954340614	1604954340614
REQUEST	735		Prove Owner	1604954340614	1604954340687	OK	 
USER	Prove Ownership	735	END	1604954340614	1604954340687
USER	Prove Ownership	736	START	1604954341614	1604954341614
REQUEST	736		Prove Owner	1604954341614	1604954341692	OK	 
USER	Prove Ownership	736	END	1604954341614	1604954341692
USER	Prove Ownership	737	START	1604954342622	1604954342622
REQUEST	737		Prove Owner	1604954342623	1604954342701	OK	 
USER	Prove Ownership	737	END	1604954342622	1604954342702
USER	Prove Ownership	738	START	1604954343625	1604954343625
REQUEST	738		Prove Owner	1604954343625	1604954343699	OK	 
USER	Prove Ownership	738	END	1604954343625	1604954343699
USER	Prove Ownership	739	START	1604954344624	1604954344624
REQUEST	739		Prove Owner	1604954344624	1604954344729	OK	 
USER	Prove Ownership	739	END	1604954344624	1604954344729
USER	Prove Ownership	740	START	1604954345623	1604954345623
REQUEST	740		Prove Owner	1604954345624	1604954345701	OK	 
USER	Prove Ownership	740	END	1604954345623	1604954345702
USER	Prove Ownership	741	START	1604954346613	1604954346613
REQUEST	741		Prove Owner	1604954346613	1604954346936	OK	 
USER	Prove Ownership	741	END	1604954346613	1604954346938
USER	Prove Ownership	742	START	1604954347625	1604954347625
REQUEST	742		Prove Owner	1604954347625	1604954347741	OK	 
USER	Prove Ownership	742	END	1604954347625	1604954347741
USER	Prove Ownership	743	START	1604954348622	1604954348622
REQUEST	743		Prove Owner	1604954348623	1604954348705	OK	 
USER	Prove Ownership	743	END	1604954348622	1604954348706
USER	Prove Ownership	744	START	1604954349624	1604954349624
REQUEST	744		Prove Owner	1604954349625	1604954349711	OK	 
USER	Prove Ownership	744	END	1604954349624	1604954349712
USER	Prove Ownership	745	START	1604954350623	1604954350623
REQUEST	745		Prove Owner	1604954350623	1604954350702	OK	 
USER	Prove Ownership	745	END	1604954350623	1604954350702
USER	Prove Ownership	746	START	1604954351614	1604954351614
REQUEST	746		Prove Owner	1604954351615	1604954351783	OK	 
USER	Prove Ownership	746	END	1604954351614	1604954351784
USER	Prove Ownership	747	START	1604954352625	1604954352625
REQUEST	747		Prove Owner	1604954352626	1604954352704	OK	 
USER	Prove Ownership	747	END	1604954352625	1604954352705
USER	Prove Ownership	748	START	1604954353623	1604954353623
REQUEST	748		Prove Owner	1604954353624	1604954353705	OK	 
USER	Prove Ownership	748	END	1604954353623	1604954353706
USER	Prove Ownership	749	START	1604954354625	1604954354625
REQUEST	749		Prove Owner	1604954354625	1604954354692	OK	 
USER	Prove Ownership	749	END	1604954354625	1604954354693
USER	Prove Ownership	750	START	1604954355614	1604954355614
REQUEST	750		Prove Owner	1604954355614	1604954355688	OK	 
USER	Prove Ownership	750	END	1604954355614	1604954355689
USER	Prove Ownership	751	START	1604954356624	1604954356624
REQUEST	751		Prove Owner	1604954356624	1604954356733	OK	 
USER	Prove Ownership	751	END	1604954356624	1604954356734
USER	Prove Ownership	752	START	1604954357623	1604954357623
REQUEST	752		Prove Owner	1604954357624	1604954357719	OK	 
USER	Prove Ownership	752	END	1604954357623	1604954357720
USER	Prove Ownership	753	START	1604954358624	1604954358624
REQUEST	753		Prove Owner	1604954358624	1604954358705	OK	 
USER	Prove Ownership	753	END	1604954358624	1604954358705
USER	Prove Ownership	754	START	1604954359623	1604954359623
REQUEST	754		Prove Owner	1604954359624	1604954359716	OK	 
USER	Prove Ownership	754	END	1604954359623	1604954359716
USER	Prove Ownership	755	START	1604954360613	1604954360613
REQUEST	755		Prove Owner	1604954360613	1604954360697	OK	 
USER	Prove Ownership	755	END	1604954360613	1604954360698
